dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share
spec17,602.gcc_s,1,0.574716,1.31396,0.96478500939849621,0.87479440789473684,0,0.089990601503759399,0,0,0.90672471003683519,0,0.093275289963164781,0,0
spec17,605.mcf_s,5,0.3306987308447093,11.602203489503047,0.35407531631230055,0.34256309644253646,0,0.011512219869764098,0,0,0.96748652238833244,0,0.032513477611667577,0,0
spec17,620.omnetpp_s,2,0.49931704579755737,4.6727599532724007,0.22463647931896991,0.21688028178831936,0.00063601396634750586,0.0071201835643030309,0,0,0.96547222626456308,0.0028313031270598104,0.031696470608377061,0,0
spec17,623.xalancbmk_s,3,0.89738553541418831,2.8506732383108919,0.1400535516888434,0.12700429887410439,0.00061248720573183217,0.012436765609007165,0,0,0.90682669123785964,0.004373235796922832,0.08880007296521758,0,0
spec17,649.fotonik3d_s,1,0.89184200000000002,3.3959398641624055,0.71708750902710028,0.49596472779333323,0,0.22112278123376705,0,0,0.69163766144278171,0,0.30836233855721834,0,0
gap,gap.bc.twitter-10B,1,0.163101,35.753700000000002,0.96699938821643183,0.90043127766481512,0,0.066568110551616738,0,0,0.93116013167867939,0,0.068839868321320594,0,0
gap,gap.cc.twitter-10B,1,0.68130100000000005,2.5701598971936042,0.71526850120224417,0.70946878617864462,0,0.0057997150235996079,0,0,0.99189155538954776,0,0.008108444610452268,0,0
gap,gap.pr.twitter-10B,1,0.031884200000000001,122.24793022016559,0.80051215305971701,0.79181369708869287,0,0.0086984559710241802,0,0,0.98913388642786126,0,0.01086611357213872,0,0
spec17,gmean_spec17,12,0.51707017231843877,6.7182047872568482,0.29573783818187088,0.28042102544707265,0.00023426171060938493,0.015082551024188824,0,0,0.94820813992229569,0.00079212626983943876,0.05099973380786485,0,0
gap,gmean_gap,3,0.15244869987935192,53.523931192376082,0.83077598066632075,0.81106109138433347,0,0.019714889281987259,0,0,0.97626930756209995,0,0.023730692437900054,0,0
