trace_tag,dataset,workload,instructions,nopref_ipc,discard_ipc,permit_ipc,permit_vs_discard_ipc_pct,vberti_end_to_end_issued,vberti_end_to_end_useful,vberti_end_to_end_accuracy_pct,nopref_stlb_demand_miss,discard_stlb_demand_miss,permit_stlb_demand_miss,nopref_stlb_demand_mpki,discard_stlb_demand_mpki,permit_stlb_demand_mpki,demand_miss_reduction_count,demand_miss_reduction_pct,cross_requested,cross_in_pq,pq_drop_rate_pct,cross_pq_drop_rate_pct,dtlb_cross_lookups,dtlb_cross_misses,stlb_cross_lookups,stlb_cross_misses,stlb_cross_fills,stlb_cross_useful,stlb_cross_useless,stlb_cross_late,stlb_cross_too_early,stlb_cross_pollution_evict,cross_requested_mpki,stlb_cross_lookup_mpki,stlb_cross_translation_mpki,stlb_cross_useful_mpki,pq_survival_pct,reach_dtlb_pct_of_requested,reach_stlb_pct_of_requested,trigger_translation_pct_of_requested,useful_pct_of_requested,dtlb_miss_pct_of_lookup,stlb_miss_pct_of_lookup,fill_productivity_pct,stlb_accuracy_pct,stlb_coverage_pct_logged,stlb_too_early_among_useless_pct,stlb_late_among_useful_pct,stlb_pollution_candidate_among_cross_fill_pct,useful_vs_discard_miss_pct,net_reduction_per_useful_pct,too_early_among_useless_pct,pollution_per_fill_pct,late_per_fill_pct
cc.twitter-25B,gap,cc,100000000.0,0.1894,0.2243,0.2311,3.0316540347748555,34781188.0,1371462.0,3.943114306503849,1439508.0,1439516.0,1389280.0,14.3951,14.3952,13.8928,50236.0,3.4897840663111768,15855736.0,2521550.0,72.05120000000001,84.09689999999999,1777370.0,136710.0,54267.0,51625.0,51625.0,708.0,50917.0,0.0,223.0,33841.0,158.55736,0.54267,0.51625,0.00708,15.903077599172944,11.209634166461905,0.34225468940703857,0.32559194981551154,0.004465261026041302,7.691701784096727,95.13147953636648,1.3714285714285714,1.30466,0.0509357,0.4379676728793919,0.0,65.55157384987893,0.049183197685888864,7095.4802259887,0.4379676728793919,65.55157384987893,0.0
cc.twitter-69B,gap,cc,100000001.0,0.385,0.4263,0.4326,1.477832512315258,12823996.0,523544.0,4.082534024495953,2405670.0,2405681.0,2389324.0,24.0567,24.0568,23.8932,16357.0,0.6799322104634821,2976815.0,835121.0,56.31270000000001,71.9458,659090.0,139183.0,75886.0,68344.0,68344.0,12990.0,55354.0,0.0,32562.0,43786.0,29.768149702318503,0.7588599924114001,0.6834399931656001,0.12989999870100002,28.054178711139254,22.140777979148854,2.5492346685971414,2.2958766332472793,0.4363724316089512,21.11744981717216,90.06140790132568,19.006789184127356,17.1178,0.540729,58.82501716226469,0.0,64.06707245698232,0.5399718416531535,125.91993841416473,58.82501716226469,64.06707245698232,0.0
cc.twitter-78B,gap,cc,100000003.0,0.3965,0.4487,0.4625,3.0755515934923094,21070830.0,1088842.0,5.167532555670565,1425159.0,1425167.0,1385746.0,14.2516,14.2517,13.8575,39421.0,2.7660618018800607,12796231.0,1604263.0,78.1336,87.46300000000001,1255492.0,141460.0,42914.0,40667.0,40667.0,708.0,39959.0,0.0,147.0,29760.0,127.96230616113081,0.42913998712580037,0.4066699877999004,0.007079999787600006,12.53699624522252,9.811420253354289,0.3353643740879639,0.317804516032885,0.005532879173562903,11.267296008258116,94.76394649764646,1.7409693363169154,1.6498100000000002,0.05106550000000001,0.36787707400085085,0.0,73.17972803501611,0.04967838856779591,5567.937853107344,0.36787707400085085,73.17972803501611,0.0
cc.twitter-85B,gap,cc,100000003.0,0.4062,0.4623,0.4792,3.655634869132607,20757466.0,1127582.0,5.432175584437908,1350304.0,1350277.0,1309872.0,13.503,13.5028,13.0987,40405.0,2.9923489772839202,12918884.0,1587548.0,78.5809,87.7114,1240327.0,149282.0,44017.0,41701.0,41702.0,902.0,40799.0,0.0,305.0,29638.0,129.18883612433493,0.4401699867949004,0.41700998748970036,0.009019999729400008,12.288584679605453,9.600883481885896,0.34071828495402545,0.3227910398452374,0.0069820272401238375,12.035697037958538,94.73839652861395,2.1629658049973624,2.04921,0.0688143,0.747567342336822,0.0,71.07093184979138,0.06680110821705472,4479.4900221729495,0.747567342336822,71.07093184979138,0.0
cc.urand-353B,gap,cc,100000000.0,0.4058,0.4606,0.5005,8.662613981762913,35726095.0,1978244.0,5.537252252170298,2261201.0,2261109.0,2171122.0,22.612,22.6111,21.7112,89987.0,3.9797727575273902,15582279.0,4123884.0,64.42229999999999,73.5348,3057304.0,447360.0,90233.0,89974.0,89974.0,195.0,89779.0,0.0,37.0,79619.0,155.82279,0.90233,0.89974,0.00195,26.46521731513086,19.62039057316327,0.5790744729958949,0.5774123284533669,0.00125142156676825,14.632499744873261,99.71296532310795,0.21672927734678907,0.21610700000000002,0.008980720000000001,0.04121231022844986,0.0,88.49111965678973,0.008624086676051442,46147.17948717949,0.04121231022844986,88.49111965678973,0.0
cc.web-101B,gap,cc,100000000.0,0.4073,0.5272,0.6561,24.44992412746585,22785073.0,1421665.0,6.239457736211773,133715.0,133716.0,27975.0,1.33715,1.33716,0.27975,105741.0,79.07879386161716,14864196.0,3121607.0,75.5263,78.9992,2357859.0,612040.0,106572.0,105853.0,105853.0,579.0,105274.0,0.0,37.0,1581.0,148.64196,1.06572,1.05853,0.00579,21.000846598093837,15.86267430811596,0.7169711701863997,0.7121340434423765,0.0038952661819044903,25.9574469889845,99.32533873813009,0.5469849697221618,0.543295,2.02774,0.03514637992286794,0.0,1.4935807204330533,0.43300726913757515,18262.694300518135,0.03514637992286794,1.4935807204330533,0.0
cc.web-13B,gap,cc,100000003.0,0.8108,0.9273,1.056,13.879003558718871,18249922.0,791878.0,4.339076079338859,111778.0,111774.0,35273.0,1.11778,1.11774,0.35273,76501.0,68.44257161772863,12535631.0,1899554.0,78.6147,84.8468,1481145.0,447513.0,76927.0,76563.0,76563.0,752.0,75811.0,0.0,74.0,2283.0,125.35630623931081,0.7692699769219007,0.7656299770311007,0.007519999774400007,15.153237998151031,11.815480209971081,0.6136667551876727,0.6107630321919973,0.005998900254801693,30.213989852445238,99.52682413196928,0.9821976672805401,0.9775499999999999,2.08744,0.09761116460671934,0.0,2.9818580776615335,0.6727861577826686,10173.005319148937,0.09761116460671934,2.9818580776615335,0.0
cc.web-34B,gap,cc,100000005.0,0.6948,0.8043,0.9396,16.822081312942938,19167103.0,1077380.0,5.620985080530949,128996.0,128994.0,28646.0,1.28996,1.28994,0.28646,100348.0,77.79276555498706,13197085.0,2434861.0,77.0193,81.55,1884548.0,645033.0,100795.0,100394.0,100394.0,662.0,99732.0,0.0,107.0,2009.0,131.97084340145784,1.0079499496025026,1.0039399498030026,0.0066199996690000165,18.449991039687934,14.280032295010603,0.7637671500941307,0.7607286002931708,0.005016259272407506,34.22746462281672,99.60216280569473,0.6594019562922087,0.656779,2.2587699999999997,0.10728753058195965,0.0,2.001115604518198,0.513202164441757,15158.308157099696,0.10728753058195965,2.001115604518198,0.0
cc.web-99B,gap,cc,100000002.0,0.6894,0.794,0.9192,15.768261964735508,19386610.0,1151768.0,5.9410490023784455,129018.0,129016.0,27500.0,1.29018,1.29016,0.275,101516.0,78.68481428660012,13692272.0,2510046.0,77.0752,81.6682,1936624.0,652595.0,101998.0,101567.0,101567.0,464.0,101103.0,0.0,78.0,923.0,136.92271726154564,1.0199799796004003,1.0156699796866004,0.0046399999072000014,18.331844415594432,14.143920015611727,0.7449311553261577,0.7417833943117694,0.0033887728785989644,33.69755822503491,99.5774426949548,0.45684129687792296,0.454911,1.65928,0.07714904602237323,0.0,0.908759734953282,0.35964531530972904,21878.44827586207,0.07714904602237323,0.908759734953282,0.0
pr.kron-349B,gap,pr,100000001.0,0.02369,0.02369,0.02374,0.21105951878430673,22592723.0,186515.0,0.8255534315186355,17282184.0,17282184.0,17263028.0,172.822,172.822,172.63,19156.0,0.11084247222457533,880339.0,646805.0,7.50141,26.5277,549947.0,44688.0,24692.0,19514.0,19514.0,3838.0,15676.0,0.0,183.0,19331.0,8.8033899119661,0.24691999753080002,0.19513999804860002,0.038379999616200006,73.47226466168146,62.46991215883882,2.8048285944391877,2.216646087473121,0.4359684167121984,8.125873947853158,79.02964522922404,19.667930716408733,15.543499999999998,0.0222275,1.1673896402143402,0.0,99.06221174541355,0.022207841323758616,499.11412193850964,1.1673896402143402,99.06221174541355,0.0
pr.kron-90B,gap,pr,100000003.0,0.02357,0.02357,0.02358,0.042426813746287984,22394958.0,179423.0,0.801175871819005,16796880.0,16796880.0,16777316.0,167.969,167.969,167.773,19564.0,0.11647401184029416,829130.0,618726.0,6.628839999999999,25.3765,529524.0,43871.0,24741.0,19915.0,19915.0,3604.0,16311.0,0.0,577.0,19750.0,8.291299751261008,0.24740999257770022,0.19914999402550018,0.03603999891880003,74.62352104012639,63.865015136347736,2.983971150483036,2.401915260574337,0.43467248802962144,8.284988026982724,80.49391697991189,18.09691187547075,14.566899999999999,0.0214768,3.537490037398075,0.0,99.17147878483556,0.02145636570601207,542.8412874583795,3.537490037398075,99.17147878483556,0.0
pr.twitter-168B,gap,pr,100000004.0,0.0334,0.0334,0.03341,0.029940119760496486,23110771.0,318504.0,1.3781625892100267,13915911.0,13915917.0,13895896.0,139.159,139.159,138.959,20021.0,0.14387122314684686,934618.0,746256.0,5.9124,20.1539,615591.0,70575.0,30856.0,21788.0,21788.0,4366.0,17422.0,0.0,2336.0,21582.0,9.346179626152814,0.3085599876576005,0.21787999128480035,0.04365999825360007,79.84609755001509,65.86551938867002,3.301455781934438,2.33121981387048,0.467142725691138,11.464592562269429,70.61187451387089,20.03855333210942,14.149600000000001,0.0314095,13.408334289978189,0.0,99.05452542684047,0.03137414516053811,458.566193311956,13.408334289978189,99.05452542684047,0.0
pr.twitter-2161B,gap,pr,100000002.0,0.05002,0.05054,0.05081,0.5342303126236736,76930334.0,895856.0,1.1645029384637795,7193850.0,7193857.0,7152361.0,71.9385,71.9386,71.5236,41496.0,0.576825477626258,6446269.0,4389396.0,22.4755,31.907999999999998,3255715.0,248986.0,83069.0,75907.0,75907.0,4154.0,71753.0,0.0,31859.0,58951.0,64.46268871074622,0.8306899833862004,0.7590699848186003,0.041539999169200016,68.0920389763443,50.50541638892203,1.2886368843745117,1.1775338571815728,0.06444037628587948,7.647659577082146,91.37825181475641,5.472486068478533,5.00066,0.058045000000000006,44.40093097152732,0.0,77.66213919664852,0.05774371105792067,998.9407799711122,44.40093097152732,77.66213919664852,0.0
pr.twitter-2741B,gap,pr,100000004.0,0.03211,0.0321,0.03213,0.09345794392523477,22969835.0,298932.0,1.3014111768761072,14199964.0,14199963.0,14179273.0,142.0,142.0,141.793,20690.0,0.1457046050049567,891726.0,714878.0,5.35771,19.8321,592608.0,69311.0,31152.0,22764.0,22764.0,4096.0,18668.0,0.0,3169.0,22561.0,8.917259643309615,0.3115199875392005,0.22763999089440037,0.04095999836160007,80.16789910802197,66.45628814232174,3.4934497816593884,2.5528020939167413,0.459333920957783,11.695927155893946,73.07395993836671,17.99332279037076,13.148399999999999,0.028878900000000002,16.97557317334476,0.0,99.10824108241081,0.02884514558242159,505.126953125,16.97557317334476,99.10824108241081,0.0
pr.twitter-3197B,gap,pr,100000001.0,0.03151,0.03152,0.03153,0.031725888324873885,23026814.0,272792.0,1.1846710534944174,14407041.0,14407046.0,14386223.0,144.07,144.07,143.862,20823.0,0.14453344564874715,853499.0,687887.0,5.09181,19.4039,572401.0,69109.0,31395.0,23634.0,23634.0,3779.0,19855.0,0.0,3746.0,23403.0,8.534989914650101,0.3139499968605,0.23633999763660002,0.0377899996221,80.59611083317027,67.06522210336509,3.678387438063782,2.7690717856728595,0.44276560370896745,12.073528872241662,75.27950310559007,15.989675890665989,12.036900000000001,0.026261299999999998,18.866784185343743,0.0,99.02259456714903,0.02623022096271505,551.0187880391638,18.866784185343743,99.02259456714903,0.0
pr.twitter-833B,gap,pr,100000001.0,0.02817,0.02817,0.02818,0.035498757543495074,21705016.0,183590.0,0.8458413483777205,15720666.0,15720669.0,15700045.0,157.207,157.207,157.0,20624.0,0.1311903456525928,736929.0,580090.0,5.04116,21.282799999999998,501410.0,56037.0,28986.0,22375.0,22375.0,2986.0,19389.0,0.0,2568.0,22202.0,7.369289926307101,0.28985999710140004,0.2237499977625,0.029859999701400002,78.7172169910534,68.04047608385612,3.9333504313169927,3.036249082340361,0.40519507306674046,11.175884007099977,77.19243772855862,13.345251396648045,10.301499999999999,0.0190154,13.244623239981431,0.0,99.22681564245809,0.018994102604666507,690.6898861352981,13.244623239981431,99.22681564245809,0.0
pr.urand-2209B,gap,pr,100000002.0,0.02153,0.02153,0.02153,0.0,21656790.0,591002.0,2.728945517779874,17744219.0,17744219.0,17725735.0,177.442,177.442,177.257,18484.0,0.10416913812887453,810789.0,627445.0,6.28379,22.613,524756.0,63366.0,32386.0,18516.0,18516.0,4367.0,14149.0,0.0,75.0,18366.0,8.107889837842203,0.32385999352280015,0.18515999629680008,0.043669999126600016,77.38696504269298,64.72164767898924,3.994380782176374,2.283701431568509,0.5386111553067444,12.075326437429968,57.17285246711542,23.585007561028302,13.4842,0.024630399999999997,0.5300727966640751,0.0,99.1898898250162,0.024610832406881365,423.26539958781774,0.5300727966640751,99.1898898250162,0.0
sssp.kron-246B,gap,sssp,100000004.0,0.1832,0.1816,0.1822,0.330396475770911,12460205.0,172651.0,1.3856192574680755,7470243.0,7470223.0,7462151.0,74.7024,74.7022,74.6215,8072.0,0.10805567651728737,2126816.0,643878.0,54.9366,69.7257,508506.0,105043.0,36474.0,29304.0,29304.0,367.0,28937.0,0.0,5591.0,25249.0,21.268159149273632,0.3647399854104006,0.29303998827840044,0.003669999853200006,30.27426914222951,23.90926154401697,1.714957946526639,1.377834283736816,0.017255841596076012,20.657180052939395,80.34216153972693,1.2523887523887525,1.0062,0.00491791,19.321284169056916,0.0,86.16229866229867,0.004912838612716113,2199.4550408719347,19.321284169056916,86.16229866229867,0.0
sssp.road-66B,gap,sssp,100000000.0,0.3508,0.3501,0.3496,-0.142816338189089,31861606.0,3436.0,0.010784139380795808,445671.0,445663.0,444843.0,4.45671,4.45663,4.44843,820.0,0.18399553025492354,5891322.0,1102294.0,57.6827,81.2895,828502.0,5263.0,3333.0,1246.0,1246.0,400.0,846.0,0.0,53.0,1226.0,58.91322,0.03333,0.01246,0.004,18.710469398888737,14.063091441954795,0.05657473823362567,0.021149752126941965,0.006789647552790358,0.6352428841451198,37.38373837383738,32.102728731942214,12.001199999999999,0.0898386,6.264775413711583,0.0,98.3948635634029,0.0897539171975237,204.99999999999997,6.264775413711583,98.3948635634029,0.0
sssp.twitter-1116B,gap,sssp,100000001.0,0.2666,0.2852,0.2924,2.524544179523125,83976290.0,686596.0,0.8176069697768262,2172157.0,2172144.0,2099681.0,21.7216,21.7214,20.9968,72463.0,3.3360127137059057,27077448.0,3843888.0,66.0116,85.8041,2948863.0,179797.0,87418.0,84160.0,84160.0,266.0,83894.0,0.0,12082.0,18772.0,270.7744772922552,0.8741799912582001,0.8415999915840001,0.0026599999734,14.195902065807678,10.890476089179453,0.32284430940463815,0.3108121563006972,0.000982367319106291,6.097163550832982,96.2730787709625,0.31606463878326996,0.304285,0.012667000000000001,14.40150666317019,0.0,22.30513307984791,0.01224596527670357,27241.72932330827,14.40150666317019,22.30513307984791,0.0
sssp.twitter-792B,gap,sssp,100000001.0,0.1022,0.1025,0.1027,0.19512195121951237,71477895.0,50754.0,0.0710065678347131,6064937.0,6064994.0,6057015.0,60.6494,60.6499,60.5701,7979.0,0.1315582505110475,13877940.0,2405660.0,62.677400000000006,82.6656,1802697.0,28570.0,11323.0,10203.0,10203.0,981.0,9222.0,0.0,856.0,8712.0,138.77939861220602,0.11322999886770001,0.10202999897970001,0.0098099999019,17.33441706766278,12.989658407515813,0.08158991896491843,0.07351955693712468,0.00706877245470149,1.5848475922465064,90.10862845535635,9.614819170832108,8.663780000000001,0.0161935,9.282151377141618,0.0,85.38665098500441,0.016174789290805562,813.3537206931702,9.282151377141618,85.38665098500441,0.0
sssp.twitter-900B,gap,sssp,100000001.0,0.3263,0.3305,0.3331,0.7866868381240621,27474203.0,147977.0,0.5386034310076256,6406743.0,6406758.0,6392794.0,64.0674,64.0676,63.9279,13964.0,0.21795735066003744,10930956.0,1244280.0,73.53840000000001,88.6169,990708.0,106889.0,60900.0,57094.0,57094.0,1390.0,55704.0,0.0,33735.0,49967.0,109.30955890690441,0.60899999391,0.5709399942906,0.013899999861000002,11.383084882969065,9.063324378947275,0.5571333376513454,0.5223147911308031,0.012716179627838591,10.789152807890922,93.7504105090312,2.43458156723999,2.2824299999999997,0.0217385,60.56118052563551,0.0,87.5170771009213,0.021695840548370954,1004.6043165467627,60.56118052563551,87.5170771009213,0.0
sssp.urand-3381B,gap,sssp,100000001.0,0.1676,0.1678,0.1688,0.5959475566150285,9990013.0,193235.0,1.9342817672009036,7644600.0,7644609.0,7638390.0,76.446,76.4461,76.3839,6219.0,0.0813514464899382,620978.0,405134.0,32.3232,34.7587,331558.0,79867.0,25457.0,19392.0,19392.0,329.0,19063.0,0.0,2642.0,17732.0,6.2097799379022005,0.25456999745430003,0.19391999806080001,0.0032899999671000004,65.24128068949302,53.392873821616874,4.099501109540112,3.1228159451703603,0.05298094296416298,24.08839479065503,76.17551164709117,1.696575907590759,1.2923799999999999,0.004307,13.859308608298798,0.0,91.4397689768977,0.004303686427912795,1890.273556231003,13.859308608298798,91.4397689768977,0.0
sssp.urand-3988B,gap,sssp,100000005.0,0.1746,0.1745,0.176,0.8595988538681931,9475867.0,214285.0,2.2613761885851713,7561252.0,7561299.0,7554599.0,75.6125,75.613,75.546,6700.0,0.08860911332827864,614365.0,390454.0,35.2177,36.445899999999995,328211.0,95333.0,37508.0,19649.0,19649.0,256.0,19393.0,0.0,1825.0,17967.0,6.143649692817515,0.37507998124600095,0.19648999017550048,0.0025599998720000064,63.5540761599375,53.422802405736,6.1051654960813195,3.1982616197211753,0.04166904039129833,29.046253781865932,52.386157619707795,1.3028652857651788,0.682521,0.0033885499999999997,9.410612076522456,0.0,91.43976792712097,0.0033856616435879606,2617.1875,9.410612076522456,91.43976792712097,0.0
sssp.urand-4669B,gap,sssp,100000000.0,0.1672,0.1702,0.1702,0.0,9464568.0,250973.0,2.6517110976433367,7349612.0,7349608.0,7341995.0,73.4961,73.4961,73.42,7613.0,0.10358375575949086,597164.0,374500.0,37.2446,37.2869,307820.0,86864.0,32197.0,19414.0,19414.0,277.0,19137.0,0.0,2118.0,17691.0,5.97164,0.32197,0.19414,0.00277,62.71309054129184,51.54697871941376,5.391651204694188,3.251033217005714,0.046385917436416124,28.219089078032617,60.29754324937105,1.4268053981662718,0.8603289999999999,0.00377267,11.067565449129958,0.0,91.12496136808488,0.003768908491446074,2748.375451263538,11.067565449129958,91.12496136808488,0.0
sssp.urand-4819B,gap,sssp,100000001.0,0.1637,0.1669,0.1679,0.5991611743559,9327181.0,259739.0,2.78475350698137,7243761.0,7243753.0,7236166.0,72.4376,72.4375,72.3617,7587.0,0.10473852435332899,604660.0,389196.0,35.7843,35.633900000000004,321593.0,90192.0,39192.0,18679.0,18679.0,260.0,18419.0,0.0,1605.0,17036.0,6.046599939534,0.3919199960808,0.1867899981321,0.0025999999740000004,64.36609003406873,53.185757285085835,6.481659114212947,3.0891740813018886,0.04299937154764661,28.045386560030845,47.66023678301694,1.3919374698859681,0.663401,0.0035929300000000003,8.713828112275369,0.0,91.20402591145135,0.0035892996351476925,2918.076923076923,8.713828112275369,91.20402591145135,0.0
sssp.web-1185B,gap,sssp,100000003.0,0.3624,0.3659,0.3684,0.6832467887400995,20780320.0,289219.0,1.3917928116602631,721683.0,721688.0,711086.0,7.21683,7.21688,7.11086,10602.0,1.4690558801033133,4398888.0,990935.0,64.6768,77.47309999999999,773204.0,164310.0,44006.0,38745.0,38745.0,2031.0,36714.0,0.0,6512.0,18521.0,43.98887868033364,0.4400599867982004,0.38744998837650035,0.02030999939070002,22.526943172910972,17.577260434909913,1.0003891892678332,0.8807907816702767,0.046170759519223954,21.250536727694115,88.04481207108121,5.24196670538134,4.61528,0.284806,17.737103012474805,0.0,47.80229707058975,0.2814235514515968,522.0088626292467,17.737103012474805,47.80229707058975,0.0
tc.twitter-34B,gap,tc,100000000.0,0.5807,0.589,0.5889,-0.01697792869269632,40638525.0,40179.0,0.09886923799522743,388126.0,388124.0,379937.0,3.88126,3.88124,3.79937,8187.0,2.1093774154651608,19771276.0,2983549.0,71.4056,84.9097,2199280.0,84913.0,41716.0,39061.0,39061.0,861.0,38200.0,0.0,10917.0,12145.0,197.71276,0.41716,0.39061,0.00861,15.09032092819907,11.123611849837108,0.21099295766241893,0.19756438582922012,0.004354802391105157,3.8609454003128296,93.63553552593729,2.2042446429942912,2.0639600000000002,0.22610400000000003,28.57853403141361,0.0,31.092393947927597,0.22183632035122797,950.8710801393729,28.57853403141361,31.092393947927597,0.0
tc.urand-1112B,gap,tc,100000002.0,0.1516,0.1556,0.1549,-0.44987146529561484,5081164.0,116485.0,2.2924865247411814,810344.0,810344.0,808241.0,8.10344,8.10344,8.08241,2103.0,0.25951941397727385,564401.0,420541.0,14.3571,25.489,293040.0,19188.0,5547.0,4266.0,4266.0,30.0,4236.0,0.0,116.0,884.0,5.644009887119802,0.055469998890600024,0.042659999146800014,0.0002999999940000001,74.51103027811786,51.92053167871779,0.982811866031421,0.7558455778781398,0.00531536974597848,6.547911547911547,76.9064359113034,0.7032348804500703,0.540833,0.00371163,2.7384324834749765,0.0,20.721987810595405,0.0037021314404746624,7009.999999999999,2.7384324834749765,20.721987810595405,0.0
tc.urand-187B,gap,tc,100000000.0,0.1429,0.1449,0.1446,-0.20703933747411307,4670254.0,73399.0,1.57162758171183,929541.0,929541.0,927956.0,9.29541,9.29541,9.27956,1585.0,0.1705142645671358,623637.0,504854.0,10.7949,19.0468,346692.0,13163.0,4358.0,3062.0,3062.0,37.0,3025.0,0.0,168.0,952.0,6.23637,0.04358,0.03062,0.00037,80.95318270083398,55.59195493532295,0.6988039516577752,0.4909907526333428,0.005932938552395063,3.796741776562482,70.26158788435062,1.2083605486610058,0.849013,0.0039870999999999995,5.553719008264463,0.0,31.09079033311561,0.003980459172860584,4283.783783783784,5.553719008264463,31.09079033311561,0.0
tc.urand-455B,gap,tc,100000000.0,0.1153,0.1159,0.1159,0.0,3250584.0,48012.0,1.4770268973206044,1478214.0,1478214.0,1476468.0,14.7821,14.7821,14.7647,1746.0,0.11811550966233576,591724.0,558289.0,6.24147,5.650440000000001,427633.0,5792.0,3290.0,1939.0,1939.0,97.0,1842.0,0.0,303.0,954.0,5.91724,0.0329,0.01939,0.00097,94.34956161994444,72.26899703240024,0.5560024606066342,0.32768655657029294,0.0163927777139342,1.354432422193797,58.93617021276596,5.002578648788035,2.94833,0.006569299999999999,16.449511400651463,0.0,49.20061887570913,0.0065619727590186545,1800.0,16.449511400651463,49.20061887570913,0.0
tc.urand-504B,gap,tc,100000000.0,0.1295,0.1304,0.1305,0.07668711656443339,3903617.0,43171.0,1.1059230452167823,1164014.0,1164014.0,1162695.0,11.6401,11.6401,11.627,1319.0,0.11331478831010623,618216.0,567840.0,6.18459,8.148610000000001,401105.0,7806.0,3408.0,1928.0,1928.0,59.0,1869.0,0.0,186.0,837.0,6.18216,0.03408,0.01928,0.00059,91.85139174657402,64.88104481281624,0.5512636360107147,0.3118651086351696,0.009543589942673758,1.9461238329115818,56.57276995305164,3.0601659751037342,1.73122,0.00507416,9.951845906902086,0.0,43.41286307053942,0.00506866755898125,2235.593220338983,9.951845906902086,43.41286307053942,0.0
tc.urand-825B,gap,tc,100000001.0,0.07123,0.07373,0.07399,0.3526380035263843,7386464.0,223299.0,3.0230838463437983,3890302.0,3890303.0,3874144.0,38.903,38.903,38.7414,16159.0,0.4153661038741712,907336.0,759820.0,11.3994,16.2581,545837.0,20459.0,17146.0,16397.0,16397.0,367.0,16030.0,0.0,5144.0,10396.0,9.0733599092664,0.1714599982854,0.16396999836030002,0.0036699999633000003,83.74185527742755,60.15819938809879,1.8897078921149386,1.807158538843383,0.04044808097551514,3.7481885617867605,95.6316342003966,2.2382143074952734,2.14044,0.00947216,32.089831565814094,0.0,63.40184180032933,0.009433712489746943,4402.9972752043595,32.089831565814094,63.40184180032933,0.0
ligra_BC.com-lj.ungraph.gcc_6.3.0_O3.drop_26750M.length_250M,ligra,ligra_BC,100000003.0,0.5262,0.5517,0.5594,1.395686061265189,28115996.0,607423.0,2.1604178631978748,115198.0,115189.0,73197.0,1.15198,1.15189,0.73197,41992.0,36.45486982263931,25612307.0,1962449.0,85.4966,92.33789999999999,1466868.0,129590.0,44874.0,42947.0,42947.0,2668.0,40279.0,0.0,397.0,6732.0,256.1230623163081,0.4487399865378004,0.4294699871159004,0.026679999199600023,7.662132895720795,5.727199818431037,0.17520483414477267,0.16768110736764166,0.010416867172488601,8.834469086516306,95.70575388866604,6.21230819382029,5.94554,3.51677,0.9856252637850991,0.0,15.675134468065291,2.3161933865212823,1573.913043478261,0.9856252637850991,15.675134468065291,0.0
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,ligra,ligra_BFS,100000000.0,0.5344,0.6027,0.6227,3.318400530944099,54498310.0,606205.0,1.1123372449531004,104462.0,104459.0,77447.0,1.04462,1.04459,0.77447,27012.0,25.85894944427957,50985930.0,2745111.0,85.7313,94.6159,2046869.0,115383.0,32340.0,28026.0,28026.0,2146.0,25880.0,0.0,1808.0,3373.0,509.8593,0.3234,0.28026,0.02146,5.384055954260322,4.014576178173076,0.06342926372040286,0.05496810590686489,0.00420900432727225,5.63704858493631,86.6604823747681,7.657175479911511,6.63575,2.69622,6.986089644513138,0.0,12.035252979376294,2.054394547142898,1258.7138863000932,6.986089644513138,12.035252979376294,0.0
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_33750M.length_250M,ligra,ligra_BellmanFord,100000000.0,0.3586,0.3928,0.4017,2.26578411405296,23626329.0,596313.0,2.5239342091613133,616095.0,616124.0,591709.0,6.16095,6.16124,5.91709,24415.0,3.9626763443722366,8621314.0,1958899.0,68.0544,77.2784,1521631.0,82869.0,27728.0,25024.0,25024.0,589.0,24435.0,0.0,341.0,23941.0,86.21314,0.27728,0.25024,0.00589,22.721582812086417,17.649641342375418,0.32162150688398544,0.2902573783996268,0.006831905206097354,5.446064124613654,90.24812463935372,2.353740409207161,2.12421,0.0994432,1.3955391855944344,0.0,95.67215473145781,0.09559763943621738,4145.1612903225805,1.3955391855944344,95.67215473145781,0.0
ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M,ligra,ligra_CF,100000002.0,1.037,1.052,1.073,1.9961977186311763,7457152.0,181906.0,2.439349499648123,175730.0,175727.0,170192.0,1.7573,1.75727,1.70192,5535.0,3.149772089661805,7964401.0,498768.0,87.8645,93.7375,406537.0,40724.0,11598.0,10350.0,10350.0,1794.0,8556.0,0.0,1304.0,3721.0,79.64400840711983,0.11597999768040004,0.10349999793000005,0.017939999641200008,6.2624671962147564,5.1044265601392995,0.14562300416566168,0.12995327583329871,0.022525234477771775,10.017292398969834,89.2395240558717,17.333333333333336,15.4682,1.04311,15.240766713417484,0.0,35.95169082125604,1.020901739630222,308.52842809364546,15.240766713417484,35.95169082125604,0.0
