dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,stlb_demand_mpki,stlb_demand_miss_rate,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share
qmm,qmm_srv,19,1.7167833725872605,2.106331052631579,0.11694931052631578,2.106331052631579,0.11694931052631578,0.071785121052631573,0.040570000000000002,0.0045942603921052634,0,0,0.61588871690344538,0.34547684026783981,0.038634442828714907,0,0
parsec,parsec_canneal,6,0.40260633139782015,6.5784233333333333,0.38855533333333336,6.5784233333333333,0.38855533333333336,0.38735999999999998,3.1105411666666665e-05,0.0011642866666666666,0,0,0.99636438933668214,0.00010034557349787024,0.0035352650898200538,0,0
xsbench,xsbench_XL100hash,2,0.33412981219879201,4.6429599999999995,0.54194100000000001,4.6429599999999995,0.54194100000000001,0.53782790000000003,0,0.00411321,0,0,0.97134943413961983,0,0.028650565860380131,0,0
xsbench,xsbench_XL100nuclide,4,0.15495619254153381,36.697674999999997,0.96461249999999998,36.697674999999997,0.96461249999999998,0.96334949999999997,0,0.0012631000000000001,0,0,0.99869056052126326,0,0.0013094394787367249,0,0
xsbench,xsbench_XL100unionized,1,0.51586399999999999,1.0525800000000001,0.101719,1.0525800000000001,0.101719,0.096119399999999994,0,0.0055991699999999997,0,0,0.94495430276083525,0,0.05504569723916472,0,0
xsbench,xsbench_XL64hash,2,0.30049998767054881,5.5159900000000004,0.59441149999999998,5.5159900000000004,0.59441149999999998,0.59077849999999998,0,0.003632985,0,0,0.98745194484880749,0,0.012548055151192521,0,0
xsbench,xsbench_XL64nuclide,1,0.155024,36.740299999999998,0.96590200000000004,36.740299999999998,0.96590200000000004,0.96462599999999998,0,0.0012766399999999999,0,0,0.99867829131591668,0,0.0013217086840833178,0,0
xsbench,xsbench_XL64unionized,1,0.51590199999999997,1.0524500000000001,0.10169599999999999,1.0524500000000001,0.10169599999999999,0.096094899999999997,0,0.0056015400000000003,0,0,0.94491899852724592,0,0.055081001472754049,0,0
xsbench,xsbench_XXL100hash,3,0.26973437115652843,6.6804466666666675,0.7003583333333333,6.6804466666666675,0.7003583333333333,0.69629599999999991,0,0.0040623933333333332,0,0,0.97876060038866808,0,0.021239399611331811,0,0
xsbench,xsbench_XXL100nuclide,7,0.17457671802755914,33.2547,0.84997985714285718,33.2547,0.84997985714285718,0.84791899999999998,0,0.0020611694285714286,0,0,0.99146358669361445,0,0.008536413306385519,0,0
xsbench,xsbench_XXL100unionized,1,0.33520299999999992,8.5994700000000002,0.54486500000000004,8.5994700000000002,0.54486500000000004,0.54140200000000005,4.43522e-06,0.0034582100000000002,0,0,0.99364495718922208,8.1400365371354286e-06,0.0063469027742407381,0,0
xsbench,xsbench_XXL64hash,2,0.25717304618485975,8.9845250000000014,0.76574549999999997,8.9845250000000014,0.76574549999999997,0.76266750000000005,2.217495e-06,0.0030756250000000002,0,0,0.99541443347019432,4.0696018185306412e-06,0.0045814969279871515,0,0
xsbench,xsbench_XXL64nuclide,3,0.19130890451280463,28.558576666666667,0.82552400000000004,28.558576666666667,0.82552400000000004,0.82350766666666664,1.4782233333333332e-06,0.0020148266666666667,0,0,0.99698677586768059,2.7135790207778743e-06,0.0030105105532985698,0,0
