dataset,workload,nopref_ipc,pref_ipc,ipc_speedup,ipc_speedup_pct,nopref_stlb_mpki,pref_stlb_mpki,stlb_mpki_norm,stlb_mpki_change_pct,nopref_stlb_miss_rate,pref_stlb_miss_rate,stlb_miss_rate_norm,stlb_miss_rate_change_pct
spec06,401.bzip2,1.6862679464426762,1.9718611797487167,1.1693640882568654,16.936408825686545,0.011049999226500054,0.011089999223700055,1.0036199095022624,0.36199095022624306,0.0015293228628923993,0.0015099816732612064,0.98735310240859608,-1.2646897591403916
spec06,403.gcc,0.50552699999999995,0.626058,1.2384264341963933,23.84264341963933,0.83439994993600297,0.92235999999999996,1.1054171324803452,10.541713248034522,0.05967126453879204,0.063915802661795626,1.0711320290563682,7.1132029056368173
spec06,410.bwaves,1.1136697800066231,2.3178197029967622,2.0812450374499503,108.12450374499502,0.27882998884680044,0.27864999442700011,0.99935446534806116,-0.064553465193883941,0.3151084340072553,0.31209399220465034,0.99043363656037353,-0.95663634396264685
spec06,429.mcf,0.19141125552903801,0.33808721902506911,1.7662870351622537,76.628703516225372,4.7083998493312045,4.8411998644464038,1.0282049144857701,2.8204914485770116,0.064534511325283164,0.06523883650742221,1.0109139306655461,1.0913930665546134
spec06,433.milc,0.75685065735536294,1.0587294553034421,1.3988617767776323,39.886177677763236,1.2923066494359114,1.2924332730197805,1.0000979826142071,0.0097982614207126062,0.91136300593796871,0.90972013664689544,0.99819734915684621,-0.18026508431537858
spec06,434.zeusmp,1.93902,2.8696499999999996,1.4799486338459633,47.994863384596329,0.034500000000000003,0.035520000000000003,1.0295652173913044,2.9565217391304355,0.0027624265154511723,0.0028335572311550894,1.0257493603200154,2.5749360320015402
spec06,435.gromacs,2.6851608435250207,3.8283523135678097,1.4257441310450631,42.574413104506313,0.021529998062300174,0.021599999136000036,1.0032513274500678,0.32513274500678424,0.047832751993957034,0.043877468107581051,0.91731013329787769,-8.2689866702122305
spec06,436.cactusADM,1.4220999999999999,2.0334099999999999,1.4298642852120105,42.986428521201049,9.85276,9.6965592242752621,0.98414649542618127,-1.5853504573818733,0.37437513963890706,0.36256466784024743,0.96845284168694779,-3.1547158313052215
spec06,437.leslie3d,1.1693087630236023,3.090121988935616,2.6426912092449975,164.26912092449976,0.078573328095111458,0.078629995282200285,1.00072120130918,0.072120130917996406,0.27404203869047616,0.25466931531103576,0.92930747606457043,-7.069252393542957
spec06,450.soplex,0.41099066478449364,0.69969416092747261,1.7024575516681457,70.245755166814575,0.9689199709324009,1.0004199599832015,1.0325104136521079,3.2510413652107939,0.19181824660875349,0.18747973726375758,0.97738218640979946,-2.2617813590200542
spec06,454.calculix,3.3615799999999996,4.1690899999999997,1.2402173977712863,24.021739777128627,0.016519999008800058,0.016599999336000027,1.0048426351089581,0.48426351089581043,0.10779068250032624,0.10404914128118341,0.96528882522725001,-3.4711174772749986
spec06,456.hmmer,3.1613895719445901,3.1876390322619659,1.0083031400338394,0.83031400338393624,0.0081499995110000285,0.0081699995915000198,1.0024539977546008,0.24539977546007563,0.11915204678362573,0.11138377641445125,0.93480371861944367,-6.5196281380556336
spec06,459.GemsFDTD,0.80338823932715875,1.1964144158338188,1.489210766684637,48.921076668463705,1.9833298545558107,2.0043165798129481,1.0105815607065711,1.0581560706571125,0.25504354822324365,0.24884340447756315,0.97568986242203071,-2.4310137577969293
spec06,462.libquantum,0.55668555857683244,1.3247117932591979,2.3796410250803448,137.96410250803447,0.40409997575400147,0.40410996767120261,1.00002472634942,0.0024726349419967875,1,0.99992576829811453,0.99992576829811453,-0.0074231701885474344
spec06,470.lbm,0.66334000000000004,0.92293999999999998,1.3913528507251183,39.135285072511827,0.44512000000000002,0.44507999999999998,0.99991013659237948,-0.0089863407620516256,1,0.99968554871748794,0.99968554871748794,-0.031445128251206267
spec06,471.omnetpp,0.40694399999999997,0.481099,1.1822240898010539,18.222408980105385,4.3267995673200437,4.4524795547520446,1.0290468706665434,2.9046870666543434,0.22350605100739923,0.2194133248179391,0.98168852176031407,-1.831147823968593
spec06,473.astar,0.32264006720337757,0.36351959885266161,1.1267032083263095,12.670320832630955,9.0872895456355227,9.413949623442015,1.0359469208245249,3.5946920824524886,0.32372923320265118,0.32912870979741732,1.0166789898500952,1.6678989850095194
spec06,481.wrf,1.1338399342753904,3.2765270405254845,2.889761545239129,188.9761545239129,0.096731992648368556,0.09681599457830431,1.0008683986304419,0.086839863044185783,0.86130996901378354,0.85729465519073422,0.99533813148865913,-0.4661868511340872
spec06,482.sphinx3,1.1240476383369085,2.3264206808403451,2.0696815699754638,106.96815699754639,0.46039997698000112,0.47811330305282412,1.0384737770601418,3.8473777060141767,0.33015812308023285,0.32311650161745226,0.97867197269876238,-2.1328027301237618
spec06,483.xalancbmk,1.0511371430599408,1.202127535075177,1.1436448069713259,14.364480697132587,1.5511066459852447,1.6317999347280026,1.0520230436453983,5.2023043645398337,0.24737333421225544,0.25431547711815272,1.0280634245724345,2.8063424572434492
spec17,602.gcc_s,0.36106733394716806,1.1950439179562036,3.3097536265384346,230.97536265384346,0.48623497325707649,0.49319498520415045,1.0143140916015396,1.4314091601539625,0.31721184207092717,0.30614784881158558,0.96512112162298236,-3.4878878377017641
spec17,603.bwaves_s,1.0542654589436509,2.2369848417067959,2.1218421060177786,112.18421060177786,0.28325998866960045,0.28328498583575074,1.0000882481365183,0.008824813651830965,0.30542796144141815,0.32715293737224421,1.0711296235888113,7.1129623588811253
spec17,605.mcf_s,0.26931530855922664,0.40236019136128842,1.4940115863217005,49.401158632170052,6.5609931729535003,6.6090530983447788,1.0073250991312408,0.73250991312407976,0.28096761177525231,0.27588395463037063,0.98190660797961249,-1.8093392020387511
spec17,607.cactuBSSN_s,2.1946609950993432,2.4480339320297153,1.1154496924564439,11.544969245644388,0.053713328320089355,0.053759997849600089,1.0008688631103368,0.086886311033684827,0.0012567687612552714,0.001212148906721053,0.96449636885495804,-3.5503631145041958
spec17,619.lbm_s,0.58133625231380648,0.71171294185246736,1.2242707022308379,22.427070223083788,0.60695497268702625,0.60695497268702625,1,0,0.54258053269804096,0.54134892391120149,0.99773009035043114,-0.22699096495688575
spec17,620.omnetpp_s,0.50086426873954581,0.49931704579755737,0.99691089375194974,-0.30891062480502551,4.5738997713050118,4.6727599532724007,1.0216139808282643,2.1613980828264268,0.22831006922328953,0.22463647931896991,0.98390964569886397,-1.6090354301136034
spec17,621.wrf_s,1.0556994028131303,2.1464253803941102,2.0331785493811156,103.31785493811157,0.17294999481150017,0.17336999826630001,1.0024284675767559,0.2428467576755855,0.14242187178325855,0.14059572949696297,0.98717793648243402,-1.2822063517565985
spec17,623.xalancbmk_s,0.90788830104159979,1.1783010456694869,1.2978480329767976,29.784803297679762,1.3409699687107006,1.4327799522406683,1.0684653539394622,6.8465353939462181,0.099074886331004711,0.1028398590884774,1.0380012826347746,3.8001282634774647
spec17,625.x264_s,3.0530299999999997,3.62832,1.1884324752786577,18.843247527865771,0.030539997556800196,0.030679996932000308,1.0045841318402116,0.45841318402115583,0.0085384537961730733,0.008223613672427842,0.96312679891922093,-3.6873201080779072
spec17,627.cam4_s,1.6425099999999999,2.3006199999999999,1.4006733596751313,40.067335967513131,0.018059998194000181,0.018159998547200115,1.0055371186710946,0.55371186710946318,0.057541579047983175,0.05762518245858983,1.0014529217305097,0.14529217305097042
spec17,628.pop2_s,2.1009000000000002,2.9177300000000006,1.3888000380789187,38.880003807891875,0.048840000000000001,0.049639999999999997,1.0163800163800163,1.6380016380016293,0.056060606060606061,0.055001551212161506,0.9811087513520701,-1.8891248647929904
spec17,649.fotonik3d_s,0.76599492649498124,1.81833001271128,2.3738146948721255,137.38146948721254,0.98568498521472525,0.98584995070750248,1.0001673612718585,0.016736127185845717,0.63407675681239228,0.62189321490752192,0.98078538319852782,-1.9214616801472184
spec17,654.roms_s,0.89801512658602878,1.6734147583691985,1.863459432728038,86.345943272803808,0.34929426675259695,0.34975998201234376,1.0013333034752518,0.13333034752518458,0.84730221436739783,0.81910458946410525,0.96672069962150975,-3.3279300378490251
spec17,657.xz_s,1.4426245170521677,1.441051788625239,0.99890981443311222,-0.10901855668877802,0.75862998482740029,0.78132997656010073,1.0299223497445398,2.9922349744539778,0.13329924549917591,0.13280133255147916,0.99626469792959316,-0.37353020704068429
gap,gap.bc.twitter-10B,0.16208299999999998,0.163101,1.0062807327110186,0.62807327110185884,35.619399999999999,35.753700000000002,1.0037704172445354,0.37704172445354178,0.96827895167494415,0.96699938821643183,0.9986785177388201,-0.1321482261179896
gap,gap.bc.web-10B,0.66917899999999997,1.0311600000000001,1.5409329940120657,54.093299401206572,0.81371991862800819,0.83121991687800834,1.0215061691982499,2.150616919824988,0.15518168607423061,0.14860728715986699,0.95763418299747827,-4.2365817002521737
gap,gap.bfs.twitter-10B,0.73005500000000001,1.6757200000000001,2.2953339131983208,129.53339131983208,0.3236399870544005,0.33561996643800335,1.0370163757965702,3.7016375796570244,0.61216614965574634,0.61543257417390984,1.0053358463547852,0.53358463547852342
gap,gap.bfs.web-10B,0.61631199999999997,1.6620200000000001,2.6967185451524553,169.67185451524554,0.17241999999999999,0.17377999999999999,1.0078877160422224,0.78877160422223813,0.71817727424191935,0.70384771162413928,0.9800473182155397,-1.9952681784460302
gap,gap.cc.twitter-10B,0.38382500000000003,0.68130100000000005,1.7750302872402788,77.503028724027871,2.547699898092004,2.5701598971936042,1.0088157946383012,0.88157946383011776,0.71988448844884489,0.71526850120224417,0.99358787788781655,-0.64121221121834493
gap,gap.cc.web-10B,0.53832000000000002,1.0551200000000001,1.9600237776787042,96.002377767870414,0.98377998032440039,0.98539990146000989,1.0016466294984732,0.16466294984731622,0.91928309785452644,0.91276237055151077,0.99290672555795478,-0.70932744420452165
gap,gap.pr.twitter-10B,0.033393800000000008,0.031884200000000001,0.95479400367732914,-4.5205996322670856,121.26523029878157,122.24793022016559,1.0081037237051607,0.81037237051606592,0.79972939898771267,0.80051215305971701,1.0009787736614348,0.097877366143483968
gap,gap.pr.web-10B,0.324762,0.78185700000000002,2.4074768599774607,140.74768599774609,0.44053999999999999,0.44256000000000001,1.0045852816997323,0.45852816997322687,0.67700393410376203,0.66201944652206435,0.97786646897180207,-2.2133531028197928
gap,gap.tc.twitter-10B,0.27386500000000003,0.96288799999999997,3.5159220783962897,251.59220783962897,0.21071999157120033,0.21075999156960035,1.0001898253606682,0.018982536066824984,0.69978746014877791,0.6993164775366647,0.99932696334396576,-0.067303665603424268
gap,gap.tc.web-10B,0.66502300000000003,1.08138,1.6260790980161588,62.607909801615882,0.031660000000000001,0.031660000000000001,1,0,0.2917972350230415,0.29104614818900532,0.99742599742599725,-0.25740025740027539
ligra,ligra_BC,0.98205017829798913,1.5384857315121385,1.5666060304357554,56.660603043575541,0.16472499217556288,0.16480499505585014,1.0004856754232048,0.048567542320476775,0.84611038343991574,0.84342374616171956,0.996824720118345,-0.31752798816550021
