dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share
spec06,429.mcf,4,0.19940858265226424,5.825285,0.218130925,0.20006317500000001,0,0.018067501499999999,0,0,0.9513307626452453,0,0.048669237354754674,0,0
spec06,433.milc,3,1.0345648635835594,1.2923799999999999,0.91055866666666663,0.84565699999999999,4.87842e-05,0.064852933333333335,0,0,0.92730182387391691,5.6407560551933169e-05,0.072641768565531242,0,0
spec06,436.cactusADM,1,1.77302,9.2864599999999999,0.33881499999999998,0.33817599999999998,0,0.00063921400000000004,0,0,0.99811338227914614,0,0.0018866177208538022,0,0
spec06,450.soplex,1,0.56720599999999999,1.1193200000000001,0.21013899999999999,0.17000499999999999,3.37929e-05,0.040100900000000002,0,0,0.80900904120358785,0.00016081192152378229,0.19083014687488833,0,0
spec06,459.GemsFDTD,4,0.94574736099723311,2.8953100000000003,0.34049924999999998,0.21770265,3.7090825000000002e-06,0.12279320000000001,0,0,0.57785873619182648,1.4863847800940952e-05,0.4221263999603726,0,0
spec06,471.omnetpp,1,0.43821900000000003,4.4668599999999996,0.21588299999999999,0.20001099999999999,0.00028707899999999998,0.0155844,0,0,0.9264807941148816,0.0013297931880560394,0.072189412697062361,0,0
spec06,473.astar,2,0.32833494797690965,9.4373499999999986,0.29481835000000001,0.28026079999999998,3.3723549999999999e-06,0.0145540255,0,0,0.9675847369962649,3.6688832836505386e-05,0.032378574170898629,0,0
spec06,483.xalancbmk,2,0.6733129043468572,2.4095800000000001,0.490035,0.41807100000000003,0.0071147799999999994,0.064849094999999995,0,0,0.90142589418685382,0.013150627616473308,0.085423478196672883,0,0
spec17,602.gcc_s,1,0.44226500000000002,1.3147,0.964974,0.87460499999999997,0,0.090368599999999993,0,0,0.90635125884232148,0,0.093648741157678558,0,0
spec17,605.mcf_s,5,0.3012895034699552,11.599540000000001,0.54633628000000001,0.48956232,0,0.056774132600000006,0,0,0.88176512309167376,0,0.11823487690832613,0,0
spec17,620.omnetpp_s,2,0.47455247590124316,4.69062,0.210617,0.20323249999999998,0.00089159500000000002,0.00649294,0,0,0.96497382925454622,0.0042580312169689201,0.030768139528484884,0,0
spec17,623.xalancbmk_s,3,0.88001053049962907,2.9373999999999998,0.27262136666666664,0.23891870000000001,0.0028500006666666669,0.03085245,0,0,0.92364558820853115,0.014020882306983907,0.062333529484485027,0,0
spec17,649.fotonik3d_s,1,0.91350799999999999,3.3957000000000002,0.691631,0.39094899999999999,0,0.300682,0,0,0.5652560591336101,0,0.43474394086638984,0,0
gap,gap.bc.twitter-10B,1,0.16733600000000004,35.754800000000003,0.96699400000000002,0.89713100000000001,0,0.069862999999999995,0,0,0.92775235772539633,0,0.072247642274603688,0,0
gap,gap.cc.twitter-10B,1,0.531165,2.5708600000000001,0.715364,0.70938699999999999,0,0.0059769899999999997,0,0,0.991644819243366,0,0.0083551807566339675,0,0
gap,gap.pr.twitter-10B,1,0.032385400000000002,122.20999999999999,0.80048600000000003,0.792041,0,0.0084455699999999995,0,0,0.98944944459391437,0,0.010550555406085672,0,0
ligra,ligra_BellmanFord,1,0.47315200000000002,6.7920999999999996,0.33796799999999999,0.32667499999999999,0,0.011293299999999999,0,0,0.96658470870570223,0,0.033415291294297787,0,0
ligra,ligra_CF,1,1.2135800000000001,1.35114,0.458511,0.44121100000000002,0,0.017300099999999999,0,0,0.96226889885578104,0,0.037731101144218959,0,0
ligra,ligra_Components,1,0.43010999999999999,1.11608,1,1,0,0,0,0,1,0,0,0,0
ligra,ligra_PageRank,3,0.52393723995600694,28.707899999999999,0.52646066666666669,0.52061733333333338,1.8854766666666666e-07,0.0058428733333333342,0,0,0.98933978352763152,2.5175644175501429e-07,0.010659964715926654,0,0
ligra,ligra_PageRankDelta,2,0.62214981151166482,5.5531000000000006,0.46287,0.45350299999999999,0,0.0093671199999999996,0,0,0.97987303159171324,0,0.020126968408286715,0,0
ligra,ligra_Radii,2,0.27100329928618949,10.991309999999999,0.43779115000000002,0.43020229999999998,1.679655e-06,0.0075871649999999999,0,0,0.96526480209879906,2.1189807702495099e-06,0.034733078920430753,0,0
qmm,fp,3,0.60023184643340022,2.0021400000000003,0.25781100000000001,0.23122500000000001,0.00026120499999999998,0.026324133333333333,0,0,0.89073887771532334,0.0010910027742409274,0.10817011951043576,0,0
qmm,int,8,0.43918247397886145,6.725015,0.647756,0.55177587500000003,0.00047451732000000001,0.095505943250000003,0,0,0.86343740194686214,0.00077958749837417395,0.13578301055476372,0,0
qmm,srv,19,1.6941331941972777,2.0132399999999997,0.11868624736842105,0.071676400000000001,0.041561663157894738,0.0054482273684210523,0,0,0.60453771129637046,0.34944774027156988,0.046014548432059654,0,0
parsec,canneal,6,0.40761241091845496,6.6495966666666666,0.38567599999999996,0.3711781666666667,2.9724450000000003e-05,0.014468196666666667,0,0,0.95803490303519256,9.9626635962789156e-05,0.041865470328844571,0,0
spec06,gmean_spec06,18,0.56087309009915731,4.29589,0.40559668888888889,0.35071610555555555,0.00081768697444444449,0.054062908944444446,0,0,0.85390488594077174,0.0015607731156143895,0.14453434094361389,0,0
spec17,gmean_spec17,12,0.48114825949882523,6.7417949999999998,0.4689487083333333,0.40304889166666663,0.00086109933333333331,0.065038707749999994,0,0,0.88177644638074881,0.0042148924462407965,0.11400866117301033,0,0
gap,gmean_gap,3,0.14225123091948905,53.511886666666669,0.82761466666666672,0.79951966666666674,0,0.028095186666666664,0,0,0.96961554052089216,0,0.030384459479107773,0,0
ligra,gmean_ligra,10,0.50167510918747504,12.847183999999999,0.51771833,0.50971485999999999,3.9249530000000005e-07,0.0080030589999999999,0,0,0.97871486255254025,4.9932308657640626e-07,0.021284638124373166,0,0
qmm,gmean_qmm,30,1.0654604987952088,3.2686033333333331,0.27368399000000004,0.21565778666666666,0.026475045118666666,0.031551208866666666,0,0,0.70219774544506353,0.22163389244898479,0.076168362105951681,0,0
parsec,gmean_parsec,6,0.40761241091845496,6.6495966666666666,0.38567599999999996,0.3711781666666667,2.9724450000000003e-05,0.014468196666666667,0,0,0.95803490303519256,9.9626635962789156e-05,0.041865470328844571,0,0
all,gmean_all,79,0.63868980124602992,7.4074777215189878,0.39383199873417724,0.34610109873417721,0.01037323016143038,0.037357701898734177,0,0,0.82862964977410147,0.085168255088001715,0.086202095137896798,0,0
