Metric,Permit PGC,Discard PGC,No L1D Prefetch,Permit vs Discard Δ%,Permit vs No L1D Prefetch Δ%
CPU 0 cumulative IPC,1.512,1.12,0.9166,35%,64.957451451%
Core_0_L1D_demand_MPKI,12.1309,31.2777,59.442,-61.2154985821%,-79.5920392988%
Core_0_L2C_demand_MPKI,1.27683,7.27885,17.4708,-82.4583553721%,-92.6916340408%
Core_0_LLC_demand_MPKI,1.0206,6.96333,17.421,-85.343219408%,-94.1415532977%
Core_0_L1D_prefetch_requested,53457217,24095309,0,121.85736236%,
Core_0_L1D_prefetch_issued,9143799,9580168,0,-4.55492012249%,
Core_0_L1D_prefetch_useful,1497473,1068073,0,40.2032445348%,
Core_0_L1D_prefetch_useless,38539,68846,0,-44.0214391541%,
Core_0_L1D_prefetch_late,87249,219124,0,-60.1828188606%,
Core_0_L1D_prefetch_accuracy,0.163769,0.111488,0,46.8938361079%,
Core_0_L1D_prefetch_coverage,0.552459,0.254555,0,117.029325686%,
Core_0_vBerti_Requested,53457217,24095309,0,121.85736236%,
Core_0_vBerti_Cross_page_prefetch_in_Requested,30698920,0,0,,
Core_0_vBerti_Same_page_prefetch_in_Requested,22758297,24095309,0,-5.54884770309%,
Core_0_vBerti_Cross_page_prefetch_of_Requested,0.574271,0,0,,
Core_0_vBerti_Issued,9143799,9580168,0,-4.55492012249%,
Core_0_vBerti_Cross_page_prefetch_of_Issued,0.498668,0,0,,
Core_0_vBerti_PQ_Drop_Rate,0.828951,0.602405,0,37.6069255733%,
Core_0_vBerti_Cross_page_PQ_Drop_rate,0.85147,0,0,,
Core_0_DTLB_demand_mpki,0.01523,14.6205,15.5261,-99.8958311959%,-99.9019071113%
Core_0_DTLB_vberti_same_page_prefetch_mpki,1e-05,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch,4089514,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_hit,3737715,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_miss,351799,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,154699,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.0860246,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_mpki,3.51799,0,0,,
Core_0_DTLB_cross_page_prefetch_issued,4089514,0,0,,
Core_0_DTLB_cross_page_prefetch_lookups,4089514,0,0,,
Core_0_DTLB_cross_page_prefetch_useful,196062,0,0,,
Core_0_DTLB_cross_page_prefetch_useless,1038,0,0,,
Core_0_DTLB_cross_page_prefetch_late,63,0,0,,
Core_0_DTLB_cross_page_prefetch_accuracy,0.0479426,0,0,,
Core_0_DTLB_cross_page_prefetch_coverage,0.992292,0,0,,
Core_0_STLB_demand_access,268,196199,196199,-99.8634039929%,-99.8634039929%
Core_0_STLB_demand_hit,116,17,17,582.352941176%,582.352941176%
Core_0_STLB_demand_miss,152,196182,196182,-99.9225209244%,-99.9225209244%
Core_0_STLB_demand_mshr_merge,0,0,0,,
Core_0_STLB_demand_miss_rate,0.567164,0.999913,0.999913,-43.2786652439%,-43.2786652439%
Core_0_STLB_demand_mpki,0.00152,1.96182,1.96182,-99.9225209244%,-99.9225209244%
Core_0_STLB_vberti_prefetch_access,197100,0,0,,
Core_0_STLB_vberti_prefetch_hit,635,0,0,,
Core_0_STLB_vberti_prefetch_miss,196465,0,0,,
Core_0_STLB_vberti_prefetch_mshr_merge,0,0,0,,
Core_0_STLB_vberti_prefetch_miss_rate,0.996778,0,0,,
Core_0_STLB_vberti_prefetch_mpki,1.96465,0,0,,
Core_0_STLB_vberti_same_page_prefetch_mpki,0,0,0,,
Core_0_STLB_vberti_cross_page_prefetch,197099,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_hit,634,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_miss,196465,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_mshr_merge,0,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_miss_rate,0.996783,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_mpki,1.96465,0,0,,
Core_0_STLB_cross_page_prefetch_issued,197099,0,0,,
Core_0_STLB_cross_page_prefetch_lookups,197099,0,0,,
Core_0_STLB_cross_page_prefetch_useful,51,0,0,,
Core_0_STLB_cross_page_prefetch_useless,196414,0,0,,
Core_0_STLB_cross_page_prefetch_late,0,0,0,,
Core_0_STLB_cross_page_prefetch_too_early,13,0,0,,
Core_0_STLB_cross_page_prefetch_too_early_among_useless,6.61867e-05,0,0,,
Core_0_STLB_cross_page_prefetch_pollution_evict,15,0,0,,
Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,7.63491e-05,0,0,,
Core_0_STLB_cross_page_prefetch_accuracy,0.000258753,0,0,,
Core_0_STLB_cross_page_prefetch_coverage,0.251232,0,0,,
DRAM_read_traffic_MPKI,20.528,23.3504,20.3087,-12.0871591065%,1.07983278102%
cache_demand.count,102052,696314,1742097,-85.3439683821%,-94.1420024258%
cache_prefetch.count,1925883,1613980,263920,19.3250845735%,629.722264323%
stlb_demand.count,139,24744,24850,-99.438247656%,-99.4406438632%
stlb_prefetch.count,24722,0,0,,
stlb_miss_touch_dram.count,25117,24597,24664,2.11407895272%,1.83668504703%
stlb_miss_touch_dram.share,12.77,12.54,12.57,1.8341307815%,1.59108989658%
