dataset,workload,baseline_ipc,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
spec06,429.mcf,0.19940858265226424,0.20974935518400248,1.0518572089235039,0.19925905116957549,0.99925012514155664,0.20956693332912796,1.0509423944634229
spec06,433.milc,1.0345648635835594,1.1826649753296143,1.1431520796415422,1.0323812065953146,0.99788929910041513,1.191893157721422,1.1520719480003445
spec06,436.cactusADM,1.77302,1.88541,1.063389019864412,1.77094,0.9988268603851056,1.88602,1.0637330656168571
spec06,450.soplex,0.56720599999999999,0.57920400000000005,1.021152808679739,0.56429499999999999,0.99486782579873978,0.58036900000000002,1.0232067361769799
spec06,459.GemsFDTD,0.94574736099723311,1.0084913304921004,1.0663432667987649,0.94152309516547983,0.99553340986614114,1.0320932461878898,1.0912991024364163
spec06,471.omnetpp,0.43821900000000003,0.473381,1.0802384196029837,0.43852600000000003,1.0007005629605288,0.478738,1.0924629009696065
spec06,473.astar,0.32833494797690965,0.34263551037217377,1.0435547981820985,0.32807081644059721,0.99919554242416186,0.34347897699859303,1.0461237194364956
spec06,483.xalancbmk,0.6733129043468572,0.74632401172011076,1.1084356276285503,0.67459345979634278,1.0019018727269571,0.74880687523553091,1.1121231605710962
spec17,602.gcc_s,0.44226500000000002,0.46435599999999999,1.049949690796242,0.44323699999999999,1.0021977773506834,0.46679799999999999,1.0554712672266626
spec17,605.mcf_s,0.3012895034699552,0.34048048880988474,1.1300774998417351,0.30117870208581282,0.99963224280014318,0.34072645037353977,1.1308938627114078
spec17,620.omnetpp_s,0.47455247590124316,0.54724793865669341,1.153187405918368,0.47404361259909411,0.99892769856235042,0.54860794582561412,1.1560532790050857
spec17,623.xalancbmk_s,0.88001053049962907,0.92067779623716306,1.0462122489766628,0.8831414342777778,1.0035578026280789,0.92461385523625872,1.0506849897708679
spec17,649.fotonik3d_s,0.91350799999999999,0.97827200000000003,1.0708959308511803,0.93654899999999996,1.0252225486804714,1.02156,1.1182824890422416
gap,gap.bc.twitter-10B,0.16733600000000004,0.18079700000000001,1.080442941148348,0.167157,0.9989302959315387,0.18112400000000001,1.0823970932734137
gap,gap.cc.twitter-10B,0.531165,0.58964399999999995,1.1100957329643331,0.53139700000000001,1.0004367757664756,0.58956600000000003,1.1099488859393973
gap,gap.pr.twitter-10B,0.032385400000000002,0.036758099999999995,1.1350207192129784,0.032359399999999997,0.99919716909471534,0.036805300000000006,1.1364781660871877
ligra,ligra_BellmanFord,0.47315200000000002,0.494309,1.0447150175842013,0.473551,1.000843280806168,0.49640899999999999,1.0491533376166644
ligra,ligra_CF,1.2135800000000001,1.69015,1.392697638392195,1.21353,0.99995879958469969,1.69353,1.3954827864664874
ligra,ligra_Components,0.43010999999999999,0.43414399999999997,1.0093789960707726,0.43010999999999999,1,0.43751000000000001,1.0172049010718189
ligra,ligra_PageRank,0.52393723995600694,0.5433621551574912,1.0370748893571973,0.52371456255624182,0.99957499222658075,0.54208611827323749,1.0346394127639305
ligra,ligra_PageRankDelta,0.62214981151166482,0.63932012488423984,1.0275983582328114,0.62256213785934655,1.0006627444709497,0.64068818404431338,1.0297972806382518
ligra,ligra_Radii,0.27100329928618949,0.27949242286688203,1.0313247979011788,0.27194827074096273,1.0034869370862356,0.27981783324155735,1.0325255595728353
spec06,gmean_spec06,0.56087309009915731,0.60325711666396675,1.0755679445368227,0.55991810993590929,0.99829733289026368,0.60788355686060958,1.0838165845202901
spec17,gmean_spec17,0.48114825949882523,0.52950726838721196,1.1005075004090392,0.48250438543290197,1.0028185198788608,0.53260138406549118,1.1069381911934186
gap,gmean_gap,0.14225123091948905,0.15765632038976141,1.1082949466988534,0.14218312076636899,0.99952119814584517,0.15781184511680302,1.1093882569362155
ligra,gmean_ligra,0.50167510918747504,0.53321241897858462,1.0628640114160501,0.50206723232377481,1.0007816276492865,0.53393324048797575,1.0643008407428201
