dataset,workload,trace_tag,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
qmm,qmm_srv,srv_1_new,100000000,100756175,0.992495,4578741,4415073,163668,1.63668,0.0357452,100961,0.0220499,62707,0.0136952,0,0,0,0,0,0
qmm,qmm_srv,srv_2_new,100000000,55164832,1.81275,1647018,1480092,166926,1.66926,0.10135,109138,0.066264,57788,0.0350864,0,0,0,0,0,0
qmm,qmm_srv,srv_3_new,100000000,54705722,1.82796,1525099,1359638,165461,1.65461,0.108492,108254,0.0709816,57207,0.0375104,0,0,0,0,0,0
qmm,qmm_srv,srv_4_new,100000005,52812934,1.89348,1651051,1492777,158274,1.58274,0.0958626,104057,0.0630247,54217,0.0328379,0,0,0,0,0,0
qmm,qmm_srv,srv_5_new,100000002,52123273,1.91853,1664366,1504565,159801,1.59801,0.0960131,104097,0.0625445,55704,0.0334686,0,0,0,0,0,0
qmm,qmm_srv,srv_60_new,100000003,64072942,1.56072,1667936,1414662,253274,2.53274,0.151849,162461,0.0974024,90813,0.0544463,0,0,0,0,0,0
qmm,qmm_srv,srv_61_new,100000003,62063480,1.61125,1621477,1392578,228899,2.28899,0.141167,141799,0.0874505,87100,0.0537165,0,0,0,0,0,0
qmm,qmm_srv,srv_62_new,100000000,55228700,1.81065,1620679,1449809,170870,1.7087,0.105431,111590,0.0688539,59280,0.0365773,0,0,0,0,0,0
qmm,qmm_srv,srv_63_new,100000003,55201221,1.81155,1650500,1472895,177605,1.77605,0.107607,116054,0.0703145,61551,0.0372923,0,0,0,0,0,0
qmm,qmm_srv,srv_64_new,100000004,51814276,1.92997,1632548,1472357,160191,1.60191,0.0981233,104306,0.0638915,55885,0.0342318,0,0,0,0,0,0
qmm,qmm_srv,srv_65_new,100000000,51583726,1.9386,1543305,1386436,156869,1.56869,0.101645,102181,0.0662092,54688,0.0354356,0,0,0,0,0,0
qmm,qmm_srv,srv_66_new,100000004,54993159,1.81841,1629469,1458206,171263,1.71263,0.105104,109063,0.0669316,62200,0.0381719,0,0,0,0,0,0
qmm,qmm_srv,srv_67_new,100000004,53922263,1.85452,1640612,1477211,163401,1.63401,0.0995976,104389,0.0636281,59012,0.0359695,0,0,0,0,0,0
qmm,qmm_srv,srv_68_new,100000002,57487359,1.73951,1538971,1348810,190161,1.90161,0.123564,122887,0.0798501,67274,0.0437136,0,0,0,0,0,0
qmm,qmm_srv,srv_69_new,100000001,66367737,1.50676,1599123,1372360,226763,2.26763,0.141805,142350,0.0890175,84413,0.0527871,0,0,0,0,0,0
qmm,qmm_srv,srv_6_new,100000003,53148386,1.88152,1613345,1441377,171968,1.71968,0.106591,110558,0.0685272,61410,0.0380638,0,0,0,0,0,0
qmm,qmm_srv,srv_7_new,100000004,58808407,1.70044,1563836,1351030,212806,2.12806,0.136079,132099,0.0844711,80707,0.0516084,0,0,0,0,0,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,100000002,200825309,0.497945,866834,565894,300940,3.0094,0.347171,300896,0.347121,44,5.07594e-05,0,0,0,0,0,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,100000004,254246931,0.393318,1218455,743300,475155,4.75155,0.389965,475123,0.389939,32,2.62628e-05,0,0,0,0,0,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M,100000001,264522092,0.37804,1323963,804064,519899,5.19899,0.392684,519869,0.392661,30,2.26592e-05,0,0,0,0,0,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M,100000002,335019677,0.29849,2500562,1273543,1227019,12.2702,0.490697,1227012,0.490694,7,2.79937e-06,0,0,0,0,0,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_5000M.length_15M,100000002,341294739,0.293002,2779572,1527064,1252508,12.5251,0.450612,1252508,0.450612,0,0,0,0,0,0,0,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M,100000001,153405288,0.651868,639732,475383,164349,1.64349,0.256903,164295,0.256818,54,8.44103e-05,0,0,0,0,0,0
xsbench,xsbench_XL100hash,xs.XL100hash-194B,100000002,463054481,0.215957,836257,14608,821649,8.21649,0.982532,821649,0.982532,0,0,0,0,0,0,0,0
xsbench,xsbench_XL100hash,xs.XL100hash-28B,100000004,203807849,0.490658,1033268,930368,102900,1.029,0.0995869,102900,0.0995869,0,0,0,0,0,0,0,0
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-185B,100000001,645364504,0.154951,3795684,146430,3649254,36.4925,0.961422,3649254,0.961422,0,0,0,0,0,0,0,0
