Metric,Permit PGC,Discard PGC,No L1D Prefetch,Permit vs Discard Δ%,Permit vs No L1D Prefetch Δ%
CPU 0 cumulative IPC,0.2994,0.286,0.2289,4.68531468531%,30.7994757536%
Core_0_L1D_demand_MPKI,67.6414,69.5826,102.322,-2.78977790425%,-33.8935908211%
Core_0_L2C_demand_MPKI,39.684,40.4549,49.7393,-1.90557880504%,-20.2160062566%
Core_0_LLC_demand_MPKI,24.4457,25.1011,32.9484,-2.6110409504%,-25.8061089461%
Core_0_L1D_prefetch_requested,302171898,257255687,0,17.4597543494%,
Core_0_L1D_prefetch_issued,50159452,47741050,0,5.06566571116%,
Core_0_L1D_prefetch_useful,959553,912701,0,5.13333501333%,
Core_0_L1D_prefetch_useless,278660,248598,0,12.0926153871%,
Core_0_L1D_prefetch_late,11274,10789,0,4.4953193067%,
Core_0_L1D_prefetch_accuracy,0.0191301,0.0191177,0,0.0648613588455%,
Core_0_L1D_prefetch_coverage,0.124235,0.115958,0,7.13792925025%,
Core_0_vBerti_Requested,302171898,257255687,0,17.4597543494%,
Core_0_vBerti_Cross_page_prefetch_in_Requested,39171143,0,0,,
Core_0_vBerti_Same_page_prefetch_in_Requested,263000755,257255687,0,2.23321321561%,
Core_0_vBerti_Cross_page_prefetch_of_Requested,0.129632,0,0,,
Core_0_vBerti_Issued,50159452,47741050,0,5.06566571116%,
Core_0_vBerti_Cross_page_prefetch_of_Issued,0.0528077,0,0,,
Core_0_vBerti_PQ_Drop_Rate,0.834004,0.814422,0,2.40440459614%,
Core_0_vBerti_Cross_page_PQ_Drop_rate,0.932379,0,0,,
Core_0_DTLB_demand_mpki,39.1805,41.0918,41.3046,-4.65129295869%,-5.14252649826%
Core_0_DTLB_vberti_same_page_prefetch_mpki,0.00181,0.00098,0,84.693877551%,
Core_0_DTLB_vberti_cross_page_prefetch,1948322,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_hit,1821440,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_miss,126882,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,78387,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.0651237,0,0,,
Core_0_DTLB_vberti_cross_page_prefetch_mpki,1.26882,0,0,,
Core_0_DTLB_cross_page_prefetch_issued,1948322,0,0,,
Core_0_DTLB_cross_page_prefetch_lookups,1948322,0,0,,
Core_0_DTLB_cross_page_prefetch_useful,44954,0,0,,
Core_0_DTLB_cross_page_prefetch_useless,3541,0,0,,
Core_0_DTLB_cross_page_prefetch_late,72,0,0,,
Core_0_DTLB_cross_page_prefetch_accuracy,0.0230732,0,0,,
Core_0_DTLB_cross_page_prefetch_coverage,0.0113434,0,0,,
Core_0_STLB_demand_access,3893190,3935810,3938030,-1.0828774763%,-1.13864038618%
Core_0_STLB_demand_hit,3269397,3268445,3270444,0.0291270007603%,-0.0320140017686%
Core_0_STLB_demand_miss,623793,667365,667586,-6.52896091344%,-6.55990389253%
Core_0_STLB_demand_mshr_merge,0,0,0,,
Core_0_STLB_demand_miss_rate,0.160227,0.169562,0.169523,-5.50536087095%,-5.48362169145%
Core_0_STLB_demand_mpki,6.23793,6.67365,6.67586,-6.52896091344%,-6.55990389253%
Core_0_STLB_vberti_prefetch_access,48566,33,0,147069.69697%,
Core_0_STLB_vberti_prefetch_hit,4361,31,0,13967.7419355%,
Core_0_STLB_vberti_prefetch_miss,44205,2,0,2210150%,
Core_0_STLB_vberti_prefetch_mshr_merge,0,0,0,,
Core_0_STLB_vberti_prefetch_miss_rate,0.910205,0.0606061,0,1401.83727381%,
Core_0_STLB_vberti_prefetch_mpki,0.44205,2e-05,0,2210150%,
Core_0_STLB_vberti_same_page_prefetch_mpki,6e-05,2e-05,0,200%,
Core_0_STLB_vberti_cross_page_prefetch,48495,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_hit,4296,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_miss,44199,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_mshr_merge,0,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_miss_rate,0.911414,0,0,,
Core_0_STLB_vberti_cross_page_prefetch_mpki,0.44199,0,0,,
Core_0_STLB_cross_page_prefetch_issued,48495,0,0,,
Core_0_STLB_cross_page_prefetch_lookups,48495,0,0,,
Core_0_STLB_cross_page_prefetch_useful,3292,0,0,,
Core_0_STLB_cross_page_prefetch_useless,40907,0,0,,
Core_0_STLB_cross_page_prefetch_late,0,0,0,,
Core_0_STLB_cross_page_prefetch_too_early,202,0,0,,
Core_0_STLB_cross_page_prefetch_too_early_among_useless,0.00493803,0,0,,
Core_0_STLB_cross_page_prefetch_pollution_evict,37322,0,0,,
Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,0.844408,0,0,,
Core_0_STLB_cross_page_prefetch_accuracy,0.0678833,0,0,,
Core_0_STLB_cross_page_prefetch_coverage,0.00524969,0,0,,
DRAM_read_traffic_MPKI,50.0443,49.0843,42.0117,1.95581886673%,19.1199118341%
cache_demand.count,2444570,2510110,3294844,-2.6110409504%,-25.8061990188%
cache_prefetch.count,2548086,2386765,894333,6.75898129895%,184.914679431%
stlb_demand.count,6018,11550,11989,-47.8961038961%,-49.8039869881%
stlb_prefetch.count,5752,1,0,575100%,
stlb_miss_touch_dram.count,11669,11429,11877,2.09992125295%,-1.75128399427%
stlb_miss_touch_dram.share,1.75,1.71,1.78,2.33918128655%,-1.68539325843%
