dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,llc_mpki,llc_miss_rate,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share
ligra,ligra_CF,4,1.6288882877562245,0,0,8.7849848682252265,0.70253324243435977,0,0,0,0,0,0,0,0,0,0
ligra,ligra_Components,9,1.4023593253697637,0,0,24.689589958930245,0.69698964243879968,0,0,0,0,0,0,0,0,0,0
ligra,ligra_Components-Shortcut,7,1.7265486955581912,0,0,12.581196999072034,0.51806386085444045,0,0,0,0,0,0,0,0,0,0
ligra,ligra_MIS,7,1.5782602506056378,0,0,16.410376767762816,0.9100261712663642,0,0,0,0,0,0,0,0,0,0
ligra,ligra_PageRank,8,1.1079696371776862,0,0,40.34244628972661,0.764467592894161,0,0,0,0,0,0,0,0,0,0
ligra,ligra_PageRankDelta,10,1.4930194932035912,0,0,17.167207175974056,0.830313168451558,0,0,0,0,0,0,0,0,0,0
ligra,ligra_Radii,9,1.0425982409047232,0,0,22.822195251259618,0.65756153105602078,0,0,0,0,0,0,0,0,0,0
ligra,ligra_Triangle,8,1.6791830789442177,0,0,8.6357697193374836,0.53160284897715593,0,0,0,0,0,0,0,0,0,0
spec06,gmean_spec06,54,1.5729877070303901,0,0,22.38883048642235,0.70871291191479013,0,0,0,0,0,0,0,0,0,0
spec17,gmean_spec17,50,1.2229416458947235,0,0,27.254040022625471,0.62006471414573017,0,0,0,0,0,0,0,0,0,0
gap,gmean_gap,10,0.6733350751592353,0,0,63.998884336029008,0.9163417796698019,0,0,0,0,0,0,0,0,0,0
ligra,gmean_ligra,100,1.4321966992934423,0,0,17.874179870924277,0.71382705145909464,0,0,0,0,0,0,0,0,0,0
