dataset,workload,trace_tag,discard_pgc_ipc,pref_ipc,pref_speedup,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
qmm,int,compute_int_37_new,0.37493399999999999,0.37514799999999998,1.0005707671216801,0.39907599999999999,1.0643899993065447,0.37520900000000001,1.0007334624227198,0.39965299999999998,1.0659289368262148
qmm,int,compute_int_38_new,0.65955900000000001,0.65713900000000003,0.99633088169519335,0.729653,1.1062740406847607,0.65735600000000005,0.99665988941095496,0.73042799999999997,1.1074490682410518
qmm,int,compute_int_45_new,0.19056999999999999,0.19062200000000001,1.0002728656136854,0.19192100000000001,1.0070892585401692,0.190473,0.99949100068216412,0.191472,1.0047331689143097
qmm,srv,srv_0_new,1.6139699999999999,1.61456,1.0003655582197934,1.74516,1.0812840387367797,1.6152,1.000762095949739,1.74394,1.080528138689071
qmm,srv,srv_10_new,1.68242,1.6819599999999999,0.99972658432496042,1.80857,1.0749812769700788,1.6826099999999999,1.0001129325614293,1.8093300000000001,1.0754330072157963
qmm,srv,srv_1_new,0.99631499999999995,1.01037,1.014106984236913,1.0422,1.0460547116122914,1.0110300000000001,1.0147694253323498,1.0410200000000001,1.0448703472295409
qmm,srv,srv_2_new,1.81189,1.8134600000000001,1.0008664985181219,1.95482,1.0788844797421477,1.81131,0.99967989226719056,1.9575899999999999,1.0804132701212545
qmm,srv,srv_3_new,1.82765,1.8284,1.0004103630344978,1.95689,1.07071375810467,1.82769,1.0000218860285066,1.9598199999999999,1.0723169096927747
qmm,srv,srv_4_new,1.89524,1.8939699999999999,0.99932990017095458,2.02929,1.0707298284122329,1.89486,0.99979949768894705,2.0293399999999999,1.0707562102952659
qmm,srv,srv_5_new,1.91951,1.91967,1.0000833546061234,2.0568599999999999,1.0715547196940884,1.91927,0.99987496809081489,2.05938,1.0728675547405326
qmm,srv,srv_60_new,1.5608299999999999,1.5604100000000001,0.99973091239917233,1.68445,1.0792014505103054,1.56002,0.9994810453412607,1.68573,1.0800215270080662
qmm,srv,srv_61_new,1.6100000000000001,1.6081099999999999,0.99882608695652164,1.7311099999999999,1.0752236024844719,1.6106499999999999,1.0004037267080743,1.7322599999999999,1.0759378881987576
qmm,srv,srv_62_new,1.8109200000000001,1.8115699999999999,1.0003589335807213,1.9475499999999999,1.0754478386676385,1.81145,1.0002926689196652,1.9501200000000001,1.0768670068252602
qmm,srv,srv_63_new,1.8121400000000001,1.81125,0.99950886796825844,1.9500200000000001,1.0760868365578817,1.8108,0.99926054278367005,1.94916,1.0756122595384463
qmm,srv,srv_64_new,1.92957,1.9305699999999999,1.0005182501800918,2.06488,1.0701244318682401,1.9303300000000001,1.00039387013687,2.0631200000000001,1.0692123115512784
qmm,srv,srv_65_new,1.9387799999999999,1.9371799999999999,0.99917473875323659,2.0680900000000002,1.0666965823868619,1.9386300000000001,0.99992263175811602,2.06989,1.0676250012894708
qmm,srv,srv_66_new,1.8192600000000001,1.8188500000000001,0.99977463364225017,1.95329,1.0736728120224706,1.81864,0.99965920209315873,1.9555499999999999,1.0749150753603112
