dataset,workload,trace_tag,baseline_ipc,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
qmm,int,compute_int_38_new,0.65713900000000003,0.729653,1.1103480389993592,0.65735600000000005,1.0003302193295482,0.73042799999999997,1.1115273937477459
qmm,int,compute_int_45_new,0.19062200000000001,0.19192100000000001,1.0068145334746252,0.190473,0.99921834835433465,0.191472,1.0044590865692311
qmm,srv,srv_0_new,1.61456,1.74516,1.0808889109107125,1.6152,1.0003963928252899,1.74394,1.0801332870875038
qmm,srv,srv_10_new,1.6819599999999999,1.80857,1.0752752740849962,1.6826099999999999,1.0003864538990226,1.8093300000000001,1.0757271278746225
qmm,srv,srv_1_new,1.01037,1.0422,1.0315033106683691,1.0110300000000001,1.000653226045904,1.0410200000000001,1.0303354216772074
qmm,srv,srv_2_new,1.8134600000000001,1.95482,1.0779504372856308,1.81131,0.99881442105147067,1.9575899999999999,1.0794779041169917
qmm,srv,srv_3_new,1.8284,1.95689,1.0702745569897179,1.82769,0.99961168234521991,1.9598199999999999,1.0718770509735287
qmm,srv,srv_4_new,1.8939699999999999,2.02929,1.0714478054034648,1.89486,1.0004699124062155,2.0293399999999999,1.0714742049768475
qmm,srv,srv_5_new,1.91967,2.0568599999999999,1.0714654081170201,1.91927,0.99979163085321954,2.05938,1.0727781337417368
qmm,srv,srv_60_new,1.5604100000000001,1.68445,1.0794919284034323,1.56002,0.99975006568786406,1.68573,1.0803122256330067
qmm,srv,srv_61_new,1.6081099999999999,1.7311099999999999,1.0764873049729184,1.6106499999999999,1.001579493940091,1.7322599999999999,1.0772024301820149
qmm,srv,srv_62_new,1.8115699999999999,1.9475499999999999,1.0750619628278233,1.81145,0.9999337591150218,1.9501200000000001,1.0764806217811071
qmm,srv,srv_63_new,1.81125,1.9500200000000001,1.076615596963423,1.8108,0.99975155279503103,1.94916,1.0761407867494823
qmm,srv,srv_64_new,1.9305699999999999,2.06488,1.0695701269573237,1.9303300000000001,0.99987568438336871,2.0631200000000001,1.068658479102027
qmm,srv,srv_65_new,1.9371799999999999,2.0680900000000002,1.0675776128186334,1.9386300000000001,1.0007485107217708,2.06989,1.068506798542211
qmm,srv,srv_66_new,1.8188500000000001,1.95329,1.0739148362976605,1.81864,0.99988454243065672,1.9555499999999999,1.0751573796629739
qmm,srv,srv_67_new,1.85406,1.9862299999999999,1.0712867976225149,1.85392,0.99992449003807859,1.9882,1.0723493306581233
