dataset,workload,trace_tag,trace_name,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,llc_access,llc_hit,llc_miss,llc_mpki,llc_miss_rate,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
spec06,436.cactusADM,436.cactusADM-1804B,436.cactusADM-1804B.champsimtrace.xz,50000000,22157391,2.25658,1360147,1360147,0,0,0,322816,45113,277703,5.5540599999999998,0.86025200000000002,0,0,0,0,0,0,0,0,0,0
spec06,437.leslie3d,437.leslie3d-134B,437.leslie3d-134B.champsimtrace.xz,50000002,16448579,3.0397799999999999,38253,38253,0,0,0,434850,224426,210424,4.2084799999999998,0.4839,0,0,0,0,0,0,0,0,0,0
spec06,437.leslie3d,437.leslie3d-149B,437.leslie3d-149B.champsimtrace.xz,50000001,18883764,2.64778,17685,17685,0,0,0,593980,229771,364209,7.2841800000000001,0.61316700000000002,0,0,0,0,0,0,0,0,0,0
spec06,437.leslie3d,437.leslie3d-232B,437.leslie3d-232B.champsimtrace.xz,50000004,15417946,3.2429700000000001,13337,13337,0,0,0,466037,144500,321537,6.4307400000000001,0.68993899999999997,0,0,0,0,0,0,0,0,0,0
spec06,437.leslie3d,437.leslie3d-265B,437.leslie3d-265B.champsimtrace.xz,50000005,15199839,3.2895099999999999,13488,13488,0,0,0,329056,23917,305139,6.1027800000000001,0.92731600000000003,0,0,0,0,0,0,0,0,0,0
spec06,437.leslie3d,437.leslie3d-271B,437.leslie3d-271B.champsimtrace.xz,50000004,13527608,3.6961499999999998,5570,5570,0,0,0,490199,64564,425635,8.5127000000000006,0.86829000000000001,0,0,0,0,0,0,0,0,0,0
spec06,437.leslie3d,437.leslie3d-273B,437.leslie3d-273B.champsimtrace.xz,50000001,15063956,3.3191799999999998,4514,4514,0,0,0,418552,21720,396832,7.9366399999999997,0.94810700000000003,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-120B,444.namd-120B.champsimtrace.xz,50000000,14848040,3.3674499999999998,5320,5320,0,0,0,9770,1677,8093,0.16186,0.82835199999999998,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-166B,444.namd-166B.champsimtrace.xz,50000005,15271102,3.2741600000000002,2408,2408,0,0,0,9251,2490,6761,0.13522000000000001,0.73084000000000005,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-23B,444.namd-23B.champsimtrace.xz,50000001,15164216,3.2972399999999999,5164,5164,0,0,0,13426,4993,8433,0.16866,0.62810999999999995,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-321B,444.namd-321B.champsimtrace.xz,50000003,15138874,3.3027600000000001,6356,6356,0,0,0,11949,4766,7183,0.14366000000000001,0.60113799999999995,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-33B,444.namd-33B.champsimtrace.xz,50000004,13510351,3.7008700000000001,3043,3043,0,0,0,10885,3840,7045,0.1409,0.64722100000000005,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-426B,444.namd-426B.champsimtrace.xz,50000004,15333383,3.2608600000000001,6969,6969,0,0,0,14652,6955,7697,0.15393999999999999,0.52532100000000004,0,0,0,0,0,0,0,0,0,0
spec06,444.namd,444.namd-44B,444.namd-44B.champsimtrace.xz,50000000,16895641,2.9593400000000001,3153,3153,0,0,0,4812,529,4283,0.08566,0.89006700000000005,0,0,0,0,0,0,0,0,0,0
