dataset,workload,trace_tag,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-185B,100000001,645573786,0.154901,3795355,146141,3649214,36.4921,0.961495,3649214,0.961495,0,0,0,0,0,0,0,0
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-296B,100000000,645839065,0.154837,3800680,124589,3676091,36.7609,0.967219,3676091,0.967219,0,0,0,0,0,0,0,0
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-577B,100000000,644443939,0.155173,3805652,138552,3667100,36.671,0.963593,3667100,0.963593,0,0,0,0,0,0,0,0
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-829B,100000000,645029218,0.155032,3798249,127599,3670650,36.7065,0.966406,3670650,0.966406,0,0,0,0,0,0,0,0
xsbench,xsbench_XL100unionized,xs.XL100unionized-28B,100000003,195284474,0.512073,1032072,929215,102857,1.02857,0.0996607,102857,0.0996607,0,0,0,0,0,0,0,0
xsbench,xsbench_XL64hash,xs.XL64hash-126B,100000001,458776967,0.217971,834477,13430,821047,8.21047,0.983906,821047,0.983906,0,0,0,0,0,0,0,0
xsbench,xsbench_XL64hash,xs.XL64hash-49B,100000004,242588426,0.412221,1364689,1086383,278306,2.78306,0.203934,278306,0.203934,0,0,0,0,0,0,0,0
xsbench,xsbench_XL64nuclide,xs.XL64nuclide-355B,100000000,645355468,0.154953,3799352,129349,3670003,36.7,0.965955,3670003,0.965955,0,0,0,0,0,0,0,0
xsbench,xsbench_XL64unionized,xs.XL64unionized-28B,100000000,195186779,0.51233,1032229,929367,102862,1.02862,0.0996504,102862,0.0996504,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100hash,xs.XXL100hash-552B,100000005,508166105,0.196786,946844,12872,933972,9.33972,0.986405,933972,0.986405,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100hash,xs.XXL100hash-563B,100000003,506640930,0.197378,946235,12346,933889,9.33889,0.986953,933889,0.986953,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100hash,xs.XXL100hash-94B,100000003,199526752,0.501186,1036053,905112,130941,1.30941,0.126384,130941,0.126384,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-165B,100000000,689778510,0.144974,3980283,124961,3855322,38.5532,0.968605,3855322,0.968605,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-30B,100000005,185556640,0.538919,909321,780385,128936,1.28936,0.141794,128935,0.141793,0,0,1,1.09972e-06,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-324B,100000001,691231100,0.144669,3992948,140503,3852445,38.5244,0.964812,3852445,0.964812,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-487B,100000001,692975121,0.144305,3983010,131268,3851742,38.5174,0.967043,3851742,0.967043,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-648B,100000001,691085162,0.1447,3981196,122682,3858514,38.5851,0.969185,3858514,0.969185,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-650B,100000001,694791455,0.143928,3979314,129473,3849841,38.4984,0.967463,3849841,0.967463,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-861B,100000000,691658936,0.14458,3980120,123952,3856168,38.5617,0.968857,3856168,0.968857,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL100unionized,xs.XXL100unionized-24B,100000005,299294437,0.334119,1576865,719206,857659,8.57659,0.543901,857652,0.543897,7,4.43919e-06,0,0,0,0,0,0
xsbench,xsbench_XXL64hash,xs.XXL64hash-205B,100000003,506199905,0.19755,947565,12577,934988,9.34988,0.986727,934988,0.986727,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL64hash,xs.XXL64hash-24B,100000000,299421520,0.333977,1576908,719282,857626,8.57626,0.543866,857619,0.543861,7,4.43907e-06,0,0,0,0,0,0
xsbench,xsbench_XXL64nuclide,xs.XXL64nuclide-24B,100000003,299463565,0.33393,1576990,719467,857523,8.57523,0.543772,857515,0.543767,7,4.43884e-06,1,6.34119e-07,0,0,0,0
xsbench,xsbench_XXL64nuclide,xs.XXL64nuclide-531B,100000005,692196643,0.144468,3990961,133376,3857585,38.5758,0.96658,3857585,0.96658,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL64nuclide,xs.XXL64nuclide-566B,100000002,691212866,0.144673,3977226,136176,3841050,38.4105,0.965761,3841050,0.965761,0,0,0,0,0,0,0,0
xsbench,xsbench_XXL64unionized,xs.XXL64unionized-24B,100000000,299480464,0.333912,1577212,719448,857764,8.57764,0.543848,857757,0.543844,7,4.43821e-06,0,0,0,0,0,0
