dataset,workload,trace_tag,permit_ipc,cppb_ipc,tlb_rescue_ipc,cppb_tlb_rescue_ipc,cppb_ipc_speedup,tlb_rescue_ipc_speedup,cppb_tlb_rescue_ipc_speedup,cppb_ipc_speedup_pct,tlb_rescue_ipc_speedup_pct,cppb_tlb_rescue_ipc_speedup_pct,permit_stlb_demand_mpki,cppb_stlb_demand_mpki,tlb_rescue_stlb_demand_mpki,cppb_tlb_rescue_stlb_demand_mpki,cppb_effective_stlb_demand_mpki,tlb_rescue_effective_stlb_demand_mpki,cppb_tlb_rescue_effective_stlb_demand_mpki,cppb_stlb_demand_mpki_reduction_pct,tlb_rescue_stlb_demand_mpki_reduction_pct,cppb_tlb_rescue_stlb_demand_mpki_reduction_pct
spec06,403.gcc,403.gcc-17B,0.69089299999999998,0.69047099999999995,0.69089299999999998,0.69047099999999995,0.99938919630101908,1,0.99938919630101908,-0.061080369898092179,0,-0.061080369898092179,2.9447299999999998,3.0043199999999999,2.9447299999999998,3.0043199999999999,2.5585300000000002,2.9447299999999998,2.5585300000000002,13.114954511958643,0,13.114954511958643
spec06,429.mcf,429.mcf-184B,0.121238,0.121201,0.121238,0.121201,0.99969481515696401,1,0.99969481515696401,-0.030518484303598825,0,-0.030518484303598825,9.0925899999999995,9.1039399999999997,9.0925899999999995,9.1039399999999997,9.0824800000000003,9.0925899999999995,9.0824800000000003,0.11118944107233464,0,0.11118944107233464
spec06,429.mcf,429.mcf-192B,0.119731,0.119551,0.119731,0.119551,0.99849662994546107,1,0.99849662994546107,-0.15033700545389328,0,-0.15033700545389328,2.8263199999999999,2.83575,2.8263199999999999,2.83575,2.8179099999999999,2.8263199999999999,2.8179099999999999,0.29756007812279384,0,0.29756007812279384
spec06,429.mcf,429.mcf-22B,0.77663099999999996,0.77560700000000005,0.77663099999999996,0.77560700000000005,0.99868148451452499,1,0.99868148451452499,-0.13185154854750136,0,-0.13185154854750136,3.1520700000000001,3.3711000000000002,3.1520700000000001,3.3711000000000002,2.92944,3.1520700000000001,2.92944,7.0629776622981089,0,7.0629776622981089
spec06,429.mcf,429.mcf-51B,0.15767100000000001,0.158167,0.15767100000000001,0.158167,1.0031457909190655,1,1.0031457909190655,0.31457909190655275,0,0.31457909190655275,10.5204,10.537599999999999,10.5204,10.537599999999999,10.491099999999999,10.5204,10.491099999999999,0.27850652066462311,0,0.27850652066462311
spec06,433.milc,433.milc-127B,1.3909100000000001,1.39903,1.3909100000000001,1.39903,1.0058379046811079,1,1.0058379046811079,0.58379046811078972,0,0.58379046811078972,2.18147,2.1522700000000001,2.18147,2.1522700000000001,0.00089999999999999998,2.18147,0.00089999999999999998,99.958743416136826,0,99.958743416136826
spec06,433.milc,433.milc-274B,1.8021199999999999,1.78613,1.8021199999999999,1.78613,0.99112711695114641,1,0.99112711695114641,-0.88728830488535859,0,-0.88728830488535859,1.2109399999999999,1.25525,1.2109399999999999,1.25525,0.00067000000000000002,1.2109399999999999,0.00067000000000000002,99.944671081969389,0,99.944671081969389
spec06,433.milc,433.milc-337B,1.5121800000000001,1.51034,1.5121800000000001,1.51034,0.99878321363858791,1,0.99878321363858791,-0.12167863614120922,0,-0.12167863614120922,1.96617,1.97119,1.96617,1.97119,0.00027999999999999998,1.96617,0.00027999999999999998,99.985759115437617,0,99.985759115437617
spec06,436.cactusADM,436.cactusADM-1804B,1.8897600000000001,1.8908799999999999,1.8897600000000001,1.8908799999999999,1.0005926678520023,1,1.0005926678520023,0.059266785200229322,0,0.059266785200229322,9.1468699999999998,9.1238399999999995,9.1468699999999998,9.1238399999999995,8.9609500000000004,9.1468699999999998,8.9609500000000004,2.0326078756995547,0,2.0326078756995547
spec06,450.soplex,450.soplex-247B,0.60840700000000003,0.609352,0.60840700000000003,0.609352,1.001553236566969,1,1.001553236566969,0.15532365669690407,0,0.15532365669690407,1.12018,1.1067100000000001,1.12018,1.1067100000000001,0.64231000000000005,1.12018,0.64231000000000005,42.660108196896914,0,42.660108196896914
