dataset,workload,trace_tag,trace_name,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,stlb_demand_access,stlb_demand_hit,stlb_demand_miss,stlb_demand_mpki,stlb_demand_miss_rate,stlb_raw_demand_miss,stlb_raw_demand_mpki,cp_pb_demand_hit,cp_pb_demand_hit_mpki,stlb_pb_demand_miss,stlb_pb_demand_mpki,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
spec17,627.cam4_s,627.cam4_s-573B,627.cam4_s-573B.champsimtrace.xz,100000005,63825334,1.5667800000000001,73770,62291,11479,0.11479,0.15560499999999999,73770,62291,11479,0.11479,0.15560499999999999,2965,0.029649999999999999,1273,0.01273,1692,0.016920000000000001,2965,0.040192499999999999,300,0.0040666900000000004,8214,0.111346,0,0,0,0
spec17,628.pop2_s,628.pop2_s-17B,628.pop2_s-17B.champsimtrace.xz,100000000,39721772,2.5175100000000001,38932,31395,7537,0.075370000000000006,0.19359399999999999,38932,31395,7537,0.075370000000000006,0.19359399999999999,3289,0.032890000000000003,1165,0.011650000000000001,2124,0.021239999999999998,3289,0.084480600000000003,46,0.00118155,4202,0.107932,0,0,0,0
spec17,649.fotonik3d_s,649.fotonik3d_s-10881B,649.fotonik3d_s-10881B.champsimtrace.xz,100000004,85696188,1.1669099999999999,685835,236562,449273,4.4927299999999999,0.65507400000000005,685835,236562,449273,4.4927299999999999,0.65507400000000005,38211,0.38211000000000001,37994,0.37994,217,0.0021700000000000001,38211,0.055714600000000003,0,0,411062,0.59936,0,0,0,0
spec17,649.fotonik3d_s,649.fotonik3d_s-1176B,649.fotonik3d_s-1176B.champsimtrace.xz,100000004,45881863,2.1795100000000001,23886,9659,14227,0.14227000000000001,0.59562099999999996,23886,9659,14227,0.14227000000000001,0.59562099999999996,317,0.0031700000000000001,295,0.0029499999999999999,22,0.00022000000000000001,317,0.013271399999999999,0,0,13910,0.58234900000000001,0,0,0,0
spec17,649.fotonik3d_s,649.fotonik3d_s-7084B,649.fotonik3d_s-7084B.champsimtrace.xz,100000000,70172542,1.42506,89912,51173,38739,0.38739000000000001,0.43085499999999999,89912,51173,38739,0.38739000000000001,0.43085499999999999,2972,0.02972,1820,0.018200000000000001,1152,0.011520000000000001,2972,0.033054500000000001,0,0,35767,0.39779999999999999,0,0,0,0
spec17,649.fotonik3d_s,649.fotonik3d_s-8225B,649.fotonik3d_s-8225B.champsimtrace.xz,100000002,46024455,2.1727599999999998,23646,9509,14137,0.14137,0.59785999999999995,23646,9509,14137,0.14137,0.59785999999999995,252,0.0025200000000000001,227,0.0022699999999999999,25,0.00025000000000000001,252,0.0106572,0,0,13885,0.58720300000000003,0,0,0,0
spec17,654.roms_s,654.roms_s-1007B,654.roms_s-1007B.champsimtrace.xz,100000004,115487620,0.86589400000000005,18363,478,17885,0.17885000000000001,0.97396899999999997,18363,478,17885,0.17885000000000001,0.97396899999999997,5910,0.0591,330,0.0033,5580,0.055800000000000002,5910,0.32184299999999999,2,0.000108915,11973,0.65201799999999999,0,0,0,0
spec17,654.roms_s,654.roms_s-1021B,654.roms_s-1021B.champsimtrace.xz,100000003,43996928,2.2728899999999999,1771577,1621771,149806,1.4980599999999999,0.084560800000000005,1771577,1621771,149806,1.4980599999999999,0.084560800000000005,1914,0.019140000000000001,459,0.0045900000000000003,1455,0.01455,1914,0.0010803900000000001,2,1.1289399999999999e-06,147890,0.083479300000000006,0,0,0,0
spec17,654.roms_s,654.roms_s-1070B,654.roms_s-1070B.champsimtrace.xz,100000000,72428399,1.3806700000000001,50518,1810,48708,0.48708000000000001,0.964171,50518,1810,48708,0.48708000000000001,0.964171,15404,0.15404000000000001,1309,0.013089999999999999,14095,0.14094999999999999,15404,0.304921,0,0,33304,0.65925,0,0,0,0
spec17,654.roms_s,654.roms_s-1390B,654.roms_s-1390B.champsimtrace.xz,100000005,74363401,1.3447499999999999,49699,6359,43340,0.43340000000000001,0.87204999999999999,49699,6359,43340,0.43340000000000001,0.87204999999999999,8395,0.083949999999999997,1231,0.01231,7164,0.071639999999999995,8395,0.16891700000000001,5,0.00010060600000000001,34940,0.70303199999999999,0,0,0,0
spec17,654.roms_s,654.roms_s-1613B,654.roms_s-1613B.champsimtrace.xz,100000004,103155720,0.96940800000000005,6633,851,5782,0.057820000000000003,0.87170199999999998,6633,851,5782,0.057820000000000003,0.87170199999999998,1307,0.01307,104,0.0010399999999999999,1203,0.012030000000000001,1307,0.197045,8,0.0012060899999999999,4467,0.67345100000000002,0,0,0,0
spec17,654.roms_s,654.roms_s-293B,654.roms_s-293B.champsimtrace.xz,100000000,37345393,2.6777099999999998,31141,14430,16711,0.16711000000000001,0.53662399999999999,31141,14430,16711,0.16711000000000001,0.53662399999999999,8361,0.083610000000000004,51,0.00051000000000000004,8310,0.083099999999999993,8361,0.268488,16,0.000513792,8334,0.267621,0,0,0,0
spec17,654.roms_s,654.roms_s-294B,654.roms_s-294B.champsimtrace.xz,100000005,44819401,2.2311800000000002,42580,5166,37414,0.37413999999999997,0.87867499999999998,42580,5166,37414,0.37413999999999997,0.87867499999999998,16736,0.16736000000000001,175,0.00175,16561,0.16561000000000001,16736,0.39304800000000001,0,0,20678,0.48562699999999998,0,0,0,0
spec17,654.roms_s,654.roms_s-523B,654.roms_s-523B.champsimtrace.xz,100000000,73406604,1.3622799999999999,55892,8186,47706,0.47705999999999998,0.85353900000000005,55892,8186,47706,0.47705999999999998,0.85353900000000005,11397,0.11397,1234,0.01234,10163,0.10163,11397,0.20391100000000001,0,0,36309,0.64962799999999998,0,0,0,0
spec17,657.xz_s,657.xz_s-2302B,657.xz_s-2302B.champsimtrace.xz,100000002,90399182,1.1062000000000001,623302,523695,99607,0.99607000000000001,0.159805,623302,523695,99607,0.99607000000000001,0.159805,98333,0.98333000000000004,807,0.0080700000000000008,97526,0.97526000000000002,98333,0.15776100000000001,0,0,1274,0.0020439500000000001,0,0,0,0
