dataset,workload,baseline_ipc,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
spec06,429.mcf,0.27237703442005329,0.29639046973702265,1.088162481716195,0.27307161760013987,1.0025500798243343,0.29628703120254246,1.0877827193962901
spec06,433.milc,1.0587294553034421,1.1858612664235848,1.120079601529274,1.0608680227873062,1.0020199376461583,1.1895871718232247,1.1235988248596309
spec06,436.cactusADM,2.0334099999999999,2.2528700000000002,1.1079270781593482,2.0342500000000001,1.0004130991782278,2.25658,1.1097515995298539
spec06,450.soplex,0.70402799999999999,0.72858999999999996,1.0348878169618254,0.70286000000000004,0.99834097507485509,0.72503600000000001,1.0298397222837727
spec06,459.GemsFDTD,1.0392313335492009,1.1029479358400636,1.0613112790520438,1.0339266370390674,0.9948955575732914,1.1396662960209727,1.0966435087448378
spec06,471.omnetpp,0.481099,0.52695999999999998,1.0953254943369244,0.477381,0.9922718608851816,0.53495999999999999,1.1119540884516492
spec06,473.astar,0.36351959885266161,0.38133327719070093,1.0490033505600873,0.36413956824272753,1.001705463452377,0.38322356545494429,1.0542033130111066
spec06,483.xalancbmk,0.80144901831619952,0.91902004983569319,1.1466980791448269,0.7971608774645178,0.99464951512363087,0.92723238822853893,1.1569449422704434
spec17,602.gcc_s,0.574716,0.54455500000000001,0.94752016648222781,0.60365800000000003,1.0503587859046903,0.547288,0.9522755587107371
spec17,605.mcf_s,0.3306987308447093,0.38027350262284454,1.1499091685399141,0.3310919651427135,1.0011891013219185,0.37866740064919863,1.1450524762582612
spec17,620.omnetpp_s,0.49931704579755737,0.59958613404247441,1.200812467927582,0.49785085425054759,0.9970636060608189,0.5998943261041898,1.2014296951268322
spec17,623.xalancbmk_s,0.89738553541418831,0.94593087236507212,1.0540964112247226,0.89955072711506123,1.0024127775804561,0.94455419690688913,1.0525623153385575
spec17,649.fotonik3d_s,0.89184200000000002,0.92892200000000003,1.0415768712395246,0.90182600000000002,1.0111948080489592,0.95358299999999996,1.0692286301833731
gap,gap.bc.twitter-10B,0.163101,0.17915900000000001,1.0984543319783449,0.16270200000000001,0.99755366306766979,0.17975800000000003,1.1021269029619685
gap,gap.cc.twitter-10B,0.68130100000000005,0.77914000000000005,1.1436061300365037,0.682311,1.0014824578270103,0.77998400000000001,1.1448449363790747
gap,gap.pr.twitter-10B,0.031884200000000001,0.036589099999999992,1.1475621154051221,0.031891400000000007,1.0002258171759055,0.036629599999999998,1.1488323370195896
ligra,ligra_BellmanFord,0.52984500000000001,0.56372699999999998,1.0639470033689098,0.53307000000000004,1.0060866857288453,0.56179199999999996,1.0602949919316025
ligra,ligra_CF,1.17272,1.5956300000000001,1.3606231666552973,1.16673,0.99489221638583814,1.60006,1.3644007094617641
ligra,ligra_Components,0.459897,0.46830699999999997,1.0182867033270493,0.459897,1,0.46830699999999997,1.0182867033270493
ligra,ligra_PageRank,0.52204772265646038,0.54441801912514265,1.0428510565180711,0.52403275837279051,1.0038024027884447,0.54534666313572278,1.0446299054054002
ligra,ligra_PageRankDelta,0.63853689410557946,0.65451269913959653,1.0250193922723838,0.63941300981447036,1.0013720674826756,0.65527866419562297,1.026218954996319
ligra,ligra_Radii,0.31711297970281821,0.33153238166429533,1.0454708664873644,0.31746116114573769,1.0010979728525959,0.33013000919486252,1.0410485546956898
spec06,gmean_spec06,0.65135692873389273,0.70849253477897334,1.0877178141885138,0.65061349484441922,0.9988586382416802,0.71555399757854732,1.0985589712992549
spec17,gmean_spec17,0.51707017231843877,0.57189358321176809,1.1060270226911604,0.51998925262020435,1.0056454238864272,0.57221316800545508,1.1066450912064143
gap,gmean_gap,0.15244869987935192,0.17221406546252083,1.1296525690203409,0.15241098963278038,0.9997526364829521,0.17253161960773408,1.1317355920009537
ligra,gmean_ligra,0.52746474745846517,0.56301727612718888,1.0674026630974485,0.52837646266916904,1.0017284855814477,0.56292203783326933,1.0672221045020571
