access_id,cycle,ip,vaddr,vpn,offset,type,origin,cpu,instr_id,is_instr,prefetch_from_this
357,1422919,0,139669186684480,34098922530,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
358,1422941,0,139669186679808,34098922529,16,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
359,1423064,0,139669186676672,34098922528,31,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
360,1423544,0,139669186674176,34098922527,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
361,1423996,0,139669186669696,34098922526,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
362,1424001,0,139669186664320,34098922525,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
363,1424246,0,139669186659968,34098922524,26,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
364,1424616,0,139669186656192,34098922523,31,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
365,1424980,0,139669186643584,34098922520,26,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
366,1425414,0,139669186638016,34098922519,3,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
367,1425484,0,139669186636864,34098922518,49,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
368,1425525,0,139669186632704,34098922517,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
369,1425719,0,139669186625280,34098922515,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
370,1426175,0,139669186621248,34098922514,61,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
371,1426503,0,139669186613120,34098922512,62,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
372,1426932,0,139669186608128,34098922511,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
373,1427138,0,139669186602816,34098922510,29,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
374,1427258,0,139669186598080,34098922509,19,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
375,1427956,0,139669186883840,34098922579,4,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
376,1427965,0,139669186848832,34098922570,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
377,1428005,0,139669186878144,34098922577,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
378,1428084,0,139669186842880,34098922569,4,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
379,1428861,0,139669186841600,34098922568,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
380,1428884,0,139669186829056,34098922565,44,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
381,1429229,0,139669186823744,34098922564,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
382,1429325,0,139669186820224,34098922563,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
383,1429584,0,139669186816128,34098922562,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
384,1429596,0,139669186813440,34098922561,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
385,1429702,0,139669186801280,34098922558,58,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
386,1429996,0,139669186804992,34098922559,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
387,1430025,0,139669186794752,34098922557,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
388,1430166,0,139669186792832,34098922556,54,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
389,1430287,0,139669186781312,34098922554,2,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
390,1430626,0,139669186785664,34098922555,6,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
391,1430708,0,139669186779456,34098922553,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
392,1431109,0,139669186772544,34098922551,57,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
393,1431159,0,139669186775872,34098922552,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
394,1431354,0,139669186768128,34098922550,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
395,1431746,0,139669186763520,34098922549,44,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
396,1432096,0,139669186757376,34098922548,12,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
397,1432124,0,139669186746688,34098922545,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
398,1432126,0,139669186751488,34098922546,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
399,1432136,0,139669186742720,34098922544,39,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
400,1432262,0,139669186730368,34098922541,38,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
401,1432531,0,139669186733760,34098922542,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
402,1432864,0,139669186726272,34098922540,38,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
403,1432892,0,139669186721536,34098922539,28,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
404,1432921,0,139669186717760,34098922538,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
405,1432975,0,139669186708736,34098922536,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
406,1433231,0,139669186711744,34098922537,3,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
407,1433250,0,139669186705984,34098922535,41,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
408,1433585,0,139669186694912,34098922532,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
409,1433946,0,139669186698752,34098922533,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
410,1434279,0,139669186690944,34098922531,62,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
411,1434298,0,139669186681664,34098922529,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
412,1434331,0,139669186684480,34098922530,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
413,1434644,0,139669186675968,34098922528,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
414,1434899,0,139669186674176,34098922527,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
415,1435471,0,139669186669696,34098922526,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
416,1435486,0,139669186664128,34098922525,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
417,1435575,0,139669186659968,34098922524,26,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
418,1435964,0,139669186657984,34098922523,59,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
419,1436081,0,139669186653696,34098922522,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
420,1436466,0,139669186645504,34098922520,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
421,1436750,0,139669186640064,34098922519,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
422,1436751,0,139669186636864,34098922518,49,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
423,1437344,0,139669186631104,34098922517,23,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
424,1437399,0,139669186625280,34098922515,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
425,1437792,0,139669186620544,34098922514,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
426,1437824,0,139669186613120,34098922512,62,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
427,1438026,0,139669186610944,34098922512,28,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
428,1438650,0,139669186608128,34098922511,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
429,1438692,0,139669186603584,34098922510,41,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
430,1438736,0,139669186600256,34098922509,53,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
431,1439287,0,139669186782528,34098922554,21,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
432,1439333,0,139669186778816,34098922553,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
433,1439334,0,139669186775296,34098922552,36,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
434,1439404,0,139669186878144,34098922577,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
435,1439852,0,139669186848832,34098922570,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
436,1440203,0,139669186843520,34098922569,14,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
437,1440914,0,139669186841600,34098922568,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
438,1440955,0,139669186827456,34098922565,19,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
439,1441334,0,139669186823744,34098922564,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
440,1441383,0,139669186820224,34098922563,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
441,1441397,0,139669186816128,34098922562,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
442,1441422,0,139669186813440,34098922561,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
443,1441779,0,139669186804992,34098922559,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
444,1442129,0,139669186794752,34098922557,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
445,1442436,0,139669186785664,34098922555,6,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
446,1443434,0,139669186772544,34098922551,57,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
447,1443450,0,139669186767552,34098922550,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
448,1443669,0,139669186764544,34098922549,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
449,1444167,0,139669186751488,34098922546,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
450,1444194,0,139669186746688,34098922545,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
451,1444479,0,139669186733760,34098922542,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
452,1444507,0,139669186738368,34098922543,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
453,1444536,0,139669186731712,34098922541,59,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
454,1444608,0,139669186725952,34098922540,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
455,1445229,0,139669186721536,34098922539,28,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
456,1445253,0,139669186708736,34098922536,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
457,1445260,0,139669186706432,34098922535,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
458,1445681,0,139669186701312,34098922534,32,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
459,1445736,0,139669186698752,34098922533,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
460,1445801,0,139669186695104,34098922532,63,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
461,1445804,0,139669186690944,34098922531,62,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
462,1446089,0,139669186684480,34098922530,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
463,1446481,0,139669186681984,34098922529,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
464,1446538,0,139669186678336,34098922528,57,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
465,1446879,0,139669186673792,34098922527,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
466,1446980,0,139669186669696,34098922526,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
467,1447497,0,139669186664320,34098922525,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
468,1447922,0,139669186661184,34098922524,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
469,1447972,0,139669186657984,34098922523,59,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
470,1448181,0,139669186653696,34098922522,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
471,1448409,0,139669186642752,34098922520,13,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
472,1448818,0,139669186640064,34098922519,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
473,1449160,0,139669186636864,34098922518,49,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
474,1449262,0,139669186631104,34098922517,23,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
475,1449532,0,139669186625280,34098922515,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
476,1449777,0,139669186613120,34098922512,62,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
477,1450454,0,139669186605120,34098922511,1,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
478,1451046,0,139669186601088,34098922510,2,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
479,1451133,0,139669186600896,34098922509,63,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
480,1451200,0,139669186782528,34098922554,21,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
481,1451444,0,139669186778816,34098922553,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
482,1451446,0,139669186775296,34098922552,36,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
483,1451747,0,139669186878144,34098922577,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
484,1451758,0,139669186848832,34098922570,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
485,1452174,0,139669186829056,34098922565,44,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
486,1452186,0,139669186842880,34098922569,4,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
487,1452229,0,139669186841600,34098922568,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
488,1452340,0,139669186823744,34098922564,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
489,1453231,0,139669186820224,34098922563,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
490,1453265,0,139669186816128,34098922562,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
491,1453289,0,139669186813440,34098922561,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
492,1453628,0,139669186801280,34098922558,58,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
493,1453666,0,139669186804992,34098922559,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
494,1453841,0,139669186794752,34098922557,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
495,1453914,0,139669186785664,34098922555,6,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
496,1454426,0,139669186779456,34098922553,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
497,1454833,0,139669186772544,34098922551,57,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
498,1454999,0,139669186768128,34098922550,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
499,1455262,0,139669186763520,34098922549,44,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
500,1455964,0,139669186751488,34098922546,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
501,1455978,0,139669186746688,34098922545,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
502,1455980,0,139669186742720,34098922544,39,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
503,1456077,0,139669186733760,34098922542,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
504,1456146,0,139669186738368,34098922543,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
505,1456544,0,139669186730368,34098922541,38,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
506,1456582,0,139669186725952,34098922540,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
507,1456686,0,139669186717760,34098922538,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
508,1456927,0,139669186711744,34098922537,3,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
509,1456934,0,139669186708736,34098922536,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
510,1457259,0,139669186705920,34098922535,40,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
511,1457395,0,139669186698752,34098922533,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
512,1457652,0,139669186695104,34098922532,63,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
513,1457801,0,139669186681664,34098922529,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
514,1458405,0,139669186676672,34098922528,31,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
515,1458507,0,139669186673792,34098922527,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
516,1458893,0,139669186664128,34098922525,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
517,1459198,0,139669186669696,34098922526,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
518,1459449,0,139669186661184,34098922524,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
519,1459680,0,139669186657984,34098922523,59,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
520,1459704,0,139669186653696,34098922522,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
521,1460246,0,139669186645504,34098922520,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
522,1460388,0,139669186636864,34098922518,49,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
523,1460638,0,139669186640064,34098922519,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
524,1461021,0,139669186631104,34098922517,23,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
525,1461318,0,139669186621760,34098922515,5,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
526,1461493,0,139669186621248,34098922514,61,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
527,1461709,0,139669186611776,34098922512,41,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
528,1462288,0,139669186608128,34098922511,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
529,1462576,0,139669186603584,34098922510,41,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
530,1462596,0,139669186600896,34098922509,63,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
531,1463002,0,139669186895616,34098922581,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
532,1463058,0,139669186857024,34098922572,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
533,1463166,0,139669186883840,34098922579,4,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
534,1463269,0,139669186878144,34098922577,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
535,1463292,0,139669186847232,34098922570,8,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
536,1463669,0,139669186843520,34098922569,14,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
537,1463716,0,139669186841600,34098922568,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
538,1463966,0,139669186827776,34098922565,24,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
539,1464220,0,139669186823744,34098922564,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
540,1464964,0,139669186811776,34098922561,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
541,1465211,0,139669186816128,34098922562,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
542,1465605,0,139669186801280,34098922558,58,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
543,1465610,0,139669186804992,34098922559,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
544,1465698,0,139669186792128,34098922556,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
545,1465761,0,139669186794752,34098922557,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
546,1466246,0,139669186785664,34098922555,6,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
547,1466302,0,139669186781312,34098922554,2,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
548,1466326,0,139669186779008,34098922553,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
549,1466869,0,139669186768128,34098922550,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
550,1466899,0,139669186772544,34098922551,57,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
551,1467409,0,139669186764544,34098922549,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
552,1467562,0,139669186742720,34098922544,39,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
553,1467779,0,139669186757376,34098922548,12,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
554,1467864,0,139669186738368,34098922543,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
555,1467997,0,139669186733760,34098922542,27,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
556,1468041,0,139669186731712,34098922541,59,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
557,1468267,0,139669186725760,34098922540,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
558,1468496,0,139669186721536,34098922539,28,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
559,1468831,0,139669186717760,34098922538,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
560,1468854,0,139669186711744,34098922537,3,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
561,1468880,0,139669186708736,34098922536,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
562,1468895,0,139669186706432,34098922535,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
563,1469221,0,139669186701312,34098922534,32,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
564,1469241,0,139669186698752,34098922533,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
565,1469254,0,139669186695104,34098922532,63,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
566,1469560,0,139669186684480,34098922530,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
567,1469785,0,139669186690944,34098922531,62,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
568,1469829,0,139669186681984,34098922529,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
569,1470241,0,139669186676672,34098922528,31,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
570,1470595,0,139669186673792,34098922527,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
571,1470714,0,139669186669312,34098922526,44,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
572,1471319,0,139669186664320,34098922525,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
573,1471331,0,139669186661184,34098922524,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
574,1471470,0,139669186656192,34098922523,31,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
575,1471782,0,139669186653696,34098922522,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
576,1472045,0,139669186640064,34098922519,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
577,1472064,0,139669186645504,34098922520,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
578,1472275,0,139669186636864,34098922518,49,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
579,1472656,0,139669186631104,34098922517,23,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
580,1472754,0,139669186625280,34098922515,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
581,1473044,0,139669186620544,34098922514,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
582,1473186,0,139669186612224,34098922512,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
583,1473882,0,139669186603584,34098922510,41,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
584,1474191,0,139669186605120,34098922511,1,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
585,1474554,0,139669186600256,34098922509,53,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
586,1474649,0,139669186895616,34098922581,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
587,1474664,0,139669186883840,34098922579,4,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
588,1474944,0,139669186848832,34098922570,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
589,1474981,0,139669186878144,34098922577,43,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
590,1475203,0,139669186843520,34098922569,14,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
591,1475266,0,139669186829056,34098922565,44,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
592,1475581,0,139669186841600,34098922568,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
593,1475774,0,139669186816128,34098922562,34,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
594,1475984,0,139669186819968,34098922563,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
595,1476681,0,139669186813440,34098922561,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
596,1476742,0,139669186804992,34098922559,52,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
597,1476816,0,139669186792832,34098922556,54,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
598,1477096,0,139669186794752,34098922557,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
599,1477445,0,139669186785664,34098922555,6,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
600,1477462,0,139669186781184,34098922554,0,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
601,1477510,0,139669186779456,34098922553,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
602,1478231,0,139669186775872,34098922552,45,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
603,1478281,0,139669186772544,34098922551,57,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
604,1478561,0,139669186768000,34098922550,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
605,1478841,0,139669186764544,34098922549,60,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
606,1478960,0,139669186751488,34098922546,48,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
607,1479367,0,139669186746688,34098922545,37,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
608,1479399,0,139669186742720,34098922544,39,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
609,1479422,0,139669186738368,34098922543,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
610,1479490,0,139669186726272,34098922540,38,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
611,1479606,0,139669186730368,34098922541,38,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
612,1480419,0,139669186717760,34098922538,33,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
613,1480467,0,139669186721536,34098922539,28,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
614,1480563,0,139669186705984,34098922535,41,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
615,1480741,0,139669186708736,34098922536,20,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
616,1481026,0,139669186701312,34098922534,32,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
617,1481054,0,139669186698752,34098922533,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
618,1481219,0,139669186691456,34098922532,6,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
619,1481754,0,139669186681984,34098922529,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
620,1481756,0,139669186684480,34098922530,25,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
621,1481899,0,139669186676672,34098922528,31,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
622,1482531,0,139669186673792,34098922527,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
623,1482831,0,139669186664320,34098922525,30,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
624,1482871,0,139669186669696,34098922526,50,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
625,1483010,0,139669186658304,34098922524,0,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
626,1483301,0,139669186657984,34098922523,59,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
627,1483662,0,139669186653696,34098922522,56,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
628,1483695,0,139669186643584,34098922520,26,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
629,1484189,0,139669186640064,34098922519,35,LOAD,L1D_Prefetch_Cross_Page,0,0,0,0
