dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,dram_rq_read_total_observed_count,dram_rq_read_pki,total_classified_read_count,stlb_miss_ptw_dram_touch_total_count,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share,cache_demand_count,cache_demand_share,cache_prefetch_count,cache_prefetch_share,stlb_demand_count,stlb_demand_share,stlb_prefetch_count,stlb_prefetch_share,data_demand_read_count,data_demand_read_share,inst_demand_read_count,inst_demand_read_share,cache_inst_prefetch_count,cache_inst_prefetch_share,cache_data_prefetch_count,cache_data_prefetch_share,stlb_data_demand_count,stlb_data_demand_share,stlb_inst_demand_count,stlb_inst_demand_share,stlb_l1i_pref_count,stlb_l1i_pref_share,stlb_l1d_pref_count,stlb_l1d_pref_share,unclassified_read_count,unclassified_read_share,stlb_miss_touch_dram_count,stlb_miss_touch_dram_share,stlb_miss_no_dram_touch_count,stlb_miss_no_dram_touch_share
spec17,620.omnetpp_s,2,0.48954821773038865,4.5981999540180007,0.21399587570908066,2281253,22.812529771874701,2281253,459820,0.21309627580532342,0.0008995999037572374,0,0,0,0.99579618111434909,0.0042038188856509066,0,0,0,619081,0.27137761572258756,1546400,0.67787308115320832,115772,0.050749303124204108,0,0,616597,0.27028874044220436,2484,0.001088875280383193,0,0,1546400,0.67787308115320832,115507,0.050633138893406385,265,0.00011616423079772388,0,0,0,0,0,0,115747,0.25172241311817667,344073,0.74827758688182333
spec17,623.xalancbmk_s,3,0.83921542520401948,2.7386466666666665,0.13533448418999677,2858258,19.055053333333333,2858258,410797,0.13365563908783629,0.0016788451021604919,0,0,0,0.98759484611620829,0.012405153883791752,0,0,0,812041,0.28410346441783774,1995219,0.69805419944595626,50998,0.01784233613620604,0,0,786346,0.27511372311386867,25695,0.0089897413039690607,0,0,1995219,0.69805419944595626,49870,0.017447690166528005,1128,0.00039464596967803465,0,0,0,0,0,0,50979,0.12409779039282176,359818,0.87590220960717824
spec17,649.fotonik3d_s,1,0.95920000000000005,3.3953798641848056,0.74596193053993254,1660439,33.208778671648851,1660439,169769,0.74596193053993254,0,0,0,0,1,0,0,0,0,359241,0.21635302471213938,1280034,0.77090094848410573,21164,0.01274602680375491,0,0,359241,0.21635302471213938,0,0,0,0,1280034,0.77090094848410573,21164,0.01274602680375491,0,0,0,0,0,0,0,0,20932,0.12329695056223457,148837,0.87670304943776545
gap,gap.bc.twitter-10B,1,0.15012899999999998,35.624138575034458,0.96824408874412515,12093559,241.87117032515317,12093559,1781207,0.9681098223225808,0,0.00013426642154437912,0,0,0.99986132998579058,0,0.00013867001420946582,0,0,2938448,0.24297628183729869,8585324,0.70990880352094865,569727,0.047109953323087109,60,4.9613186655805789e-06,2938448,0.24297628183729869,0,0,0,0,8585324,0.70990880352094865,569727,0.047109953323087109,0,0,0,0,60,4.9613186655805789e-06,0,0,570440,0.32025474860586106,1210767,0.67974525139413888
gap,gap.cc.twitter-10B,1,0.49796299999999999,2.5477198980912039,0.71989420800108506,782847,15.656939373722425,782847,127386,0.71989420800108506,0,0,0,0,1,0,0,0,0,118713,0.15164265814392849,635507,0.81178953230963391,28627,0.036567809546437555,0,0,118713,0.15164265814392849,0,0,0,0,635507,0.81178953230963391,28627,0.036567809546437555,0,0,0,0,0,0,0,0,28619,0.22466362080605404,98767,0.77533637919394593
gap,gap.pr.twitter-10B,1,0.028780699999999996,121.26662,0.79967236720301005,26403358,528.06715999999994,26403358,6063331,0.79965561759942838,0,1.6749603581724679e-05,0,0,0.99997905441744805,0,2.0945582551900928e-05,0,0,5932110,0.2246725586949963,20267832,0.76762326973712969,203415,0.0077041336939036318,1,3.7873970424519489e-08,5932110,0.2246725586949963,0,0,0,0,20267832,0.76762326973712969,203415,0.0077041336939036318,0,0,0,0,1,3.7873970424519489e-08,0,0,203338,0.033535691849908907,5859993,0.9664643081500911
ligra,ligra_BellmanFord,1,0.46757300000000002,6.6997195980168245,0.33991752342992132,3232573,64.651456120912627,3232573,334986,0.33991752342992132,0,0,0,0,1,0,0,0,0,761748,0.2356475785697647,2459325,0.76079488382783622,11500,0.0035575376023990798,0,0,761746,0.23564695986757297,2,6.1870219172157901e-07,0,0,2459325,0.76079488382783622,11500,0.0035575376023990798,0,0,0,0,0,0,0,0,11468,0.034234266506659977,323518,0.96576573349334005
ligra,ligra_CF,1,1.22377,1.3294798670520134,0.4649344290959958,609598,12.191958780804121,609598,66474,0.4649344290959958,0,0,0,0,1,0,0,0,0,217992,0.35759959842387934,359922,0.59042516543689449,31684,0.05197523613922618,0,0,217992,0.35759959842387934,0,0,0,0,359922,0.59042516543689449,31684,0.05197523613922618,0,0,0,0,0,0,0,0,31785,0.47815687336402202,34689,0.52184312663597798
ligra,ligra_Components,1,0.448654,1.1160798883920111,1,3578540,71.57079284292071,3578540,55803,1,0,0,0,0,1,0,0,0,0,1956079,0.54661370279499466,1615377,0.45140671894124418,7084,0.0019795782637611987,0,0,1956079,0.54661370279499466,0,0,0,0,1615377,0.45140671894124418,7084,0.0019795782637611987,0,0,0,0,0,0,0,0,6975,0.1249932799311865,48828,0.87500672006881353
ligra,ligra_PageRank,3,0.46491102556627417,28.497211433519237,0.47815865300665922,16524835,110.16555932229605,16524835,4274582,0.47815518531829965,1.1186091482317083e-07,3.3558274446951249e-06,0,0,0.99999274782891057,2.339410028863641e-07,7.0182300865909224e-06,0,0,5859079,0.35456202739694526,10612813,0.64223412820763415,52943,0.0032038443954205895,0,0,5859074,0.35456172482206327,5,3.0257488198823166e-07,0,0,10612813,0.64223412820763415,52941,0.0032037233654677944,2,1.2102995279529266e-07,0,0,0,0,0,0,53008,0.012400744681000388,4221574,0.98759925531899961
ligra,ligra_PageRankDelta,2,0.60978954809753827,5.4838198354854049,0.4567322748079396,3071847,30.718469078445928,3071847,548382,0.4567322748079396,0,0,0,0,1,0,0,0,0,981700,0.3195797186513521,2085356,0.6788606333583671,4791,0.001559647990280766,0,0,981697,0.3195787420402123,3,9.7661113981262749e-07,0,0,2085356,0.6788606333583671,4791,0.001559647990280766,0,0,0,0,0,0,0,0,4771,0.0087001396836511782,543611,0.99129986031634887
ligra,ligra_Radii,2,0.27941283868856132,10.890149564394017,0.36216297109221063,6238948,62.389477504420903,6238948,1089015,0.36216164085168651,1.3302405241147664e-06,0,0,0,0.99999632695601071,3.6730439892930768e-06,0,0,0,2030260,0.3254170414627594,4153254,0.6656978067456244,55434,0.0088851517916161502,0,0,2030193,0.32540630247278868,67,1.0738989970745069e-05,0,0,4153254,0.6656978067456244,55430,0.0088845106578865542,4,6.4113372959672047e-07,0,0,0,0,0,0,55456,0.050923081867559214,1033559,0.94907691813244077
