dataset,num_traces,discard_stlb_demand_mpki_mean,permit_stlb_demand_mpki_mean,permit_vs_discard_ipc_pct_geomean,cross_requested_mpki_mean,pq_drop_rate_pct_weighted,reach_stlb_pct_of_requested_weighted,trigger_translation_pct_of_requested_weighted,useful_pct_of_requested_weighted,fill_productivity_pct_weighted,useful_vs_discard_miss_pct_weighted,demand_miss_reduction_pct_weighted,too_early_among_useless_pct_weighted,pollution_per_fill_pct_weighted
gap,71.0,33.777203661971825,33.518548028169015,2.168558491632422,88.33761275371697,80.28461118740967,0.4156269482513199,0.36375074844898025,0.019063227113979137,5.240736641631254,0.0498561084757903,0.7657276791003264,11.83803836493406,58.24439442719166
xsbench,28.0,20.67094178571428,20.647715714285713,0.18022385069225155,57.60157682951301,85.64987731393941,0.11210630333733601,0.04842997264354469,0.01657506668390578,34.22481116374344,0.046188006212030265,0.11238684128530821,23.9718161823384,55.0518499551914
