dataset,workload,trace_tag,num_traces,base_ipc,other_ipc,ipc_speedup,ipc_speedup_pct,base_stlb_mpki,other_stlb_mpki,stlb_mpki_norm,stlb_mpki_change_pct,base_stlb_miss_rate,other_stlb_miss_rate,stlb_miss_rate_norm,stlb_miss_rate_change_pct
spec06,403.gcc,403.gcc-17B,1,0.686491,0.686638,1.00021413245,0.0214132450389,2.87791,2.94155,1.0221132697,2.21132696992,0.257233,0.257552,1.00124012082,0.124012082431
spec06,429.mcf,429.mcf-184B,1,0.121418,0.121357,0.999497603321,-0.050239667924,9.0891,9.09439,1.00058201582,0.0582015821148,0.0916901,0.0907657,0.989918213635,-1.00817863652
spec06,429.mcf,429.mcf-192B,1,0.119556,0.119628,1.00060222824,0.0602228244505,2.82481,2.82658,1.00062659081,0.0626590814957,0.0193574,0.0193674,1.0005165983,0.0516598303491
spec06,429.mcf,429.mcf-22B,1,0.720121,0.718695,0.998019777232,-0.198022276812,3.14831,3.14926,1.00030174919,0.0301749192424,0.644563,0.604375,0.937650780451,-6.23492195487
spec06,429.mcf,429.mcf-51B,1,0.158306,0.158186,0.999241974404,-0.0758025595998,10.5045,10.5211,1.00158027512,0.158027512019,0.133184,0.131824,0.989788563191,-1.02114368092
spec06,433.milc,433.milc-127B,1,0.929767,1.02524,1.10268486621,10.2684866208,2.18092,2.18152,1.00027511325,0.0275113254957,0.99994,0.999285,0.999344960698,-0.0655039302358
spec06,433.milc,433.milc-274B,1,1.0819,1.17827,1.08907477586,8.90747758573,1.20895,1.21036,1.00116630134,0.116630133587,0.963146,0.961993,0.998802881391,-0.119711860922
spec06,433.milc,433.milc-337B,1,1.12031,1.1654,1.04024778856,4.02477885585,1.96182,1.96498,1.0016107492,0.161074920227,0.999913,0.999359,0.999445951798,-0.0554048202194
spec06,436.cactusADM,436.cactusADM-1804B,1,1.87821,1.8784,1.00010116015,0.0101160147161,9.03533,9.16095,1.01390319999,1.39031999938,0.327811,0.33032,1.00765380051,0.76538005131
spec06,450.soplex,450.soplex-247B,1,0.592851,0.592795,0.99990554119,-0.00944588100552,1.05987,1.12353,1.06006397011,6.00639701095,0.135699,0.139332,1.02677248911,2.67724891119
spec06,459.GemsFDTD,459.GemsFDTD-1169B,1,1.08346,1.05867,0.977119598324,-2.28804016761,1.77855,1.77796,0.999668269096,-0.0331730904388,0.130892,0.0669689,0.511634782874,-48.8365217126
spec06,459.GemsFDTD,459.GemsFDTD-1211B,1,1.15568,1.11423,0.96413367022,-3.58663297799,1.07741,1.07729,0.999888621787,-0.0111378212565,0.162754,0.114721,0.704873612937,-29.5126387063
spec06,459.GemsFDTD,459.GemsFDTD-765B,1,1.06014,1.03884,0.979908313996,-2.00916860037,2.26244,2.285,1.00997153516,0.997153515673,0.691931,0.424123,0.612955627078,-38.7044372922
spec06,471.omnetpp,471.omnetpp-188B,1,0.409804,0.41345,1.0088969361,0.889693609628,4.52055,5.27935,1.16785568128,16.7855681278,0.234279,0.235221,1.00402084694,0.402084693891
spec06,473.astar,473.astar-359B,1,0.193995,0.19411,1.00059279878,0.0592798783474,17.1205,17.2728,1.00889576823,0.889576823107,0.509587,0.510478,1.00174847475,0.174847474523
spec06,473.astar,473.astar-42B,1,0.519879,0.540825,1.04029014444,4.02901444375,5.51518,9.18546,1.66548689254,66.548689254,0.23597,0.296014,1.25445607492,25.4456074925
spec06,483.xalancbmk,483.xalancbmk-127B,1,0.296073,0.29646,1.00130711007,0.130711007083,3.46828,3.47763,1.00269586077,0.269586077249,0.806856,0.807157,1.00037305294,0.0373052936335
spec17,602.gcc_s,602.gcc_s-2226B,1,0.478264,0.48962,1.02374420822,2.37442082197,1.31377,1.42813,1.08704720004,8.70472000426,0.966377,0.888726,0.919647301209,-8.03526987915
spec17,605.mcf_s,605.mcf_s-1536B,1,0.499389,0.500011,1.00124552203,0.124552202792,22.3931,22.3946,1.00006698492,0.00669849194619,0.915596,0.915471,0.999863476905,-0.0136523095339
spec17,605.mcf_s,605.mcf_s-1644B,1,0.199697,0.200052,1.00177769321,0.177769320521,24.2157,24.2201,1.0001817003,0.018170030187,0.81829,0.815994,0.997194148774,-0.280585122634
spec17,605.mcf_s,605.mcf_s-472B,1,0.566257,0.573642,1.01304178138,1.3041781382,1.29826,1.3024,1.00318888358,0.318888358264,0.434096,0.377944,0.87064612436,-12.935387564
spec17,605.mcf_s,605.mcf_s-782B,1,0.142002,0.145105,1.0218518049,2.18518049042,1.13176,1.15671,1.02204530996,2.20453099597,0.013279,0.0134411,1.01220724452,1.22072445214
spec17,605.mcf_s,605.mcf_s-994B,1,0.413021,0.413271,1.0006052961,0.0605296098745,8.07707,8.08072,1.00045189654,0.0451896541691,0.497847,0.496089,0.99646879463,-0.353120537032
spec17,620.omnetpp_s,620.omnetpp_s-141B,1,0.468332,0.46793,0.999141634567,-0.0858365433069,4.86168,4.98361,1.0250798078,2.50798078031,0.216088,0.219096,1.01392025471,1.3920254711
spec17,620.omnetpp_s,620.omnetpp_s-874B,1,0.514528,0.515406,1.00170641831,0.17064183096,4.27511,4.3957,1.02820746133,2.82074613285,0.207645,0.209497,1.0089190686,0.891906860266
spec17,623.xalancbmk_s,623.xalancbmk_s-10B,1,0.675511,0.676457,1.00140042131,0.140042131068,4.81179,4.82049,1.00180805896,0.180805895519,0.664511,0.664199,0.999530481813,-0.0469518187058
spec17,623.xalancbmk_s,623.xalancbmk_s-592B,1,1.17991,1.17513,0.995948843556,-0.405115644414,1.28524,1.33323,1.03733932962,3.73393296194,0.0551395,0.0559972,1.01555509208,1.55550920846
spec17,623.xalancbmk_s,623.xalancbmk_s-700B,1,1.03878,1.03923,1.00043320049,0.0433200485185,1.75718,1.81638,1.03369034476,3.36903447569,0.0575176,0.0581209,1.01048896338,1.04889633782
spec17,649.fotonik3d_s,649.fotonik3d_s-10881B,1,0.847315,0.906096,1.06937325552,6.93732555189,3.39599,3.39529,0.99979387454,-0.0206125459733,0.731144,0.493566,0.67505990612,-32.494009388
gap,bc,bc.kron-2608B,1,0.480244,0.480866,1.00129517495,0.129517495273,18.144,18.1593,1.00084325397,0.0843253968254,0.981724,0.981092,0.999356234542,-0.0643765457501
gap,bc,bc.kron-5154B,1,0.958506,0.96315,1.00484504009,0.484504009365,2.86106,2.86332,1.00078991702,0.078991702376,0.983956,0.983425,0.999460341723,-0.0539658277403
gap,bc,bc.road-131B,1,0.162192,0.162219,1.00016646937,0.0166469369636,8.47638,8.47794,1.00018404083,0.018404082875,0.566967,0.564351,0.995385974845,-0.46140251549
gap,bc,bc.road-174B,1,0.232422,0.231859,0.997577681975,-0.242231802497,8.77656,8.77957,1.00034295897,0.0342958972536,0.50602,0.502898,0.993830283388,-0.616971661199
gap,bc,bc.road-79B,1,0.28112,0.280631,0.998260529311,-0.173947068867,7.375,7.38071,1.00077423729,0.0774237288136,0.37853,0.377069,0.996140332338,-0.385966766174
gap,bc,bc.road-95B,1,0.214081,0.213563,0.997580355099,-0.241964490076,7.92505,7.92797,1.00036845193,0.0368451934057,0.548608,0.545833,0.994941743467,-0.50582565329
gap,bc,bc.twitter-1658B,1,0.404283,0.40495,1.0016498344,0.164983439818,9.87701,9.87968,1.00027032472,0.0270324723778,0.971476,0.971366,0.999886770234,-0.0113229765841
gap,bc,bc.twitter-2320B,1,0.591171,0.589115,0.996522156872,-0.34778431283,19.0546,19.0797,1.00131726722,0.131726722156,0.968362,0.967933,0.999556983855,-0.0443016144789
gap,bc,bc.twitter-309B,1,0.200757,0.201998,1.00618160263,0.618160263403,42.7172,42.7318,1.0003417827,0.0341782701113,0.988597,0.986827,0.998209583885,-0.179041611496
gap,bc,bc.twitter-876B,1,0.178918,0.179011,1.00051979119,0.051979118926,66.4205,67.4609,1.01566383872,1.56638387245,0.947691,0.947956,1.00027962701,0.0279627009226
gap,bc,bc.urand-3004B,1,0.328291,0.328423,1.0004020823,0.0402082298936,10.8155,10.8156,1.00000924599,0.000924598955199,0.982586,0.982582,0.99999592911,-0.000407089048693
gap,bfs,bfs.kron-128B,1,0.500602,0.513917,1.02659797604,2.65979760369,1.09597,1.09596,0.999990875663,-0.000912433734501,0.930831,0.930436,0.999575647996,-0.0424352003747
gap,bfs,bfs.kron-542B,1,0.20004,0.201681,1.00820335933,0.820335932813,17.5744,17.6333,1.00335146577,0.335146576839,0.498071,0.498035,0.999927721148,-0.00722788518103
