dataset,workload,trace_tag,num_traces,base_ipc,other_ipc,ipc_speedup,ipc_speedup_pct,base_stlb_mpki,other_stlb_mpki,stlb_mpki_norm,stlb_mpki_change_pct,base_stlb_miss_rate,other_stlb_miss_rate,stlb_miss_rate_norm,stlb_miss_rate_change_pct
spec06,403.gcc,,1,0.686638,0.690893,1.00619686065,0.619686064564,2.94155,2.94473,1.00108106271,0.108106270504,0.257552,0.257671,1.00046204262,0.0462042616637
spec06,429.mcf,,4,0.201559181202,0.205330270496,1.01870958827,1.87095882745,6.3978325,6.397845,1.00013395799,0.0133957992797,0.211583025,0.212569,1.00255645084,0.25564508405
spec06,433.milc,,3,1.12076645874,1.55917696013,1.39117025493,39.1170254932,1.78562,1.78619333333,1.0003539602,0.0353960200477,0.986879,0.985686666667,0.998793792556,-0.120620744442
spec06,436.cactusADM,,1,1.8784,1.88976,1.00604770017,0.604770017036,9.16095,9.14687,0.998463041497,-0.153695850321,0.33032,0.330143,0.99946415597,-0.0535844030031
spec06,450.soplex,,1,0.592795,0.608407,1.02633625452,2.63362545231,1.12353,1.12018,0.997018326168,-0.298167383158,0.139332,0.139119,0.998471277237,-0.15287227629
spec06,459.GemsFDTD,,3,1.07010905544,1.24999745335,1.16810286485,16.8102864846,1.71341666667,1.71395,1.00019242119,0.0192421187656,0.201937633333,0.210688533333,1.06345624724,6.34562472385
spec06,471.omnetpp,,1,0.41345,0.436082,1.05473938808,5.47393880759,5.27935,5.27279,0.998757422789,-0.124257721121,0.235221,0.233168,0.991272037786,-0.872796221426
spec06,473.astar,,2,0.324005464074,0.347112910542,1.07131807648,7.13180764831,13.22913,13.13896,0.991289517363,-0.871048263701,0.403246,0.403093,0.999971361544,-0.00286384560937
spec06,483.xalancbmk,,1,0.29646,0.296097,0.998775551508,-0.122444849221,3.47763,3.47826,1.00018115786,0.0181157857506,0.807157,0.807129,0.999965310342,-0.00346896576503
spec06,gmean_spec06,,17,0.539755774254,0.598588386829,1.10899857932,10.8998579323,4.97233588235,4.96073882353,0.998838530699,-0.116146930129,0.411109176471,0.412518682353,1.01097373352,1.09737335167
spec17,602.gcc_s,,1,0.48962,0.738955,1.50924186104,50.9241861035,1.42813,1.40638,0.984770294021,-1.52297059791,0.888726,0.934683,1.05171110106,5.17111010593
spec17,605.mcf_s,,5,0.321614885483,0.331328412451,1.03020235507,3.02023550743,11.430906,11.431406,1.0003445234,0.0344523396258,0.52378782,0.5220665,0.995314531889,-0.468546811092
spec17,620.omnetpp_s,,2,0.491094623856,0.490243917674,0.998267734687,-0.173226531256,4.689655,4.69244,1.00061867902,0.061867902057,0.2142965,0.2143605,1.00030152019,0.0301520188567
