dataset,workload,num_traces,permit_ipc,cppb_ipc,cppb_ipc_speedup,cppb_ipc_speedup_pct,permit_stlb_demand_mpki,cppb_stlb_demand_mpki,cppb_stlb_pb_demand_mpki,stlb_demand_mpki_reduction,stlb_demand_mpki_reduction_pct,stlb_pb_demand_mpki_reduction,stlb_pb_demand_mpki_reduction_pct
spec06,401.bzip2,3,1.4992141132045229,1.5005236384833325,1.0008734744872503,0.087347448725028087,0.00015333333333333334,0.0021599999748000008,0.00048333333333333328,-0.0020066666414666674,-1308.6956357391309,-0.00032999999999999994,-215.21739130434781
spec06,403.gcc,1,0.69089299999999998,0.69047099999999995,0.99938919630101908,-0.061080369898092179,2.6280799737192004,2.6551399468972012,2.559009948819801,-0.027059973178000796,-1.0296480110423056,0.069070024899399396,2.6281553678008107
spec06,410.bwaves,2,1.6051649797450729,1.6050899340846918,0.99995324738495539,-0.0046752615044609591,0.028584999420350015,0.033374998994650046,0.028244999137350037,-0.0047899995743000308,-16.757039256365957,0.00034000028299997764,1.1894360325154563
spec06,429.mcf,5,0.27939738531744279,0.27945705446962188,1.0002135637458143,0.02135637458142714,5.0832438644687459,5.0904439093397018,5.077351909593002,-0.007200044870955935,-0.14164271994274724,0.0058919548757438989,0.11590934908568551
spec06,433.milc,3,1.5591769601293444,1.5569390290682905,0.9985646715425629,-0.14353284574371017,0.0014166666412000009,0.0016366666158666684,0.00063666664613333404,-0.00021999997466666749,-15.529410255634613,0.00077999999506666684,55.058824170939779
spec06,434.zeusmp,1,1.9381699999999999,1.9291400000000001,0.99534096596273813,-0.46590340372618666,0.022219999555600008,0.031359999372800013,0.020339999593200007,-0.0091399998172000049,-41.134113411341147,0.0018799999624000002,8.4608460846084643
spec06,435.gromacs,2,2.765012054747682,2.7688939963819488,1.001403951070521,0.14039510705210478,0.0023349999766500004,0.0045099999812000004,0.0022749999864000001,-0.00217500000455,-93.147752732334041,5.9999990250000305e-05,2.5695927558886611
spec06,436.cactusADM,1,1.8897600000000001,1.8908799999999999,1.0005926678520023,0.059266785200229322,9.0566298188674033,8.9812098203758044,8.9609498207810034,0.075419998491598861,0.83276008846556726,0.09567999808639982,1.0564636073241318
spec06,437.leslie3d,6,2.6242001661080847,2.6233843652226643,0.99968912398682219,-0.031087601317780766,0.006909999892833335,0.022103332713100023,0.0054549998871666712,-0.015193332820266688,-219.87457389144626,0.0014550000056666639,21.056440350682326
spec06,445.gobmk,1,1.27512,1.27542,1.0002352719744023,0.023527197440231795,0.089479995526000222,0.089069995546500219,0.088029995598500221,0.00040999997950000311,0.45820295037997116,0.0014499999275000008,1.6204738489047799
spec06,450.soplex,2,0.61876925614965717,0.62020190522119489,1.0023153203836475,0.23153203836474567,0.70132999364580018,0.69021998413700081,0.59427998634375068,0.011110009508799368,1.5841343746108683,0.1070500073020495,15.26385699627072
spec06,454.calculix,1,4.1965599999999998,4.2065799999999998,1.0023876699010619,0.23876699010618729,0.0035299999647000002,0.0035999998200000089,0.0023899998805000061,-6.9999855300008611e-05,-1.9829987535412874,0.0011400000841999942,32.294620271954535
spec06,459.GemsFDTD,6,1.2215968779690689,1.222047290037215,1.0003687076123631,0.036870761236307281,0.30851833308761673,0.28560499305275017,0.1971466625814001,0.022913340034866558,7.4268973923048325,0.11137167050621663,36.098882485076821
spec06,462.libquantum,2,1.4459106051205239,1.4473011468246681,1.000961706553102,0.096170655310201525,0.03125,0.030779999999999998,0.01372,0.00047000000000000167,1.5040000000000053,0.01753,56.096000000000004
spec06,470.lbm,1,0.73614299999999999,0.73453100000000004,0.9978102080709863,-0.21897919290136958,0.30423998783040046,0.14474999421000023,0.13891999444320022,0.15948999362040023,52.422429660794108,0.16531999338720024,54.338679989481989
spec06,471.omnetpp,1,0.43608200000000003,0.43816100000000002,1.0047674519929739,0.47674519929739034,3.7431199999999998,3.9535200000000001,3.1268600000000002,-0.21040000000000036,-5.6209792900040689,0.61625999999999959,16.463805595332225
spec06,473.astar,3,0.65357782906927331,0.65669276611028538,1.0047659772141411,0.47659772141410706,6.277203219378368,5.8419099953112008,5.7000033317131331,0.43529322406716719,6.9345090298076117,0.57719988766523489,9.1951760599905406
spec06,481.wrf,5,3.0316907560420376,3.0345119552325688,1.0009305695790072,0.093056957900716775,0.012487999917360002,0.012999999638640011,0.0058959998355600047,-0.00051199972128000877,-4.0999337337299213,0.0065920000817999971,52.786676212547292
spec06,482.sphinx3,6,2.0685149686072015,2.0759838872462475,1.0036107636407749,0.36107636407749499,0.24330166486156671,0.15834499704783347,0.12892499749360009,0.084956667813733233,34.918243515543438,0.11437666736796662,47.010227995375374
spec06,483.xalancbmk,2,0.67986273536648556,0.68011946075671148,1.0003776135635489,0.037761356354892861,2.1547049869707005,2.1570049869146004,2.1453999870374503,-0.0022999999438999552,-0.10674314849632438,0.0093049999332501798,0.43184565819992526
spec17,600.perlbench_s,1,1.44743,1.44469,0.99810698962989575,-0.18930103701042533,0.12873999999999999,0.12870999999999999,0.12756999999999999,3.0000000000002247e-05,0.023302780798506451,0.0011700000000000044,0.90880845114184039
spec17,602.gcc_s,3,1.3399818320188741,1.3404427102580747,1.0003439436477328,0.034394364773282504,0.12869333274656666,0.12345333324503334,0.11792333325086668,0.0052399995015333239,4.0716946167307366,0.010769999495699983,8.3687315153374247
spec17,603.bwaves_s,4,2.0197408018729255,2.0196122040423043,0.99993632953768041,-0.0063670462319587173,0.032304998828000052,0.037817498375375069,0.031849998619825064,-0.0055124995473750174,-17.063921211466226,0.00045500020817498821,1.408451399727717
spec17,605.mcf_s,9,0.40253421711903103,0.40272013291464265,1.0004618633341089,0.0461863334108914,6.1212197917569648,6.1383964592368647,6.07702312659932,-0.017176667479899876,-0.28060857254350591,0.044196665157644865,0.72202382304850099
spec17,607.cactuBSSN_s,3,2.1583787042475038,2.1587705539826478,1.0001815481844647,0.018154818446469712,0.068933331670533379,0.068933331535466713,0.068933331535466713,1.3506666618479102e-10,1.9593811018125962e-07,1.3506666618479102e-10,1.9593811018125962e-07
spec17,619.lbm_s,4,0.64629961870791042,0.64624122394775163,0.99990964754044642,-0.0090352459553577624,0.37059748647852564,0.4296974876255254,0.32938249035832534,-0.059100001146999759,-15.947221258454025,0.041214996120200298,11.12122926462118
spec17,620.omnetpp_s,2,0.49024391767364139,0.49050686110593805,1.0005363522581667,0.053635225816672794,4.5094949516303009,4.5355399515491008,4.3964199526901009,-0.026044999918799938,-0.57755913241201995,0.11307499894020001,2.5074869836437141
spec17,621.wrf_s,2,1.8450888368856391,1.8457553468431291,1.0003612346160065,0.036123461600645612,0.020254999916200001,0.040609998701850045,0.011704999620700013,-0.020354998785650044,-100.49369967841896,0.0085500002954999876,42.211801189205019
spec17,623.xalancbmk_s,6,1.4153375191772009,1.4127078816824996,0.99814204212135216,-0.18579578786478423,1.3091483013237346,1.2987866346144179,1.2869949681169013,0.010361666709316708,0.79148150739222212,0.022153333206833326,1.6921943208751178
spec17,625.x264_s,2,3.3883935787921691,3.38984869736099,1.0004294420158062,0.042944201580619179,0.011454999858850005,0.016204999423200021,0.011344999591200014,-0.0047499995643500159,-41.466605175732219,0.00011000026764999143,0.96028170236079902
spec17,627.cam4_s,2,1.7520742427191835,1.7512906250534204,0.99955274859554655,-0.044725140445345257,0.016504999834950001,0.01966999915030004,0.011124999490350026,-0.0031649993153500394,-19.176003314147415,0.0053800003445999747,32.596185388669973
spec17,628.pop2_s,1,2.5196000000000001,2.5175100000000001,0.99917050325448487,-0.082949674551513475,0.02266,0.033349999999999998,0.021700000000000001,-0.010689999999999998,-47.175639894086487,0.00095999999999999905,4.23654015887025
spec17,649.fotonik3d_s,4,1.6751011599269818,1.6751753884564564,1.0000443128637546,0.0044312863754614185,0.0066724997737250095,0.10437999613460015,0.0035399999748500013,-0.09770749636087514,-1464.3312053097106,0.0031324997988750082,46.946420458643935
spec17,654.roms_s,8,1.523238682387084,1.5222315354389448,0.99933881212459696,-0.066118787540303536,0.094391247811137585,0.086821247995800099,0.080704998122587593,0.0075699998153374859,8.0198111486818107,0.013686249688549992,14.499490160289097
spec17,657.xz_s,1,1.10442,1.1062000000000001,1.0016117056916753,0.16117056916753469,0.98188998036220043,0.98332998033340036,0.97525998049480034,-0.0014399999711999234,-0.14665593905629493,0.0066299998674000937,0.67522838607176894
spec06,gmean_spec06,54,1.3262633192980262,1.3275109685703814,1.0009407251593261,0.094072515932608347,1.2842790500468821,1.2507609104399375,1.2032057260392539,0.033518139606944608,2.6098798081087615,0.081073324007628234,6.312749865745193
spec17,gmean_spec17,52,1.1737694733053763,1.1735322228853131,0.99979787307008827,-0.020212692991172787,1.4650170717819093,1.4801353408778941,1.4435807262793554,-0.015118269095984793,-1.0319517353880592,0.021436345502553911,1.4632147239404314
all,gmean_all,106,1.2491273784288468,1.2496019438946857,1.0003799175921002,0.037991759210020959,1.3729429852376502,1.3632842159378031,1.3211255374777946,0.0096587692998471031,0.70350840520702063,0.051817447759855639,3.7741878808526197
