pref_config,pref_label,dataset,workload,nopref_ipc,pref_ipc,ipc_speedup,ipc_speedup_pct,nopref_stlb_mpki,pref_stlb_mpki,stlb_mpki_norm,stlb_mpki_change_pct,nopref_stlb_miss_rate,pref_stlb_miss_rate,stlb_miss_rate_norm,stlb_miss_rate_change_pct,nopref_dram_rq_read_pki,pref_dram_rq_read_pki,dram_rq_read_pki_norm,dram_rq_read_pki_change_pct
pref-workload-sweep,Berti+pythia,spec06,429.mcf,0.18112831219304698,0.25830913129479416,1.4261112918641217,42.611129186412164,5.6571997171400144,5.8275097668996096,1.0301050092404542,3.0105009240454228,0.062390954789386964,0.063182144404264409,1.0126811589524196,1.2681158952419613,52.408922379553879,80.748801770047933,1.5407453178535531,54.074531785355305
pref-workload-sweep,Berti+pythia,spec06,433.milc,0.78103084817534707,1.0750455051304406,1.3764443589417419,37.644435894174187,1.292306614974402,1.2923666149720021,1.0000464286082766,0.0046428608276638528,0.91135443650946635,0.90674580901062718,0.99494310082420789,-0.50568991757921067,17.431985969387227,21.344599146216034,1.2244502252181622,22.445022521816217
pref-workload-sweep,Berti+pythia,spec06,436.cactusADM,1.3289500000000001,1.9065799999999999,1.4346514165318482,43.465141653184823,9.4180398116392041,9.2412200000000002,0.98122541259374563,-1.8774587406254373,0.34788319625655928,0.33698694676163288,0.96867842536754623,-3.1321574632453775,4.382819912343602,4.4099000000000004,1.006178690477364,0.61786904773639684
pref-workload-sweep,Berti+pythia,spec06,450.soplex,0.42426599999999998,0.643428,1.516567436466745,51.656743646674499,1.0779399999999999,1.1165799999999999,1.0358461509917065,3.5846150991706516,0.21426555300684177,0.20967299740486053,0.97856605722416523,-2.1433942775834769,19.881519999999998,33.054839999999999,1.6625911902108088,66.259119021080878
pref-workload-sweep,Berti+pythia,spec06,459.GemsFDTD,0.77906652582825564,0.99522369479308181,1.2774566250745034,27.745662507450341,2.8706598708203059,2.9028298403443586,1.0112064720209644,1.1206472020964364,0.28418493314774812,0.27688363195689403,0.97430792297824553,-2.5692077021754467,10.831574512579147,21.240223831787688,1.9609544122251621,96.095441222516214
pref-workload-sweep,Berti+pythia,spec06,471.omnetpp,0.40614899999999998,0.46612300000000001,1.1476650194879221,14.766501948792211,4.3348795665120434,4.468239553176045,1.0307644040896173,3.0764404089617337,0.2193401095364737,0.21599160829695802,0.98473374866734587,-1.5266251332654135,17.068918293108172,35.444156455584356,2.0765320828734328,107.65320828734329
pref-workload-sweep,Berti+pythia,spec06,473.astar,0.31582650553745484,0.35441713197163593,1.1221893215343337,12.218932153433371,9.086549545672522,9.4178895291055227,1.0364648849123155,3.6464884912315476,0.32369283886301847,0.32921995841530721,1.0170751987337838,1.7075198733783825,17.874199106290046,27.060988646950566,1.5139692965279563,51.396929652795635
pref-workload-sweep,Berti+pythia,spec06,483.xalancbmk,0.61916260049360217,0.7414618041746992,1.197523564219801,19.7523564219801,2.2915199541696007,2.4044699519106008,1.0492904273146209,4.9290427314620855,0.36900483091787439,0.37561333760319926,1.0179089977464162,1.7908997746416189,13.941989721160205,29.415639411687213,2.1098594963846624,110.98594963846624
pref-workload-sweep,Berti+pythia,spec17,602.gcc_s,0.075557200000000005,0.54833600000000005,7.2572302838114702,625.72302838114706,1.3089399476424022,1.3141,1.0039421612633124,0.39421612633123715,0.96809360392876165,0.96470363681745441,0.99649830646793869,-0.35016935320613118,70.374817185007316,73.449619999999996,1.0436918053642594,4.3691805364259428
pref-workload-sweep,Berti+pythia,spec17,605.mcf_s,0.23603583146113458,0.31226778780472558,1.3229677285507531,32.296772855075304,11.52313967735209,11.599699721607207,1.0066440264024215,0.66440264024214546,0.35950014145221193,0.35410627370436493,0.98499620131981502,-1.5003798680184977,48.097218653277878,69.835770323941517,1.4519710760693256,45.197107606932562
pref-workload-sweep,Berti+pythia,spec17,620.omnetpp_s,0.47320162826642936,0.46908141236250245,0.99129289575984492,-0.87071042401550836,4.5982398160704072,4.6923998592280043,1.0204774102534879,2.0477410253487927,0.21395790767718889,0.21092926830145389,0.98584469530191665,-1.4155304698083349,10.685399572584018,23.58885929233422,2.2075785872207487,120.75785872207487
pref-workload-sweep,Berti+pythia,spec17,623.xalancbmk_s,0.90181851624239784,0.83131956006415597,0.92182578322743969,-7.8174216772560312,2.7387732602993795,2.9286932357102256,1.0693449064089686,6.9344906408968621,0.13533178219547171,0.14045242341368216,1.0378376840616366,3.7837684061636567,5.6424331828684489,20.6291659790278,3.6560762547728625,265.60762547728626
pref-workload-sweep,Berti+pythia,spec17,649.fotonik3d_s,0.73454600000000003,0.85524999999999995,1.164324630452007,16.432463045200695,3.3954,3.3957199999999998,1.0000942451552099,0.0094245155209948805,0.73305007901759112,0.70973944812998746,0.96820049331575853,-3.1799506684241474,17.59216,39.060400000000001,2.2203299651663015,122.03299651663015
pref-workload-sweep,Berti+pythia,gap,gap.bc.twitter-10B,0.156026,0.15440899999999999,0.98963634266083855,-1.0363657339161447,35.619280000000003,35.756597139472227,1.0038551351816269,0.38551351816269452,0.96829780027217272,0.96703440546610298,0.99869524147869115,-0.13047585213088464,84.229159999999993,219.74344242052462,2.6088760996847724,160.88760996847725
pref-workload-sweep,Berti+pythia,gap,gap.cc.twitter-10B,0.32799200000000001,0.53303400000000001,1.6251432961779555,62.514329617795553,2.5477198980912039,2.5707798971688041,1.0090512301194794,0.9051230119479392,0.71989420800108506,0.71540122666607298,0.99375883111007701,-0.62411688899229878,8.6231596550736143,8.7987596480496144,1.0203637645596277,2.0363764559627739
pref-workload-sweep,Berti+pythia,gap,gap.pr.twitter-10B,0.032227400000000003,0.030753600000000002,0.95426872785269679,-4.5731272147303219,121.26506000000001,122.23721022102318,1.0080167380531802,0.80167380531801502,0.79972346523933258,0.80051502892437121,1.0009897967478067,0.09897967478067482,133.31263999999999,273.68331810533454,2.0529435026216163,105.29435026216163
pref-workload-sweep,Berti+pythia,ligra,ligra_BellmanFord,0.379052,0.48539900000000002,1.2805604508088602,28.056045080886015,6.6988200000000004,6.7915395925076245,1.0138411828512521,1.3841182851252132,0.3399032475104044,0.33803791338037914,0.99451216149393173,-0.54878385060682655,27.6678,48.761597074304177,1.7623951696305518,76.239516963055181
pref-workload-sweep,Berti+pythia,ligra,ligra_CF,1.05677,1.22645,1.1605647397257681,16.056473972576811,1.3294998670500133,1.3519600000000001,1.0168936707002634,1.6893670700263375,0.46491215800369273,0.45868334984461301,0.98660218268796007,-1.3397817312039928,8.4950791504920851,11.43216,1.345739079939918,34.573907993991803
pref-workload-sweep,Berti+pythia,ligra,ligra_Components,0.402225,0.443102,1.1016271987071913,10.162719870719128,1.116079933035204,1.1160798883920111,0.99999996000000391,-3.999999609316518e-06,1,1,1,0,71.57043570577386,71.57043284295672,0.99999996000000402,-3.9999995982142877e-06
pref-workload-sweep,Berti+pythia,ligra,ligra_PageRank,0.46197730603716008,0.49067280525560747,1.0621145213053804,6.2114521305380421,28.494798100346792,28.710491610703837,1.0075695749658398,0.75695749658397649,0.47984836045467166,0.47402359037228564,0.98786122749931482,-1.213877250068518,49.973090001793999,91.646967834515266,1.8339263757999595,83.392637579995949
pref-workload-sweep,Berti+pythia,ligra,ligra_PageRankDelta,0.49270851890747736,0.60750169944453658,1.2329839573133412,23.298395731334121,5.4838398903232024,5.5501696669898202,1.0120954984086359,1.2095498408635885,0.45659627684995996,0.45568047842521653,0.9979942928333505,-0.20057071666494952,16.820489663590205,27.998458320092499,1.6645447831818019,66.454478318180193
pref-workload-sweep,Berti+pythia,ligra,ligra_Radii,0.21891996798373603,0.28205929814845671,1.28841284212782,28.841284212782003,10.890269999999999,10.992100000000001,1.009350548700813,0.93505487008129773,0.36350858196114194,0.35892958193508695,0.98740332346116533,-1.2596676538834672,34.721730000000001,54.235190000000003,1.5619956148498362,56.199561484983619
pref-workload-sweep,Berti+pythia,spec06,gmean_spec06,0.4773208283626233,0.62541145053010128,1.3102538447263665,31.025384472636652,4.1986309338355827,4.2927342679653693,1.022412861623877,2.2412861623877012,0.14319407262162456,0.14346379802024273,1.0018836352209277,0.18836352209277152,22.790199037747151,36.547336275276173,1.6036426981064638,60.364269810646377
pref-workload-sweep,Berti+pythia,spec17,gmean_spec17,0.37044141683305243,0.48655434111194606,1.313444768869412,31.344476886941198,6.6444031450752439,6.7399331760682255,1.0143775187789121,1.4377518778912135,0.29536678521172338,0.29200033908188811,0.98860248918163851,-1.1397510818361489,30.562597467393072,47.562840556867052,1.5562433987363595,55.624339873635954
pref-workload-sweep,Berti+pythia,gap,gmean_gap,0.11814857785131215,0.13628283557292467,1.1534868895708095,15.348688957080947,53.144019291413073,53.52152976523135,1.0071035363687533,0.71035363687532715,0.83055604495603264,0.8307906534796744,1.0002824716345953,0.028247163459527158,75.388318994822413,167.40850883943276,2.2206160194516364,122.06160194516364
pref-workload-sweep,Berti+pythia,ligra,gmean_ligra,0.42332714235485275,0.49675291434614677,1.1734492420751634,17.344924207516343,12.73770149049194,12.847559409012268,1.0086246265546677,0.86246265546676693,0.44573168508365207,0.4407897955588907,0.98891286015748714,-1.1087139842512861,36.073702557051895,57.117239372606988,1.5833484040700829,58.334840407008294
pref-ipcp-pythia-workload-sweep,IPCP+pythia,spec06,429.mcf,0.18112831219304698,0.24051465501110839,1.3278689129216161,32.786891292161613,5.6571997171400144,5.656904717154764,0.99994785406208009,-0.0052145937919911844,0.062390954789386964,0.062406380583159192,1.0002472440728676,0.024724407286758066,52.408922379553879,101.2360499381975,1.9316567741086084,93.165677410860837
pref-ipcp-pythia-workload-sweep,IPCP+pythia,spec06,433.milc,0.78103084817534707,1.0070130946699565,1.2893384390930929,28.933843909309289,1.292306614974402,1.2923065977436481,0.99999998666666734,-1.3333332660181441e-06,0.91135443650946635,0.91137586038289387,1.0000235077293413,0.0023507729341343264,17.431985969387227,27.209305215503722,1.5608838409626249,56.088384096262487
pref-ipcp-pythia-workload-sweep,IPCP+pythia,spec06,436.cactusADM,1.3289500000000001,1.8784099999999999,1.4134542307837012,41.345423078370125,9.4180398116392041,9.3835998123280042,0.99634318817928147,-0.36568118207185307,0.34788319625655928,0.33646023296489891,0.96716437179323811,-3.2835628206761891,4.382819912343602,4.397439912051202,1.003335751867519,0.3335751867518999
pref-ipcp-pythia-workload-sweep,IPCP+pythia,spec06,450.soplex,0.42426599999999998,0.62085699999999999,1.4633673214445655,46.336732144456548,1.0779399999999999,1.0778000000000001,0.99987012264133457,-0.012987735866543115,0.21426555300684177,0.21391711654493489,0.99837381017612403,-0.16261898238759676,19.881519999999998,39.397320000000001,1.9816050281869799,98.160502818697992
