dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,llc_mpki,llc_miss_rate,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share
spec06,400.perlbench,2,1.9910329771000781,0.0083399997498000075,0.074530831099195713,0.2255799932326002,0.92815997366688607,0.067292225201072392,0.00017873100983020553,0.0070598748882931186,0,0,0.90287769784172667,0.0023980815347721821,0.094724220623501193,0,0
spec06,401.bzip2,4,2.050192024350626,0.0074799994764000368,0.001751012157595776,1.7082948804193583,0.25479807979858321,0.0016714206958868771,5.8523133609484491e-06,7.3739148347950467e-05,0,0,0.95454545454545459,0.0033422459893048127,0.042112299465240643,0,0
spec06,403.gcc,3,1.6757617193051886,0.31791333333333333,0.060610798018236496,15.579006666666666,0.35731273294850574,0.053472788882194887,4.0672416729581811e-05,0.0070973367193120258,0,0,0.88223205485771805,0.00067104242246314515,0.11709690271981882,0,0
spec06,410.bwaves,3,2.7220161206394726,0.18577999752293337,0.31210940124991599,12.477719833630402,0.99367478386809738,0.29103106870058015,0,0.021078332549335842,0,0,0.9324649226683891,0,0.067535077331610863,0,0
spec06,416.gamess,1,2.2494999999999998,0.00054000000000000001,6.8153764990673031e-05,0.031820000000000001,0.82563570316554225,2.5242135181730752e-05,2.0193708145384601e-05,2.2717921663557678e-05,0,0,0.37037037037037035,0.29629629629629628,0.33333333333333331,0,0
spec06,429.mcf,5,0.33808721902506911,4.8411998644464038,0.06523883650742221,75.257341892794429,0.60594738297338879,0.06212739194019265,0,0.0031114445672295564,0,0,0.95230686606626458,0,0.047693133933735435,0,0
spec06,433.milc,3,1.0587294553034421,1.2924332730197805,0.90972013664689544,23.656605562691741,0.81659036929492756,0.85884356933703732,4.6925444853217206e-05,0.050829641865004882,0,0,0.94407448482191214,5.1582286642766877e-05,0.055873932891445079,0,0
spec06,434.zeusmp,1,2.8696499999999996,0.035520000000000003,0.0028335572311550894,2.6034000000000002,0.50660844386325421,0.0017534230839186054,0,0.001080134147236484,0,0,0.61880630630630629,0,0.38119369369369371,0,0
spec06,435.gromacs,4,3.3696077597292953,0.013589999524350017,0.0096041724086755563,1.0798499622052513,0.41039975828657105,0.0073497713797075637,0.00033215312965986104,0.0019222478993081321,0,0,0.76526857983811625,0.034584253127299486,0.20014716703458427,0,0
spec06,436.cactusADM,1,2.0334099999999999,9.6965592242752621,0.36256466784024743,5.5761595539072353,0.86327353343695623,0.36186994192420385,0,0.00069472591604360695,0,0,0.99808385654293896,0,0.0019161434570610608,0,0
spec06,437.leslie3d,6,3.090121988935616,0.078629995282200285,0.25466931531103576,6.6745929328577578,0.7306015744009341,0.14598492863774751,9.7164942888605796e-05,0.10858722173039967,0,0,0.57323328670142859,0.00038153376573826786,0.42638517953283311,0,0
spec06,444.namd,7,3.2971521751643751,0.0027999998960000039,0.030115853845917459,0.14000856622825325,0.66623613226016964,0.022924925478626963,0,0.007190928367290495,0,0,0.76122448979591839,0,0.23877551020408164,0,0
spec06,445.gobmk,4,1.2643231580004173,0.065744999342550001,0.087482701724505008,0.58164499418355009,0.2118979354664782,0.083244624228230785,0.0012973706621247606,0.0029407068341494569,0,0,0.95155525134991259,0.014830025096965549,0.033614723553121909,0,0
spec06,447.dealII,1,1.8613200000000001,0.00062,0.0066069906223358912,0.036179999999999997,0.76782682512733447,0.0029838022165387893,0.00085251491901108269,0.0027706734867860186,0,0,0.45161290322580644,0.12903225806451613,0.41935483870967744,0,0
spec06,450.soplex,2,0.69969416092747261,1.0004199599832015,0.18747973726375758,41.928068322877266,0.62102769484437381,0.14593105516149282,1.6866092594848344e-05,0.041531816009669896,0,0,0.77838307910677518,8.9962215869334876e-05,0.2215269586773555,0,0
spec06,453.povray,4,1.8433143135919798,0.00044999998200000071,0.00015593136940661185,0.039514998419400066,0.47769584139264992,3.2918844652506946e-05,1.0395424627107456e-05,0.00011261710012699744,0,0,0.21111111111111111,0.066666666666666666,0.72222222222222221,0,0
spec06,454.calculix,2,3.5937977433489494,0.0088199998236000027,0.10967421039542402,0.53803998923920027,0.17200382344384876,0.098607311614026361,0.0023625963690624223,0.0087043024123352394,0,0,0.89909297052154191,0.021541950113378686,0.079365079365079361,0,0
spec06,456.hmmer,3,3.1891120074231547,0.0065399996948000139,0.090498154981549811,1.7282665860142259,0.31654201898714857,0.086254612546125459,0.0034132841328413286,0.00083025830258302586,0,0,0.95310907237512743,0.037716615698267071,0.0091743119266055051,0,0
spec06,458.sjeng,4,1.2653667911884623,0.31972499360550011,0.17598830872882196,0.84044998319100028,0.72049172949734031,0.17567455992602132,0,0.00031374880280062088,0,0,0.99821721792165141,0,0.0017827820783485808,0,0
spec06,459.GemsFDTD,6,1.1964144158338188,2.0043165798129481,0.24884340447756315,21.839249053632543,0.80441478288158341,0.15080292291004771,3.7246121126868978e-06,0.098036756955402732,0,0,0.60601535020247965,1.4967694725550687e-05,0.39396968210279482,0,0
spec06,462.libquantum,2,1.3247117932591979,0.40410996767120261,0.99992576829811453,32.863687370905012,0.92515164336734279,0.99990102439748607,0,2.4743900628495074e-05,0,0,0.99997525426245326,0,2.4745737546707581e-05,0,0
spec06,464.h264ref,4,2.7837971283075138,0.0080699993140500581,0.027352686969342621,1.0153099136986574,0.39591725321218973,0.019438371718609657,0.0015930313352653074,0.0063212839154676561,0,0,0.71065675340768275,0.058240396530359353,0.23110285006195788,0,0
spec06,465.tonto,2,2.8268296332287162,0.0020299999188000033,0.0080316518298714137,0.10905999563760017,0.15872045639771801,0.0047873392680514342,0.00023738872403560832,0.0030069238377843717,0,0,0.59605911330049266,0.029556650246305417,0.37438423645320196,0,0
spec06,470.lbm,1,0.92293999999999998,0.44507999999999998,0.99968554871748794,46.512880000000003,0.93358564611125738,0.99964062710570056,0,4.4921611787430936e-05,0,0,0.99995506425811087,0,4.4935741889098592e-05,0,0
spec06,471.omnetpp,1,0.481099,4.4524795547520446,0.2194133248179391,38.687916131208389,0.79210773408154578,0.20421571149371251,2.9567341097717105e-05,0.015168045983128875,0,0,0.93073523070288922,0.0001347563605002156,0.069130012936610613,0,0
spec06,473.astar,3,0.61937903436432695,6.3005729973027735,0.3149137231577141,23.234285427504776,0.66207136437525915,0.30025740604679291,2.6656936884703749e-06,0.01465365141723271,0,0,0.9534592619084401,8.4648381205519919e-06,0.046532273253439373,0,0
spec06,481.wrf,6,3.1303020476631289,0.082033329505111288,0.23051272924823438,7.2101196635277489,0.91918645491025652,0.20293737472134279,0.00041213165733126021,0.027163222869560331,0,0,0.88037383177570094,0.0017878911011783827,0.11783827712312069,0,0
spec06,482.sphinx3,6,2.3264206808403451,0.47811330305282412,0.32311650161745226,12.073092568704137,0.63938487904140495,0.25160844138875621,5.8570694828658189e-05,0.071449489533867372,0,0,0.7786926391232204,0.0001812680396558696,0.2211260928371237,0,0
spec06,483.xalancbmk,3,1.202127535075177,1.6317999347280026,0.25431547711815272,20.233899190644031,0.86789394204117787,0.2223808425440483,0.0030525753637011591,0.028882059210403276,0,0,0.8744290558483474,0.012003104955672672,0.1135678391959799,0,0
spec17,600.perlbench_s,3,2.6180670360666096,0.017786665955200027,0.028649356785430492,0.29823998807040047,0.81398860969086051,0.025825226037841206,0.0012993149066855658,0.0015248158409037218,0,0,0.90142428785607198,0.045352323838080959,0.053223388305847073,0,0
spec17,602.gcc_s,4,1.1950439179562036,0.49319498520415045,0.30614784881158558,25.185429244437124,0.92370563762566404,0.27809953009677402,0.0018498171908849948,0.026198501523926578,0,0,0.90838309390808913,0.0060422348158436319,0.085574671276067271,0,0
spec17,603.bwaves_s,7,2.3418091279097886,0.16344285060514313,0.32924119989870387,11.360836688423674,0.9028460715466412,0.29406957202385064,0,0.035171627874853235,0,0,0.8931736736299275,0,0.10682632637007254,0,0
spec17,605.mcf_s,9,0.40236019136128842,6.6090530983447788,0.27588395463037063,61.966442241193164,0.50505765846569151,0.2655902327265367,0,0.010293721903833921,0,0,0.9626882182487726,0,0.037311781751227444,0,0
spec17,607.cactuBSSN_s,4,2.5847034898820662,0.044319998227200071,0.0013322395662526162,3.2207798711688054,0.43135080550656041,0.00082197858617278415,1.3075907295123828e-05,0.0004971850727847083,0,0,0.61699007220216606,0.0098149819494584845,0.37319494584837543,0,0
spec17,619.lbm_s,4,0.71171294185246736,0.60695497268702625,0.54134892391120149,56.173822472177989,0.80568685541910501,0.54134892391120149,0,0,0,0,1,0,0,0,0
spec17,620.omnetpp_s,2,0.49931704579755737,4.6727599532724007,0.22463647931896991,22.953109770468902,0.63627054605129119,0.21688028178831936,0.00063601396634750586,0.0071201835643030309,0,0,0.96547222626456308,0.0028313031270598104,0.031696470608377061,0,0
