dataset,workload,num_traces,ipc,stlb_mpki,stlb_miss_rate,dram_rq_read_total_observed_count,dram_rq_read_pki,total_classified_read_count,stlb_miss_ptw_dram_touch_total_count,demand_data_miss_rate,demand_instruction_miss_rate,l1d_prefetch_miss_rate,l1i_prefetch_miss_rate,other_miss_rate,demand_data_share,demand_instruction_share,l1d_prefetch_share,l1i_prefetch_share,other_share,cache_demand_count,cache_demand_share,cache_prefetch_count,cache_prefetch_share,stlb_demand_count,stlb_demand_share,stlb_prefetch_count,stlb_prefetch_share,data_demand_read_count,data_demand_read_share,inst_demand_read_count,inst_demand_read_share,cache_inst_prefetch_count,cache_inst_prefetch_share,cache_data_prefetch_count,cache_data_prefetch_share,stlb_data_demand_count,stlb_data_demand_share,stlb_inst_demand_count,stlb_inst_demand_share,stlb_l1i_pref_count,stlb_l1i_pref_share,stlb_l1d_pref_count,stlb_l1d_pref_share,unclassified_read_count,unclassified_read_share,stlb_miss_touch_dram_count,stlb_miss_touch_dram_share,stlb_miss_no_dram_touch_count,stlb_miss_no_dram_touch_share
spec17,623.xalancbmk_s,3,0.88001053049962907,2.9373999020866699,0.14076011933989283,1644356,10.962372967920901,1644356,440610,0.12612408269197778,0.0016647397514359219,0.012971296896479129,0,0,0.89602142484283154,0.011826785592701028,0.092151789564467443,0,0,830435,0.50502141871954731,776275,0.47208451211294877,36209,0.022020170814592462,1437,0.00087389835291141332,819205,0.49819199735337116,11230,0.006829421366176181,0,0,776275,0.47208451211294877,35337,0.021489872022846634,872,0.00053029879174582635,0,0,1437,0.00087389835291141332,0,0,37634,0.085413404144254551,402976,0.91458659585574542
spec17,649.fotonik3d_s,1,0.91350799999999999,3.3956998641720055,0.69163085320895368,1137434,22.748679090052836,1137434,169785,0.39094853046010958,0,0.3006823227488441,0,0,0.5652560591336101,0,0.43474394086638984,0,0,296496,0.26067094881988756,821170,0.72194958125042863,11397,0.010019922035036759,8371,0.0073595478946470744,296496,0.26067094881988756,0,0,0,0,821170,0.72194958125042863,11397,0.010019922035036759,0,0,0,0,8371,0.0073595478946470744,0,0,19652,0.11574638513414023,150133,0.88425361486585974
gap,gap.bc.twitter-10B,1,0.16733600000000004,35.754800000000003,0.96699409333823749,5790398,115.80795999999999,5790398,1787740,0.89713105000108184,0,0.06986304333715572,0,0,0.92775235772539633,0,0.072247642274603688,0,0,3337163,0.5763270504030984,2058635,0.35552564780521134,379177,0.065483754311879777,15423,0.0026635474798105416,3337163,0.5763270504030984,0,0,0,0,2058635,0.35552564780521134,379177,0.065483754311879777,0,0,0,0,15423,0.0026635474798105416,0,0,395357,0.22114904851935963,1392383,0.77885095148064032
gap,gap.cc.twitter-10B,1,0.531165,2.570859897165604,0.71536376739811558,436499,8.7299796508008143,436499,128543,0.70938677381475768,0,0.0059769935833579131,0,0,0.991644819243366,0,0.0083551807566339675,0,0,110840,0.25392956226703839,311902,0.71455375613689842,13736,0.031468571520209668,21,4.8110075853552929e-05,110840,0.25392956226703839,0,0,0,0,311902,0.71455375613689842,13736,0.031468571520209668,0,0,0,0,21,4.8110075853552929e-05,0,0,13752,0.10698365527488855,114791,0.89301634472511149
gap,gap.pr.twitter-10B,1,0.032385400000000002,122.20967755580645,0.80048627982181098,7100396,142.00791715984167,7100396,6110484,0.79204070497473955,0,0.0084455748470714156,0,0,0.98944944459391437,0,0.010550555406085672,0,0,5977994,0.841924027899289,1092260,0.15383085675784844,28923,0.0040734347774405823,1219,0.0001716805654219849,5977994,0.841924027899289,0,0,0,0,1092260,0.15383085675784844,28923,0.0040734347774405823,0,0,0,0,1219,0.0001716805654219849,0,0,30128,0.0049305423269253301,6080356,0.99506945767307464
ligra,ligra_BellmanFord,1,0.47315200000000002,6.7920995924740248,0.33796821991097115,1643782,32.875638027461719,1643782,339605,0.32667491339443078,0,0.011293306516540395,0,0,0.96658470870570223,0,0.033415291294297787,0,0,968045,0.58891325005383921,670317,0.40778947573340019,4603,0.0028002496681433426,817,0.00049702454461723032,968043,0.58891203334748765,2,1.2167063515721671e-06,0,0,670317,0.40778947573340019,4603,0.0028002496681433426,0,0,0,0,817,0.00049702454461723032,0,0,5391,0.015874324582971392,334214,0.98412567541702856
ligra,ligra_CF,1,1.2135800000000001,1.3511398648860136,0.45851092710737068,621103,12.422058757794124,621103,67557,0.44121080494095288,0,0.017300122166417808,0,0,0.96226889885578104,0,0.037731101144218959,0,0,244994,0.39444987385345104,342182,0.55092633588953843,33664,0.054200350022460042,263,0.00042344023455046908,244994,0.39444987385345104,0,0,0,0,342182,0.55092633588953843,33664,0.054200350022460042,0,0,0,0,263,0.00042344023455046908,0,0,34075,0.50438888642183632,33482,0.49561111357816362
ligra,ligra_Components,1,0.43010999999999999,1.1160799776784005,1,3578522,71.570438568591229,3578522,55803,1,0,0,0,0,1,0,0,0,0,2077997,0.58068582504173516,1493441,0.41733458673720603,7084,0.0019795882210588618,0,0,2077997,0.58068582504173516,0,0,0,0,1493441,0.41733458673720603,7084,0.0019795882210588618,0,0,0,0,0,0,0,0,6975,0.1249932799311865,48828,0.87500672006881353
ligra,ligra_PageRank,3,0.52393723995600694,28.70792494419117,0.47405295949744225,7955223,53.034816817910993,7955223,4306189,0.46902729394793263,1.1008642665183583e-07,0.0050255554630829575,0,0,0.98939851455660677,2.3222389913680054e-07,0.010601253219494082,0,0,6362450,0.79978273393467414,1556113,0.19560897287228782,35024,0.0044026421383787729,1636,0.00020565105465930998,6362445,0.79978210541678085,5,6.2851789321305007e-07,0,0,1556113,0.19560897287228782,35022,0.0044023907312214878,2,2.5140715728522004e-07,0,0,1636,0.00020565105465930998,0,0,36743,0.0085326027259834628,4269446,0.99146739727401656
ligra,ligra_PageRankDelta,2,0.62214981151166482,5.5530997223450136,0.45581400693763841,1821900,18.218999089050044,1821900,555310,0.44704099707621059,0,0.0087730098614278145,0,0,0.98075309286704726,0,0.019246907132952764,0,0,1107333,0.60779021900214059,703794,0.38629672320105385,10200,0.0055985509632800919,573,0.0003145068335254405,1107330,0.60778857236950434,3,1.6466326362588506e-06,0,0,703794,0.38629672320105385,10200,0.0055985509632800919,0,0,0,0,573,0.0003145068335254405,0,0,10757,0.019371162053627704,544553,0.98062883794637234
ligra,ligra_Radii,2,0.27100329928618949,10.991309560347618,0.35877374715895832,3768702,37.687018492519258,3768702,1099131,0.35183708455834473,1.3056632818434137e-06,0.0069353569373317532,0,0,0.98066563494251369,3.6392386348851956e-06,0.019330725818851438,0,0,2395449,0.63561645362249386,1330900,0.35314545963039795,40993,0.010877219796099558,1360,0.00036086695100859658,2395382,0.63559867561828975,67,1.7778004204099981e-05,0,0,1330900,0.35314545963039795,40989,0.010876158422714239,4,1.0613733853194018e-06,0,0,1360,0.00036086695100859658,0,0,42339,0.038520431140601073,1056792,0.96147956885939889
spec06,gmean_spec06,18,0.56087309009915731,4.2958887027337118,0.14358327982492072,23708286,26.342538858489984,23708286,3866296,0.1291708430462398,0.00013922709465474169,0.014273209684026169,0,0,0.89962315391976821,0.0009696609161213563,0.099407185164110387,0,0,16219246,0.6841171900828259,6823956,0.28783000171332501,629826,0.026565648819994833,35258,0.0014871593838542356,16194069,0.68305524068673706,25177,0.0010619493960887768,0,0,6823956,0.28783000171332501,629024,0.026531820984444003,802,3.3827835550828091e-05,0,0,35258,0.0014871593838542356,0,0,678954,0.17560838590733871,3187342,0.82439161409266126
spec17,gmean_spec17,12,0.48114825949882523,6.7417931310795396,0.29186857170646757,21357343,35.595570598799547,21357343,4045076,0.27463710486824744,0.00051835461661023504,0.016713112221609875,0,0,0.94096155424521077,0.0017759864091552297,0.057262459345634051,0,0,8356655,0.39127783825918794,11862090,0.55541038040171942,1120261,0.052453200756292576,18337,0.00085858058280002337,8343152,0.39064559669243498,13503,0.00063224156675294305,0,0,11862090,0.55541038040171942,1119235,0.052405161072704598,1026,4.8039683587981893e-05,0,0,18337,0.00085858058280002337,0,0,1136403,0.28093489467194188,2908673,0.71906510532805812
gap,gmean_gap,3,0.14225123091948905,53.511778929764418,0.83076365614514891,13327293,88.848618223027628,13327293,8026767,0.8106120588529353,0,0.020151597292213531,0,0,0.97574328493651308,0,0.024256715063486957,0,0,9425997,0.70727018607604708,3462797,0.25982748334564265,421836,0.031652039165042743,16663,0.0012502914132674955,9425997,0.70727018607604708,0,0,0,0,3462797,0.25982748334564265,421836,0.031652039165042743,0,0,0,0,16663,0.0012502914132674955,0,0,439237,0.054721533588803564,7587530,0.94527846641119639
ligra,gmean_ligra,10,0.50167510918747504,12.84719130625167,0.44076879193622337,19389232,38.778461905963056,19389232,6423595,0.43449114694786156,3.4308570459305299e-07,0.0062773019026572535,0,0,0.98575751027928904,7.783802094652279e-07,0.014241711340501489,0,0,13156268,0.67853476610110186,6096747,0.31443983959756633,131568,0.0067856220401096854,4649,0.00023977226122210514,13156191,0.67853079482467382,77,3.9712764280710034e-06,0,0,6096747,0.31443983959756633,131562,0.0067853125899984077,6,3.0945011127826e-07,0,0,4649,0.00023977226122210514,0,0,136280,0.021215534291934658,6287315,0.97878446570806532
