dataset,workload,trace_tag,num_traces,nopref_ipc,permit_ipc,discard_ipc,permit_vs_nopref_speedup,permit_vs_nopref_speedup_pct,discard_vs_nopref_speedup,discard_vs_nopref_speedup_pct,permit_vs_discard_speedup,permit_vs_discard_speedup_pct
spec17,620.omnetpp_s,620.omnetpp_s-874B,,0.5141,0.5138,0.5145,0.999416455942,-0.0583544057576,1.00077805874,0.0778058743435,0.998639455782,-0.136054421769
spec17,623.xalancbmk_s,623.xalancbmk_s-10B,,0.6717,0.6774,0.6755,1.00848593122,0.848593121929,1.00565728748,0.565728747953,1.00281273131,0.281273131014
spec17,623.xalancbmk_s,623.xalancbmk_s-592B,,1.175,1.179,1.18,1.00340425532,0.340425531915,1.00425531915,0.425531914894,0.999152542373,-0.0847457627119
spec17,623.xalancbmk_s,623.xalancbmk_s-700B,,1.035,1.036,1.039,1.00096618357,0.0966183574879,1.0038647343,0.386473429952,0.997112608277,-0.288739172281
spec17,649.fotonik3d_s,649.fotonik3d_s-10881B,,0.7245,1.165,0.8473,1.60800552105,60.8005521049,1.16949620428,16.9496204279,1.37495574177,37.4955741768
gap,bc,bc.kron-2608B,,0.4515,0.48,0.4802,1.06312292359,6.3122923588,1.06356589147,6.35658914729,0.999583506872,-0.0416493127864
gap,bc,bc.kron-5154B,,0.9426,0.962,0.9585,1.02058137068,2.05813706769,1.01686823679,1.68682367919,1.00365153886,0.365153886281
gap,bc,bc.road-131B,,0.1622,0.1624,0.1622,1.00123304562,0.123304562269,1,0,1.00123304562,0.123304562269
gap,bc,bc.road-174B,,0.2328,0.2319,0.2324,0.996134020619,-0.386597938144,0.998281786942,-0.171821305842,0.997848537005,-0.215146299484
gap,bc,bc.road-79B,,0.2814,0.2807,0.2811,0.997512437811,-0.248756218905,0.998933901919,-0.106609808102,0.998577018855,-0.14229811455
gap,bc,bc.road-95B,,0.2148,0.2139,0.2141,0.995810055866,-0.418994413408,0.996741154562,-0.325884543762,0.999065857076,-0.0934142923867
gap,bc,bc.twitter-1658B,,0.396,0.4061,0.4043,1.02550505051,2.55050505051,1.02095959596,2.09595959596,1.0044521395,0.445213950037
gap,bc,bc.twitter-2320B,,0.5601,0.5907,0.5912,1.05463310123,5.46331012319,1.05552579896,5.55257989645,0.999154262517,-0.0845737483085
gap,bc,bc.twitter-309B,,0.2013,0.2013,0.2008,1,0,0.997516145057,-0.248385494287,1.00249003984,0.249003984064
gap,bc,bc.twitter-876B,,0.1777,0.1787,0.1789,1.00562746201,0.562746201463,1.00675295442,0.675295441756,0.998882057015,-0.111794298491
gap,bc,bc.urand-3004B,,0.3282,0.3284,0.3283,1.00060938452,0.0609384521633,1.00030469226,0.0304692260817,1.00030459945,0.0304599451721
gap,bfs,bfs.kron-128B,,0.4578,0.5314,0.5006,1.16076889471,16.0768894714,1.09349060725,9.34906072521,1.0615261686,6.15261685977
gap,bfs,bfs.kron-542B,,0.1863,0.2029,0.2,1.08910359635,8.910359635,1.07353730542,7.35373054214,1.0145,1.45
gap,bfs,bfs.road-112B,,0.1907,0.1906,0.1907,0.999475616151,-0.0524383848978,1,0,0.999475616151,-0.0524383848978
gap,bfs,bfs.road-128B,,0.1683,0.1681,0.1681,0.99881164587,-0.118835412953,0.99881164587,-0.118835412953,1,0
gap,bfs,bfs.road-140B,,0.1738,0.1736,0.1737,0.998849252014,-0.115074798619,0.999424626007,-0.0575373993096,0.999424294761,-0.0575705238918
gap,bfs,bfs.road-19B,,0.2354,0.2356,0.2357,1.00084961767,0.0849617672048,1.00127442651,0.127442650807,0.999575731863,-0.0424268137463
gap,bfs,bfs.twitter-10B,,0.3005,0.3654,0.3472,1.2159733777,21.5973377704,1.15540765391,15.540765391,1.05241935484,5.24193548387
gap,bfs,bfs.twitter-160B,,0.1858,0.201,0.1967,1.08180839612,8.18083961249,1.05866523143,5.86652314316,1.02186070158,2.1860701576
gap,bfs,bfs.twitter-163B,,0.2761,0.3231,0.3102,1.1702281782,17.0228178196,1.1235059761,12.3505976096,1.0415860735,4.1586073501
gap,bfs,bfs.twitter-242B,,0.2159,0.2324,0.2273,1.0764242705,7.64242704956,1.05280222325,5.28022232515,1.02243730752,2.24373075231
gap,bfs,bfs.twitter-408B,,0.3002,0.3252,0.3163,1.08327781479,8.32778147901,1.05363091272,5.36309127249,1.02813784382,2.81378438192
gap,bfs,bfs.twitter-44B,,0.2681,0.3417,0.3309,1.27452443118,27.4524431182,1.23424095487,23.4240954868,1.03263825929,3.26382592928
gap,bfs,bfs.urand-118B,,0.1327,0.1386,0.1386,1.04446119066,4.44611906556,1.04446119066,4.44611906556,1,0
gap,bfs,bfs.urand-161B,,0.1468,0.1965,0.1876,1.33855585831,33.8555858311,1.27792915531,27.7929155313,1.04744136461,4.74413646055
gap,bfs,bfs.urand-356B,,0.1458,0.1518,0.1517,1.04115226337,4.11522633745,1.04046639232,4.04663923182,1.00065919578,0.0659195781147
gap,bfs,bfs.urand-36B,,0.2289,0.2994,0.286,1.30799475754,30.7994757536,1.24945391,24.9453910004,1.04685314685,4.68531468531
gap,bfs,bfs.urand-410B,,0.1323,0.1818,0.169,1.37414965986,37.4149659864,1.27739984883,27.7399848828,1.07573964497,7.57396449704
gap,bfs,bfs.urand-60B,,0.137,0.1876,0.1767,1.36934306569,36.9343065693,1.2897810219,28.9781021898,1.06168647425,6.16864742501
gap,cc,cc.kron-10B,,0.1794,0.1954,0.1937,1.08918617614,8.91861761427,1.07971014493,7.97101449275,1.00877645844,0.877645844089
gap,cc,cc.kron-17B,,0.1385,0.1494,0.1478,1.07870036101,7.87003610108,1.06714801444,6.71480144404,1.01082543978,1.08254397835
gap,cc,cc.kron-78B,,0.139,0.1501,0.1485,1.07985611511,7.98561151079,1.06834532374,6.8345323741,1.01077441077,1.07744107744
gap,cc,cc.kron-82B,,0.139,0.1404,0.1399,1.01007194245,1.0071942446,1.00647482014,0.647482014388,1.00357398142,0.35739814153
gap,cc,cc.kron-99B,,0.1785,0.1939,0.1912,1.0862745098,8.62745098039,1.07114845938,7.11484593838,1.01412133891,1.41213389121
gap,cc,cc.twitter-10B,,0.4154,0.4224,0.4203,1.01685122773,1.68512277323,1.01179585941,1.17958594126,1.00499643112,0.499643112063
gap,cc,cc.twitter-15B,,0.3534,0.4046,0.3959,1.14487832484,14.4878324844,1.12026032824,12.026032824,1.02197524627,2.19752462743
gap,cc,cc.twitter-16B,,0.4695,0.5345,0.5192,1.13844515442,13.844515442,1.10585729499,10.5857294995,1.02946841294,2.9468412943
gap,cc,cc.twitter-17B,,0.369,0.3749,0.373,1.01598915989,1.59891598916,1.0108401084,1.08401084011,1.00509383378,0.509383378016
gap,cc,cc.twitter-25B,,0.1894,0.2311,0.2243,1.22016895459,22.0168954593,1.18426610348,18.4266103485,1.03031654035,3.03165403477
gap,cc,cc.twitter-69B,,0.385,0.4326,0.4263,1.12363636364,12.3636363636,1.10727272727,10.7272727273,1.01477832512,1.47783251232
gap,cc,cc.twitter-78B,,0.3965,0.4625,0.4487,1.16645649433,16.6456494325,1.1316519546,13.1651954603,1.03075551593,3.07555159349
gap,cc,cc.twitter-85B,,0.4062,0.4792,0.4623,1.17971442639,17.9714426391,1.13810930576,13.8109305761,1.03655634869,3.65563486913
gap,cc,cc.urand-353B,,0.4058,0.5005,0.4606,1.23336619024,23.3366190241,1.13504189256,13.5041892558,1.08662613982,8.66261398176
gap,cc,cc.web-101B,,0.4073,0.6561,0.5272,1.61085195188,61.0851951878,1.29437760864,29.4377608642,1.24449924127,24.4499241275
gap,cc,cc.web-13B,,0.8108,1.056,0.9273,1.30241736556,30.2417365565,1.14368524914,14.3685249137,1.13879003559,13.8790035587
gap,cc,cc.web-34B,,0.6948,0.9396,0.8043,1.35233160622,35.2331606218,1.15759930915,15.7599309154,1.16822081313,16.8220813129
gap,cc,cc.web-99B,,0.6894,0.9192,0.794,1.33333333333,33.3333333333,1.15172613867,15.1726138671,1.15768261965,15.7682619647
gap,pr,pr.kron-349B,,0.02369,0.02374,0.02369,1.00211059519,0.211059518784,1,0,1.00211059519,0.211059518784
gap,pr,pr.kron-90B,,0.02357,0.02358,0.02357,1.00042426814,0.0424268137463,1,0,1.00042426814,0.0424268137463
gap,pr,pr.twitter-168B,,0.0334,0.03341,0.0334,1.0002994012,0.0299401197605,1,0,1.0002994012,0.0299401197605
gap,pr,pr.twitter-2161B,,0.05002,0.05081,0.05054,1.01579368253,1.5793682527,1.01039584166,1.03958416633,1.00534230313,0.534230312624
gap,pr,pr.twitter-2741B,,0.03211,0.03213,0.0321,1.00062285892,0.0622858922454,0.999688570539,-0.0311429461227,1.00093457944,0.0934579439252
gap,pr,pr.twitter-3197B,,0.03151,0.03153,0.03152,1.00063471914,0.0634719136782,1.00031735957,0.0317359568391,1.00031725888,0.0317258883249
gap,pr,pr.twitter-833B,,0.02817,0.02818,0.02817,1.00035498758,0.0354987575435,1,0,1.00035498758,0.0354987575435
gap,pr,pr.urand-2209B,,0.02153,0.02153,0.02153,1,0,1,0,1,0
gap,sssp,sssp.kron-246B,,0.1832,0.1822,0.1816,0.994541484716,-0.545851528384,0.991266375546,-0.873362445415,1.00330396476,0.330396475771
gap,sssp,sssp.road-66B,,0.3508,0.3496,0.3501,0.996579247434,-0.342075256556,0.998004561003,-0.199543899658,0.998571836618,-0.142816338189
gap,sssp,sssp.twitter-1116B,,0.2666,0.2924,0.2852,1.09677419355,9.67741935484,1.06976744186,6.97674418605,1.0252454418,2.52454417952
gap,sssp,sssp.twitter-792B,,0.1022,0.1027,0.1025,1.00489236791,0.489236790607,1.00293542074,0.293542074364,1.00195121951,0.19512195122
gap,sssp,sssp.twitter-900B,,0.3263,0.3331,0.3305,1.02083971805,2.08397180509,1.01287159056,1.28715905608,1.00786686838,0.786686838124
gap,sssp,sssp.urand-3381B,,0.1676,0.1688,0.1678,1.00715990453,0.715990453461,1.00119331742,0.119331742243,1.00595947557,0.595947556615
gap,sssp,sssp.urand-3988B,,0.1746,0.176,0.1745,1.00801832761,0.801832760596,0.999427262314,-0.057273768614,1.00859598854,0.859598853868
gap,sssp,sssp.urand-4669B,,0.1672,0.1702,0.1702,1.01794258373,1.79425837321,1.01794258373,1.79425837321,1,0
gap,sssp,sssp.urand-4819B,,0.1637,0.1679,0.1669,1.02565668907,2.56566890654,1.01954795357,1.95479535736,1.00599161174,0.599161174356
gap,sssp,sssp.web-1185B,,0.3624,0.3684,0.3659,1.01655629139,1.65562913907,1.00965783664,0.965783664459,1.00683246789,0.68324678874
gap,tc,tc.twitter-34B,,0.5807,0.5889,0.589,1.01412088858,1.41208885827,1.01429309454,1.42930945411,0.999830220713,-0.0169779286927
gap,tc,tc.urand-1112B,,0.1516,0.1549,0.1556,1.02176781003,2.17678100264,1.02638522427,2.63852242744,0.995501285347,-0.449871465296
gap,tc,tc.urand-187B,,0.1429,0.1446,0.1449,1.01189643107,1.18964310707,1.01399580126,1.39958012596,0.997929606625,-0.207039337474
gap,tc,tc.urand-455B,,0.1153,0.1159,0.1159,1.00520381613,0.520381613183,1.00520381613,0.520381613183,1,0
gap,tc,tc.urand-504B,,0.1295,0.1305,0.1304,1.00772200772,0.772200772201,1.00694980695,0.694980694981,1.00076687117,0.0766871165644
gap,tc,tc.urand-825B,,0.07123,0.07399,0.07373,1.03874771866,3.87477186579,1.03509757125,3.50975712481,1.00352638004,0.352638003526
ligra,ligra_BC,ligra_BC.com-lj.ungraph.gcc_6.3.0_O3.drop_26750M.length_250M,,0.5262,0.5594,0.5517,1.06309388065,6.30938806537,1.04846066135,4.84606613455,1.01395686061,1.39568606127
ligra,ligra_BFS,ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,,0.5344,0.6227,0.6027,1.16523203593,16.5232035928,1.12780688623,12.7806886228,1.03318400531,3.31840053094
ligra,ligra_BellmanFord,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_33750M.length_250M,,0.3586,0.4017,0.3928,1.12018962632,12.0189626325,1.09537088678,9.53708867819,1.02265784114,2.26578411405
ligra,ligra_CF,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M,,1.037,1.073,1.052,1.03471552555,3.47155255545,1.01446480231,1.44648023144,1.01996197719,1.99619771863
ligra,ligra_Components,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_22750M.length_250M,,0.4504,0.4534,0.4503,1.006660746,0.666074600355,0.999777975133,-0.0222024866785,1.00688429936,0.688429935599
ligra,ligra_Components-Shortcut,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,,0.467,0.4676,0.4643,1.00128479657,0.128479657388,0.994218415418,-0.578158458244,1.00710747362,0.71074736162
ligra,ligra_PageRank,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M,,0.584,0.5901,0.5874,1.01044520548,1.04452054795,1.00582191781,0.582191780822,1.00459652707,0.459652706844
ligra,ligra_PageRank,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M,,0.6751,0.8519,0.8199,1.26188712783,26.1887127833,1.2144867427,21.4486742705,1.0390291499,3.90291498963
ligra,ligra_PageRank,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M,,0.5027,0.5115,0.5079,1.01750547046,1.75054704595,1.01034414164,1.03441416352,1.00708800945,0.708800945068
ligra,ligra_PageRankDelta,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M,,0.587,0.649,0.6363,1.10562180579,10.5621805792,1.08398637138,8.39863713799,1.01995913877,1.9959138771
ligra,ligra_PageRankDelta,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M,,0.6602,0.6816,0.6797,1.03241441987,3.24144198728,1.02953650409,2.95365040897,1.00279535089,0.27953508901
ligra,ligra_PageRankDelta,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_52000M.length_250M,,0.5528,0.6426,0.6143,1.16244573082,16.2445730825,1.11125180897,11.1251808973,1.04606869608,4.60686960768
ligra,ligra_Radii,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,,0.2707,0.2788,0.2783,1.02992242335,2.99224233469,1.02807536018,2.80753601773,1.00179662235,0.179662234998
ligra,ligra_Radii,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,,0.2712,0.2737,0.2724,1.00921828909,0.921828908555,1.00442477876,0.442477876106,1.00477239354,0.477239353891
ligra,ligra_Radii,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_36000M.length_250M,,0.2637,0.2771,0.2729,1.05081532044,5.08153204399,1.03488813045,3.48881304513,1.01539025284,1.53902528399
qmm,qmm_fp,compute_fp_1_new,,0.4956,0.6253,0.6077,1.26170298628,26.1702986279,1.22619047619,22.619047619,1.02896165871,2.89616587132
qmm,qmm_fp,compute_fp_5_new,,0.7055,0.928,0.8503,1.31537916371,31.5379163714,1.20524450744,20.5244507442,1.09137951311,9.1379513113
qmm,qmm_fp,compute_fp_7_new,,0.4103,0.454,0.4484,1.10650743359,10.6507433585,1.09285888374,9.28588837436,1.01248884924,1.24888492417
qmm,qmm_int,compute_int_14_new,,1.812,1.785,1.794,0.985099337748,-1.49006622517,0.990066225166,-0.993377483444,0.994983277592,-0.501672240803
qmm,qmm_int,compute_int_23_new,,0.3559,0.5168,0.3979,1.45209328463,45.2093284631,1.11801067716,11.8010677157,1.29881879869,29.8818798693
qmm,qmm_int,compute_int_27_new,,0.4864,0.5374,0.53,1.10485197368,10.4851973684,1.08963815789,8.96381578947,1.01396226415,1.39622641509
qmm,qmm_int,compute_int_2_new,,0.1411,0.141,0.1409,0.999291282778,-0.0708717221829,0.998582565556,-0.141743444366,1.00070972321,0.0709723207949
qmm,qmm_int,compute_int_34_new,,0.4298,0.8264,0.7444,1.92275476966,92.275476966,1.73196835738,73.1968357376,1.1101558302,11.0155830199
qmm,qmm_int,compute_int_37_new,,0.3701,0.3751,0.3749,1.0135098622,1.35098621994,1.01296946771,1.29694677114,1.00053347559,0.0533475593492
qmm,qmm_int,compute_int_38_new,,0.6594,0.6571,0.6596,0.996511980588,-0.348801941159,1.00030330604,0.030330603579,0.996209824136,-0.379017586416
qmm,qmm_int,compute_int_45_new,,0.1922,0.1906,0.1906,0.991675338189,-0.832466181061,0.991675338189,-0.832466181061,1,0
qmm,qmm_srv,srv_0_new,,1.614,1.615,1.614,1.00061957869,0.0619578686493,1,0,1.00061957869,0.0619578686493
qmm,qmm_srv,srv_10_new,,1.684,1.682,1.682,0.998812351544,-0.118764845606,0.998812351544,-0.118764845606,1,0
qmm,qmm_srv,srv_1_new,,0.9925,1.01,0.9963,1.01763224181,1.76322418136,1.00382871537,0.382871536524,1.01375087825,1.37508782495
qmm,qmm_srv,srv_2_new,,1.813,1.813,1.812,1,0,0.99944842802,-0.0551571980143,1.00055187638,0.0551876379691
qmm,qmm_srv,srv_3_new,,1.828,1.828,1.828,1,0,1,0,1,0
qmm,qmm_srv,srv_4_new,,1.893,1.894,1.895,1.00052826202,0.0528262017961,1.00105652404,0.105652403592,0.999472295515,-0.0527704485488
qmm,qmm_srv,srv_5_new,,1.919,1.92,1.92,1.00052110474,0.0521104742053,1.00052110474,0.0521104742053,1,0
qmm,qmm_srv,srv_60_new,,1.561,1.56,1.561,0.99935938501,-0.0640614990391,1,0,0.99935938501,-0.0640614990391
qmm,qmm_srv,srv_61_new,,1.611,1.608,1.61,0.998137802607,-0.186219739292,0.999379267536,-0.0620732464308,0.998757763975,-0.124223602484
qmm,qmm_srv,srv_62_new,,1.811,1.812,1.811,1.00055218112,0.0552181115406,1,0,1.00055218112,0.0552181115406
qmm,qmm_srv,srv_63_new,,1.812,1.811,1.812,0.99944812362,-0.0551876379691,1,0,0.99944812362,-0.0551876379691
qmm,qmm_srv,srv_64_new,,1.93,1.931,1.93,1.00051813472,0.0518134715026,1,0,1.00051813472,0.0518134715026
qmm,qmm_srv,srv_65_new,,1.939,1.937,1.939,0.998968540485,-0.103145951521,1,0,0.998968540485,-0.103145951521
qmm,qmm_srv,srv_66_new,,1.818,1.819,1.819,1.00055005501,0.05500550055,1.00055005501,0.05500550055,1,0
qmm,qmm_srv,srv_67_new,,1.855,1.854,1.856,0.999460916442,-0.0539083557951,1.00053908356,0.0539083557952,0.998922413793,-0.10775862069
qmm,qmm_srv,srv_68_new,,1.74,1.742,1.74,1.00114942529,0.114942528736,1,0,1.00114942529,0.114942528736
qmm,qmm_srv,srv_69_new,,1.507,1.505,1.504,0.998672859987,-0.132714001327,0.99800928998,-0.199071001991,1.00066489362,0.0664893617021
qmm,qmm_srv,srv_6_new,,1.882,1.881,1.881,0.999468650372,-0.0531349628055,0.999468650372,-0.0531349628055,1,0
qmm,qmm_srv,srv_7_new,,1.7,1.7,1.7,1,0,1,0,1,0
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,,0.4979,0.499,0.4989,1.00220927897,0.220927897168,1.00200843543,0.20084354288,1.00020044097,0.0200440970134
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,,0.3933,0.3922,0.3924,0.99720315281,-0.279684719044,0.997711670481,-0.228832951945,0.999490316004,-0.0509683995923
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M,,0.378,0.377,0.3769,0.997354497354,-0.26455026455,0.99708994709,-0.291005291005,1.00026532237,0.0265322366676
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M,,0.2985,0.2984,0.2985,0.999664991625,-0.0335008375209,1,0,0.999664991625,-0.0335008375209
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_5000M.length_15M,,0.293,0.293,0.2929,1,0,0.999658703072,-0.0341296928328,1.00034141345,0.034141345169
parsec,parsec_canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M,,0.6519,0.6602,0.6599,1.01273201411,1.27320141126,1.01227182083,1.22718208314,1.00045461434,0.0454614335505
xsbench,xsbench_XL100hash,xs.XL100hash-194B,,0.216,0.2167,0.2166,1.00324074074,0.324074074074,1.00277777778,0.277777777778,1.00046168052,0.0461680517082
xsbench,xsbench_XL100hash,xs.XL100hash-28B,,0.4907,0.5157,0.5116,1.05094762584,5.09476258406,1.0425922152,4.25922152028,1.00801407349,0.801407349492
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-185B,,0.155,0.1549,0.1549,0.99935483871,-0.0645161290323,0.99935483871,-0.0645161290323,1,0
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-296B,,0.1549,0.1548,0.1548,0.999354422208,-0.0645577792124,0.999354422208,-0.0645577792124,1,0
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-577B,,0.1552,0.1551,0.1552,0.999355670103,-0.0644329896907,1,0,0.999355670103,-0.0644329896907
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-829B,,0.1551,0.155,0.155,0.999355254674,-0.0644745325596,0.999355254674,-0.0644745325596,1,0
xsbench,xsbench_XL100unionized,xs.XL100unionized-28B,,0.4906,0.5162,0.5121,1.05218100285,5.21810028536,1.04382388912,4.38238891154,1.00800624878,0.800624877954
xsbench,xsbench_XL64hash,xs.XL64hash-126B,,0.2171,0.218,0.218,1.00414555504,0.414555504376,1.00414555504,0.414555504376,1,0
xsbench,xsbench_XL64hash,xs.XL64hash-49B,,0.4014,0.4142,0.4122,1.03188839063,3.18883906328,1.0269058296,2.69058295964,1.00485201359,0.485201358564
xsbench,xsbench_XL64nuclide,xs.XL64nuclide-355B,,0.155,0.1551,0.155,1.00064516129,0.0645161290322,1,0,1.00064516129,0.0645161290322
xsbench,xsbench_XL64unionized,xs.XL64unionized-28B,,0.491,0.5159,0.5123,1.05071283096,5.07128309572,1.0433808554,4.33808553971,1.00702713254,0.702713253953
xsbench,xsbench_XXL100hash,xs.XXL100hash-552B,,0.1964,0.1969,0.1968,1.00254582485,0.254582484725,1.00203665988,0.20366598778,1.00050813008,0.0508130081301
xsbench,xsbench_XXL100hash,xs.XXL100hash-563B,,0.1969,0.1973,0.1974,1.00203148807,0.203148806501,1.00253936008,0.253936008126,0.999493414387,-0.0506585612969
xsbench,xsbench_XXL100hash,xs.XXL100hash-94B,,0.4774,0.5046,0.5012,1.05697528278,5.69752827817,1.04985337243,4.9853372434,1.00678371907,0.678371907422
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-165B,,0.145,0.1449,0.145,0.999310344828,-0.0689655172414,1,0,0.999310344828,-0.0689655172414
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-30B,,0.512,0.5434,0.5389,1.061328125,6.1328125,1.0525390625,5.25390625,1.00835034329,0.835034329189
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-324B,,0.1447,0.1447,0.1447,1,0,1,0,1,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-487B,,0.1444,0.1443,0.1443,0.999307479224,-0.0692520775623,0.999307479224,-0.0692520775623,1,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-648B,,0.1448,0.1447,0.1447,0.999309392265,-0.0690607734807,0.999309392265,-0.0690607734807,1,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-650B,,0.144,0.1439,0.1439,0.999305555556,-0.0694444444444,0.999305555556,-0.0694444444444,1,0
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-861B,,0.1446,0.1445,0.1446,0.999308437068,-0.0691562932227,1,0,0.999308437068,-0.0691562932227
