dataset,workload,trace_tag,num_traces,nopref_ipc,permit_ipc,discard_ipc,permit_vs_nopref_speedup,permit_vs_nopref_speedup_pct,discard_vs_nopref_speedup,discard_vs_nopref_speedup_pct,permit_vs_discard_speedup,permit_vs_discard_speedup_pct
spec06,gmean_spec06,,17,0.493823016591,0.598592546106,0.533739587217,1.21216007759,21.2160077587,1.08083173381,8.08317338081,1.12150674307,12.1506743068
spec17,gmean_spec17,,12,0.434214151896,0.544810606415,0.503875759845,1.25470485942,25.4704859424,1.16043145449,16.0431454489,1.08123995999,8.12399599918
gap,gmean_gap,,71,0.192977033225,0.208809251722,0.204377212329,1.08204198309,8.20419830936,1.05907531541,5.90753154086,1.02168558492,2.16855849163
ligra,gmean_ligra,,15,0.482849824173,0.516173682016,0.507913677499,1.06901495284,6.9014952837,1.05190817532,5.19081753175,1.01626261486,1.62626148564
qmm,gmean_qmm,,30,1.04393303055,1.10606339267,1.08730037222,1.05951565886,5.95156588589,1.04154226411,4.15422641116,1.01725651984,1.72565198424
parsec,gmean_parsec,,6,0.401999150091,0.402607543083,0.402579583239,1.0015134186,0.151341860409,1.00144386661,0.144386660666,1.00006945172,0.00694517184141
xsbench,gmean_xsbench,,28,0.225797980464,0.229124014797,0.228711821545,1.01473013322,1.47301332183,1.01290463748,1.29046374768,1.00180223851,0.180223850692
all,gmean_all,,179,0.335335914387,0.364130517951,0.35367287368,1.08586793818,8.58679381753,1.0546823603,5.46823603039,1.029568692,2.95686920017
