dataset,workload,trace_tag,num_traces,base_ipc,other_ipc,ipc_speedup,ipc_speedup_pct,base_stlb_mpki,other_stlb_mpki,stlb_mpki_norm,stlb_mpki_change_pct,base_stlb_miss_rate,other_stlb_miss_rate,stlb_miss_rate_norm,stlb_miss_rate_change_pct
spec06,403.gcc,,1,0.67247,0.690893,1.02739601767,2.73960176662,2.87794,2.94473,1.02320757208,2.32075720828,0.257246,0.257671,1.0016521151,0.165211509606
spec06,429.mcf,,4,0.188423898063,0.205330270496,1.08972520262,8.97252026211,6.3916525,6.397845,1.0008953367,0.0895336702816,0.222624125,0.212569,0.981311986063,-1.8688013937
spec06,433.milc,,3,0.892004823953,1.55917696013,1.7479467804,74.7946780399,1.7839,1.78619333333,1.00136909575,0.136909575496,0.987669,0.985686666667,0.997989835203,-0.201016479721
spec06,436.cactusADM,,1,1.87084,1.88976,1.01011310427,1.0113104274,9.27953,9.14687,0.985704017337,-1.42959826629,0.3603,0.330143,0.916300305301,-8.36996946989
spec06,450.soplex,,1,0.499256,0.608407,1.21862731745,21.8627317448,1.0598,1.12018,1.05697301378,5.69730137762,0.135715,0.139119,1.02508197325,2.50819732528
spec06,459.GemsFDTD,,3,0.971497068303,1.24999745335,1.28667135922,28.6671359223,1.70561,1.71395,1.00365320755,0.365320755308,0.328793333333,0.210688533333,0.639878104573,-36.0121895427
spec06,471.omnetpp,,1,0.405785,0.436082,1.07466269083,7.46626908338,4.52053,5.27279,1.1664096909,16.6409690899,0.234227,0.233168,0.995478744978,-0.452125502184
spec06,473.astar,,2,0.316045298272,0.347112910542,1.09830113734,9.83011373359,11.317755,13.13896,1.3234984996,32.3498499598,0.37285,0.403093,1.12808791497,12.8087914972
spec06,483.xalancbmk,,1,0.295599,0.296097,1.00168471477,0.168471476561,3.46821,3.47826,1.00289774841,0.289774840624,0.806848,0.807129,1.00034826882,0.034826881891
spec06,gmean_spec06,,17,0.493808831696,0.598588386829,1.21218647462,21.2186474618,4.69862705882,4.96073882353,1.05299042932,5.29904293196,0.434112911765,0.412518682353,0.943169941234,-5.68300587664
spec17,602.gcc_s,,1,0.184888,0.738955,3.99677101813,299.677101813,1.31377,1.40638,1.0704917908,7.04917908005,0.966555,0.934683,0.967025156354,-3.29748436457
spec17,605.mcf_s,,5,0.279459167546,0.331328412451,1.18560580911,18.5605809108,11.422988,11.431406,1.00555207111,0.5552071113,0.53551306,0.5220665,0.971851664867,-2.81483351328
spec17,620.omnetpp_s,,2,0.490754584182,0.490243917674,0.998959425902,-0.104057409788,4.56837,4.69244,1.02728498765,2.72849876501,0.2118585,0.2143605,1.01176252199,1.17625219917
spec17,623.xalancbmk_s,,3,0.934767216466,0.938818027733,1.00433349736,0.433349736302,2.61802666667,2.6573,1.02514426908,2.5144269076,0.2590597,0.25949,1.00989614446,0.989614445612
spec17,649.fotonik3d_s,,1,0.72448,1.16546,1.60868484982,60.8684849823,3.39597,3.39514,0.999755592658,-0.0244407341643,0.737951,0.466495,0.632149018024,-36.7850981976
spec17,gmean_spec17,,12,0.434207352582,0.544813826905,1.25473192397,25.4731923965,6.56795833333,6.60961083333,1.0190008768,1.9000876796,0.465247283333,0.434891791667,0.959303831339,-4.06961686612
gap,bc,,11,0.309879358863,0.314312454307,1.01430587523,1.43058752276,18.4036690909,18.5043209091,1.00190283386,0.190283385972,0.802003272727,0.801115181818,0.998359895989,-0.164010401149
gap,bfs,,18,0.203353935367,0.231527529848,1.13854462384,13.8544623835,9.84355388889,9.86075944444,1.00354833305,0.35483330482,0.430427311111,0.429939144444,1.00048438486,0.0484384858184
gap,cc,,18,0.325066333242,0.37986641491,1.16858122809,16.8581228088,12.6966483333,12.7345227778,1.0019243563,0.192435630032,0.771845333333,0.770889444444,0.998757663038,-0.124233696165
gap,pr,,8,0.0294937045098,0.0295661155849,1.00245513666,0.245513665896,146.5759375,146.6303375,1.00067563996,0.0675639956569,0.905357875,0.9049795,0.999583443112,-0.0416556887834
gap,sssp,,10,0.209859234481,0.213754263405,1.0185601979,1.85601979032,53.080654,53.2366,1.0061847119,0.618471189985,0.8255201,0.8257083,1.00060948895,0.0609488951361
gap,tc,,6,0.154089933375,0.15662441828,1.01644808878,1.64480887815,14.4342183333,14.4934883333,1.01408673569,1.40867356865,0.978281166667,0.977805,0.999533061686,-0.0466938314079
gap,gmean_gap,,71,0.192977177848,0.20880660162,1.08202743945,8.20274394544,33.7772302817,33.8398907042,1.00381989061,0.381989061268,0.730009783099,0.729449726761,0.999553190458,-0.0446809541723
ligra,ligra_BC,,1,0.526205,0.559409,1.06310088274,6.31008827358,1.15198,1.16144,1.00821194812,0.82119481241,0.216475,0.216197,0.998715787042,-0.128421295762
ligra,ligra_BFS,,1,0.534416,0.622719,1.16523270261,16.5232702614,1.04462,1.05474,1.00968773334,0.968773333844,0.212995,0.211308,0.992079626282,-0.792037371769
ligra,ligra_BellmanFord,,1,0.358564,0.401733,1.12039412769,12.0394127687,6.16095,6.16739,1.00104529334,0.10452933395,0.382423,0.381799,0.998368298978,-0.163170102217
ligra,ligra_CF,,1,1.03721,1.07325,1.03474706183,3.47470618293,1.7573,1.80542,1.02738291697,2.73829169749,0.510804,0.5147,1.00762719164,0.762719164298
ligra,ligra_Components,,1,0.450421,0.453374,1.00655608864,0.655608863708,3.1605,3.25379,1.02951748141,2.95174814112,0.0468762,0.0477043,1.01766568109,1.76656810919
ligra,ligra_Components-Shortcut,,1,0.466961,0.467553,1.00126777183,0.126777182677,1.22046,1.26686,1.03801845206,3.80184520591,0.0168343,0.0174075,1.03404952983,3.4049529829
