dataset,workload,trace_tag,permit_ipc,cppb_ipc,cppb_ipc_speedup,cppb_ipc_speedup_pct,permit_stlb_demand_mpki,cppb_stlb_demand_mpki,cppb_stlb_pb_demand_mpki,stlb_demand_mpki_reduction,stlb_demand_mpki_reduction_pct,stlb_pb_demand_mpki_reduction,stlb_pb_demand_mpki_reduction_pct
spec06,403.gcc,403.gcc-17B,0.69089299999999998,0.69047099999999995,0.99938919630101908,-0.061080369898092179,2.6280799737192004,2.6551399468972012,2.559009948819801,-0.027059973178000796,-1.0296480110423056,0.069070024899399396,2.6281553678008107
spec06,429.mcf,429.mcf-184B,0.121238,0.121201,0.99969481515696401,-0.030518484303598825,9.0856099091439013,9.0877598182448036,9.0824798183504036,-0.0021499091009022919,-0.023662793388679049,0.0031300907934976863,0.034451080607666995
spec06,429.mcf,429.mcf-192B,0.119731,0.119551,0.99849662994546107,-0.15033700545389328,2.81941,2.8249,2.81792,-0.0054899999999999949,-0.1947215906874078,0.0014899999999999913,0.052847936270350448
spec06,429.mcf,429.mcf-22B,0.77663099999999996,0.77560700000000005,0.99868148451452499,-0.13185154854750136,2.9344199413116012,2.9615799407684014,2.9294399414112013,-0.027159999456800143,-0.92556621069921352,0.0049799999003998785,0.16970985748461231
spec06,429.mcf,429.mcf-51B,0.15767100000000001,0.158167,1.0031457909190655,0.31457909190655275,10.504059474797026,10.502469789950604,10.491099790178005,0.0015896848464223012,0.015134004622086028,0.012959684619021417,0.12337786786257299
spec06,433.milc,433.milc-127B,1.3909100000000001,1.39903,1.0058379046811079,0.58379046811078972,0.0016399999672000007,0.0013399999598000011,0.00089999997300000084,0.00030000000739999959,18.292683743902426,0.00073999999419999986,45.121951768292668
spec06,433.milc,433.milc-274B,1.8021199999999999,1.78613,0.99112711695114641,-0.88728830488535859,0.0010899999564000016,0.0020399999184000034,0.0007199999712000012,-0.00094999996200000178,-87.155963302752326,0.00036999998520000044,33.944954128440351
spec06,433.milc,433.milc-337B,1.5121800000000001,1.51034,0.99878321363858791,-0.12167863614120922,0.0015200000000000001,0.0015299999694000006,0.00028999999420000009,-9.9999694000004954e-06,-0.65789272368423912,0.0012300000058,80.921053013157888
spec06,436.cactusADM,436.cactusADM-1804B,1.8897600000000001,1.8908799999999999,1.0005926678520023,0.059266785200229322,9.0566298188674033,8.9812098203758044,8.9609498207810034,0.075419998491598861,0.83276008846556726,0.09567999808639982,1.0564636073241318
spec06,450.soplex,450.soplex-247B,0.60840700000000003,0.609352,1.001553236566969,0.15532365669690407,0.76724000000000003,0.74592000000000003,0.64231000000000005,0.021320000000000006,2.7787915124341755,0.12492999999999999,16.283040508836866
spec06,459.GemsFDTD,459.GemsFDTD-1169B,1.1706000000000001,1.17496,1.0037245856825558,0.37245856825558477,1.2116100000000001,0.68378998632420029,0.6503999869920003,0.52782001367579978,43.563524044519255,0.56121001300799978,46.319361263772976
spec06,459.GemsFDTD,459.GemsFDTD-1211B,1.3523799999999999,1.34832,0.99699788520977839,-0.30021147902216105,0.0052599997896000082,0.20231999393040018,0.0058499998245000054,-0.19705999414080017,-3746.387871163497,-0.0005900000348999972,-11.216731150190085
spec06,459.GemsFDTD,459.GemsFDTD-765B,1.23373,1.2332399999999999,0.99960283044102027,-0.039716955897972639,0.036080000000000001,0.27490998900360042,0.025999998960000041,-0.23882998900360042,-661.94564579711869,0.01008000103999996,27.937918625277046
spec06,471.omnetpp,471.omnetpp-188B,0.43608200000000003,0.43816100000000002,1.0047674519929739,0.47674519929739034,3.7431199999999998,3.9535200000000001,3.1268600000000002,-0.21040000000000036,-5.6209792900040689,0.61625999999999959,16.463805595332225
spec06,473.astar,473.astar-359B,0.193965,0.193884,0.99958239888639699,-0.041760111360300556,17.053779658924405,17.056850000000001,16.937989999999999,-0.0030703410755954508,-0.018003874431360423,0.11578965892440607,0.6789677200022437
spec06,473.astar,473.astar-42B,0.62118099999999998,0.62967799999999996,1.0136787828346328,1.3678782834632752,1.75152,0.40415998787520035,0.14227999573160013,1.3473600121247995,76.925185674431333,1.6092400042683999,91.876770134991318
spec06,483.xalancbmk,483.xalancbmk-127B,0.296097,0.29646499999999998,1.0012428359625392,0.12428359625391572,3.4407899999999998,3.4416500000000001,3.4266299999999998,-0.00086000000000030496,-0.024994260039123972,0.01415999999999995,0.41153339785340304
spec17,602.gcc_s,602.gcc_s-2226B,0.73895500000000003,0.73767799999999994,0.9982718839442184,-0.17281160557816033,0.21004999999999999,0.21267,0.20363000000000001,-0.0026200000000000112,-1.2473220661747275,0.0064199999999999813,3.0564151392525551
spec17,605.mcf_s,605.mcf_s-1536B,0.500166,0.500193,1.0000539820779502,0.0053982077950154306,22.38054932858352,22.386989328390321,22.377389328678319,-0.006439999806801211,-0.028774985422619359,0.0031599999052005501,0.014119402785006674
spec17,605.mcf_s,605.mcf_s-1644B,0.20235300000000001,0.20239099999999999,1.0001877906430841,0.018779064308405147,23.784228810788559,23.777288811135559,23.72918881354056,0.0069399996529995178,0.029178998016754498,0.055039997247998684,0.23141384017897337
spec17,605.mcf_s,605.mcf_s-472B,0.625224,0.62481500000000001,0.99934583445293212,-0.065416554706787533,0.13700999999999999,0.14472999855270002,0.12024999879750001,-0.0077199985527000303,-5.6346241534924735,0.016760001202499986,12.232684623385149
spec17,605.mcf_s,605.mcf_s-782B,0.15260099999999999,0.15243000000000001,0.99887943067214513,-0.11205693278548701,0.2984799970152,0.11974999880250001,0.064159999358400013,0.1787299982127,59.880058965424809,0.23431999765680001,78.504422406861423
spec17,605.mcf_s,605.mcf_s-994B,0.41350100000000001,0.41339199999999998,0.99973639725175989,-0.026360274824011043,8.0608400000000007,8.0597700000000003,8.0519700000000007,0.0010700000000003485,0.013274050843337104,0.0088699999999999335,0.1100381597947564
spec17,620.omnetpp_s,620.omnetpp_s-141B,0.46777600000000003,0.46778900000000001,1.000027791079491,0.0027791079491024107,4.8369699032606022,4.8450899030982022,4.730989905380202,-0.0081199998376000337,-0.16787368952051462,0.10597999788040013,2.1910410856383233
spec17,620.omnetpp_s,620.omnetpp_s-874B,0.513791,0.51432800000000001,1.0010451720641274,0.10451720641273532,4.1820199999999996,4.2259900000000004,4.0618499999999997,-0.043970000000000731,-1.0514057799819509,0.12016999999999989,2.8734917575717001
spec17,623.xalancbmk_s,623.xalancbmk_s-10B,0.67739700000000003,0.67696400000000001,0.99936078842982767,-0.063921157017232666,4.7798898088044073,4.7848198086072076,4.7629498094820075,-0.0049299998028002889,-0.10314044883878992,0.016939999322399757,0.35440146112148962
spec17,623.xalancbmk_s,623.xalancbmk_s-592B,1.1791199999999999,1.18052,1.0011873261415294,0.11873261415293879,1.28213,1.24936,1.22637,0.032769999999999966,2.5559030675516459,0.055760000000000032,4.3490129706036047
spec17,623.xalancbmk_s,623.xalancbmk_s-700B,1.03596,1.03522,0.99928568670605045,-0.071431329394955334,1.7647299999999999,1.7269300000000001,1.70574,0.037799999999999834,2.1419707264000665,0.058989999999999876,3.3427209828132298
spec17,649.fotonik3d_s,649.fotonik3d_s-10881B,1.1654599999999999,1.1669099999999999,1.0012441439431641,0.12441439431640777,0.012619999369000032,0.38210998471560059,0.0021699999132000036,-0.36948998534660055,-2927.8130255237706,0.010449999455800028,82.805071143423149
gap,bc,bc.kron-2608B,0.479991,0.48275400000000002,1.0057563579317113,0.57563579317112534,18.065849277366031,18.065729277370828,18.065209277391627,0.00011999999520284632,0.00066423666753578914,0.000639999974403338,0.0035425955601464665
gap,bc,bc.kron-5154B,0.96195600000000003,0.96075999999999995,0.99875669989063942,-0.12433001093605789,2.8396999432060013,2.8392899432142009,2.8391999432160011,0.00040999999180035829,0.01443814487447348,0.00049999999000016615,0.017607493749349779
gap,bc,bc.road-131B,0.16236400000000001,0.16234999999999999,0.99991377398930792,-0.0086226010692080912,8.4341796626328129,8.4483296620668131,8.429769662809214,-0.014149999434000193,-0.16776971798089235,0.0044099998235989091,0.052287240727599826
gap,bc,bc.road-174B,0.23188600000000001,0.23177200000000001,0.99950837911732493,-0.049162088267507009,8.748149737555508,8.7534700000000001,8.7383100000000002,-0.0053202624444921298,-0.06081585939998746,0.0098397375555077105,0.11247792791275746
gap,bc,bc.road-79B,0.28065899999999999,0.28066400000000002,1.0000178152134798,0.0017815213479766001,7.3554000000000004,7.3458800000000002,7.3324800000000003,0.009520000000000195,0.12942871903636188,0.022920000000000051,0.3116077983522314
gap,bc,bc.road-95B,0.213869,0.21407599999999999,1.0009678822082677,0.096788220826771187,7.8922499999999998,7.9039099999999998,7.8875200000000003,-0.011660000000000004,-0.14773987139282685,0.0047299999999994569,0.059932211980096017
