dataset,workload,num_traces,permit_ipc,cppb_ipc,cppb_ipc_speedup,cppb_ipc_speedup_pct,permit_stlb_demand_mpki,cppb_stlb_demand_mpki,cppb_stlb_pb_demand_mpki,stlb_demand_mpki_reduction,stlb_demand_mpki_reduction_pct,stlb_pb_demand_mpki_reduction,stlb_pb_demand_mpki_reduction_pct
xsbench,xsbench_XXL100hash,3,0.26965320578456098,0.26973437115652843,1.00030099909894,0.030099909893999133,6.6382331466781386,6.6396364758227051,6.6262498093623066,-0.0014033291445665341,-0.021140100288108421,0.01198333731583201,0.18051998251716883
xsbench,xsbench_XXL100nuclide,7,0.1746039361152765,0.17457671802755914,0.99984411526840156,-0.015588473159844352,33.203369605773723,33.205932518073347,33.197349661181981,-0.0025629122996235765,-0.0077188319440368858,0.0060199445917419325,0.018130523086112849
xsbench,xsbench_XXL100unionized,1,0.33542,0.33520299999999992,0.99935304990757845,-0.064695009242154988,8.5286895735655222,8.5448897436533073,8.5145697445629072,-0.016200170087785182,-0.18994911173690898,0.014119829002614992,0.16555684060044484
xsbench,xsbench_XXL64hash,2,0.25692469577679761,0.25717304618485975,1.0009666272341446,0.09666272341446458,8.9357649532831012,8.9441149532793496,8.9263749533076009,-0.0083499999962484139,-0.093444713909818233,0.0093899999755002739,0.10508333673269199
xsbench,xsbench_XXL64nuclide,3,0.19125897834230679,0.19130890451280463,1.0002610396172276,0.02610396172275653,28.498795810595869,28.506022349020608,28.491902349470305,-0.0072265384247387487,-0.025357346579713003,0.0068934611255642153,0.024188604919939127
xsbench,xsbench_XXL64unionized,1,0.33474700000000007,0.33478799999999997,1.0001224805599451,0.012248055994512619,8.5299200000000006,8.5457295727135207,8.5157695742115216,-0.015809572713520126,-0.18534256726348008,0.014150425788479026,0.16589165887228585
spec06,gmean_spec06,17,0.59858838682922677,0.59917728414102389,1.0009838101185298,0.098381011852977096,3.8259916927339259,3.7518287807775188,3.6353605471168775,0.074162911956407118,1.9383970983850363,0.19063114561704841,4.9825289997122209
spec17,gmean_spec17,12,0.54481382690472446,0.54475123833065919,0.99988511933623125,-0.011488066376874606,5.9774598206517737,5.9929581527751745,5.9197214879291833,-0.015498332123400793,-0.25927957005842384,0.057738332722590435,0.96593426731381715
gap,gmean_gap,71,0.20880660162042466,0.20892086552077829,1.0005472236005322,0.054722360053216512,33.518563037547217,33.466950934727258,33.392516147762315,0.051612102819959205,0.15398065472599365,0.12604688978490231,0.37605099491796468
ligra,gmean_ligra,15,0.51618691834337638,0.516829799771516,1.0012454430852351,0.12454430852351095,7.5988518649036845,7.5724518076672132,7.4655618099037664,0.026400057236471319,0.34742165929571023,0.13329005499991808,1.7540815029640999
