trace_tag,dataset,workload,Metric,Permit PGC,Discard PGC,No L1D Prefetch,Permit vs Discard Δ%,Permit vs No L1D Prefetch Δ%
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_late,0,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_too_early,4,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_too_early_among_useless,1.99999e-05,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_pollution_evict,205,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,0.000910573,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_accuracy,0.0649949,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,Core_0_STLB_cross_page_prefetch_coverage,0.874443,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,DRAM_read_traffic_MPKI,14.0798,15.048,13.1272,-6.43407761829%,7.25668840271%
459.GemsFDTD-765B,spec06,459.GemsFDTD,cache_demand.count,77334,406197,872006,-80.9614546636%,-91.1314830403%
459.GemsFDTD-765B,spec06,459.GemsFDTD,cache_prefetch.count,1300804,1068885,411079,21.6972826824%,216.43650004%
459.GemsFDTD-765B,spec06,459.GemsFDTD,stlb_demand.count,1326,29714,29639,-95.5374570909%,-95.5261648504%
459.GemsFDTD-765B,spec06,459.GemsFDTD,stlb_prefetch.count,28516,0,0,,
459.GemsFDTD-765B,spec06,459.GemsFDTD,stlb_miss_touch_dram.count,30439,29500,29482,3.18305084746%,3.24604843633%
459.GemsFDTD-765B,spec06,459.GemsFDTD,stlb_miss_touch_dram.share,13.31,13.04,13.03,2.07055214724%,2.14888718342%
471.omnetpp-188B,spec06,471.omnetpp,CPU 0 cumulative IPC,0.4361,0.4098,0.4058,6.4177647633%,7.46673238048%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_demand_MPKI,29.7935,30.9549,31.4625,-3.75191003686%,-5.30472785062%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L2C_demand_MPKI,17.3489,20.488,20.9393,-15.3216516986%,-17.1467049997%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_LLC_demand_MPKI,13.6049,16.2913,16.7578,-16.4897828903%,-18.8145221927%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_requested,1758702,410267,0,328.67254739%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_issued,1666790,367623,0,353.39655027%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_useful,145165,25829,0,462.023307135%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_useless,105167,14279,0,636.515162126%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_late,669,823,0,-18.7120291616%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_accuracy,0.0870926,0.0702595,0,23.9584682498%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_L1D_prefetch_coverage,0.0464601,0.00827504,0,461.448645565%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Requested,1758702,410267,0,328.67254739%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Cross_page_prefetch_in_Requested,1401567,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Same_page_prefetch_in_Requested,357135,410267,0,-12.9505907129%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Cross_page_prefetch_of_Requested,0.796933,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Issued,1666790,367623,0,353.39655027%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Cross_page_prefetch_of_Issued,0.80715,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_PQ_Drop_Rate,0.0522613,0.103942,0,-49.7207096265%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_vBerti_Cross_page_PQ_Drop_rate,0.0401101,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_demand_mpki,27.8505,27.3734,27.3791,1.74293292028%,1.72175126282%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_same_page_prefetch_mpki,0,1e-05,0,-100%,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_cross_page_prefetch,1279675,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_cross_page_prefetch_hit,982544,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_cross_page_prefetch_miss,297131,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,44928,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.232193,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_vberti_cross_page_prefetch_mpki,2.97131,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_issued,1279675,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_lookups,1279675,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_useful,76114,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_useless,176089,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_late,230,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_accuracy,0.0594792,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_DTLB_cross_page_prefetch_coverage,0.0266025,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_demand_access,2009165,1929558,1929975,4.12565986615%,4.10316195806%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_demand_hit,1634853,1477503,1477922,10.6497245691%,10.6183546899%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_demand_miss,374312,452055,452053,-17.1976861223%,-17.1973197833%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_demand_mshr_merge,0,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_demand_miss_rate,0.186302,0.234279,0.234227,-20.4785746909%,-20.4609203892%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_demand_mpki,3.74312,4.52055,4.52053,-17.1976861223%,-17.1973197833%
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_prefetch_access,252203,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_prefetch_hit,99236,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_prefetch_miss,152967,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_prefetch_mshr_merge,0,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_prefetch_miss_rate,0.606523,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_prefetch_mpki,1.52967,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_same_page_prefetch_mpki,0,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_cross_page_prefetch,252203,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_cross_page_prefetch_hit,99236,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_cross_page_prefetch_miss,152967,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_cross_page_prefetch_mshr_merge,0,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_cross_page_prefetch_miss_rate,0.606523,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_vberti_cross_page_prefetch_mpki,1.52967,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_issued,252203,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_lookups,252203,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_useful,37562,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_useless,115405,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_late,0,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_too_early,18896,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_too_early_among_useless,0.163736,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_pollution_evict,42753,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,0.279492,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_accuracy,0.148936,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,Core_0_STLB_cross_page_prefetch_coverage,0.0911978,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,DRAM_read_traffic_MPKI,21.7217,18.3695,17.8311,18.2487275103%,21.8191810937%
471.omnetpp-188B,spec06,471.omnetpp,cache_demand.count,1360488,1629129,1675778,-16.4898543946%,-18.8145446473%
471.omnetpp-188B,spec06,471.omnetpp,cache_prefetch.count,756879,160598,60361,371.287936338%,1153.92057786%
471.omnetpp-188B,spec06,471.omnetpp,stlb_demand.count,42466,47226,46971,-10.0791936645%,-9.591024249%
471.omnetpp-188B,spec06,471.omnetpp,stlb_prefetch.count,12333,0,0,,
471.omnetpp-188B,spec06,471.omnetpp,stlb_miss_touch_dram.count,54934,47293,47061,16.1567250967%,16.7293512675%
471.omnetpp-188B,spec06,471.omnetpp,stlb_miss_touch_dram.share,10.42,10.46,10.41,-0.38240917782%,0.0960614793468%
473.astar-359B,spec06,473.astar,CPU 0 cumulative IPC,0.194,0.194,0.1941,0%,-0.0515198351365%
473.astar-359B,spec06,473.astar,Core_0_L1D_demand_MPKI,45.319,45.5844,48.0878,-0.582216723265%,-5.75780135502%
473.astar-359B,spec06,473.astar,Core_0_L2C_demand_MPKI,36.3881,36.4012,36.5665,-0.0359878245772%,-0.487878249217%
473.astar-359B,spec06,473.astar,Core_0_LLC_demand_MPKI,32.6706,32.7103,32.7228,-0.121368498607%,-0.159521801313%
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_requested,121177713,74626035,0,62.3799428711%,
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_issued,9166431,8259117,0,10.9856053619%,
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_useful,157919,162506,0,-2.82266500929%,
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_useless,27982,27333,0,2.37441920023%,
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_late,8492,8131,0,4.43979830279%,
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_accuracy,0.017228,0.019676,0,-12.4415531612%,
473.astar-359B,spec06,473.astar,Core_0_L1D_prefetch_coverage,0.0336727,0.0344224,0,-2.17794227015%,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Requested,121177713,74626035,0,62.3799428711%,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Cross_page_prefetch_in_Requested,44610605,0,0,,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Same_page_prefetch_in_Requested,76567108,74626035,0,2.60106677247%,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Cross_page_prefetch_of_Requested,0.368142,0,0,,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Issued,9166431,8259117,0,10.9856053619%,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Cross_page_prefetch_of_Issued,0.134552,0,0,,
473.astar-359B,spec06,473.astar,Core_0_vBerti_PQ_Drop_Rate,0.924355,0.889327,0,3.93870870895%,
473.astar-359B,spec06,473.astar,Core_0_vBerti_Cross_page_PQ_Drop_rate,0.972353,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_demand_mpki,47.088,47.4515,48.9251,-0.766045330495%,-3.75492334201%
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_same_page_prefetch_mpki,0.01024,0.01332,0,-23.1231231231%,
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch,954032,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_hit,908963,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_miss,45069,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,14317,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.0472406,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_mpki,0.45069,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_issued,954032,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_lookups,954032,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_useful,11862,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_useless,18890,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_late,1052,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_accuracy,0.0124335,0,0,,
473.astar-359B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_coverage,0.00251279,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_demand_access,3348178,3358690,3358725,-0.312979167473%,-0.314017968128%
473.astar-359B,spec06,473.astar,Core_0_STLB_demand_hit,1642800,1646636,1646700,-0.23295980411%,-0.236837310986%
473.astar-359B,spec06,473.astar,Core_0_STLB_demand_miss,1705378,1712054,1712025,-0.389940971488%,-0.388253676202%
473.astar-359B,spec06,473.astar,Core_0_STLB_demand_mshr_merge,0,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_demand_miss_rate,0.509345,0.509739,0.509725,-0.0772944585366%,-0.0745500024523%
473.astar-359B,spec06,473.astar,Core_0_STLB_demand_mpki,17.0538,17.1205,17.1202,-0.389591425484%,-0.387845936379%
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_prefetch_access,31530,1002,0,3046.70658683%,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_prefetch_hit,13967,1002,0,1293.91217565%,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_prefetch_miss,17563,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_prefetch_mshr_merge,0,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_prefetch_miss_rate,0.557025,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_prefetch_mpki,0.17563,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_same_page_prefetch_mpki,0,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch,30752,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_hit,13189,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_miss,17563,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_mshr_merge,0,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_miss_rate,0.571117,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_mpki,0.17563,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_issued,30752,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_lookups,30752,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_useful,2598,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_useless,14965,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_late,0,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_too_early,8149,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_too_early_among_useless,0.544537,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_pollution_evict,16942,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,0.964642,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_accuracy,0.0844823,0,0,,
473.astar-359B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_coverage,0.0015211,0,0,,
473.astar-359B,spec06,473.astar,DRAM_read_traffic_MPKI,36.2265,35.9182,35.777,0.858339226353%,1.25639377254%
473.astar-359B,spec06,473.astar,cache_demand.count,3263014,3267666,3268452,-0.142364611316%,-0.166378456835%
473.astar-359B,spec06,473.astar,cache_prefetch.count,234541,201291,186597,16.5183738965%,25.6938750355%
473.astar-359B,spec06,473.astar,stlb_demand.count,123688,122862,122649,0.672299002132%,0.847132875115%
473.astar-359B,spec06,473.astar,stlb_prefetch.count,1411,0,0,,
473.astar-359B,spec06,473.astar,stlb_miss_touch_dram.count,151497,149246,149842,1.50824812725%,1.10449673656%
473.astar-359B,spec06,473.astar,stlb_miss_touch_dram.share,8.79,8.72,8.75,0.802752293578%,0.457142857143%
473.astar-42B,spec06,473.astar,CPU 0 cumulative IPC,0.6212,0.5199,0.5147,19.4845162531%,20.6916650476%
473.astar-42B,spec06,473.astar,Core_0_L1D_demand_MPKI,27.1826,38.5102,39.5971,-29.414544718%,-31.3520434577%
473.astar-42B,spec06,473.astar,Core_0_L2C_demand_MPKI,4.27337,10.9327,11.0385,-60.9120345386%,-61.2866784436%
473.astar-42B,spec06,473.astar,Core_0_LLC_demand_MPKI,1.2141,2.63482,2.83269,-53.9209509568%,-57.1396799509%
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_requested,20761964,3402024,0,510.282702297%,
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_issued,14218547,3385494,0,319.984409956%,
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_useful,762087,66335,0,1048.84600889%,
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_useless,477962,2653,0,17915.9065209%,
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_late,10869,22,0,49304.5454545%,
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_accuracy,0.0535981,0.0195939,0,173.544827727%,
473.astar-42B,spec06,473.astar,Core_0_L1D_prefetch_coverage,0.218969,0.0169336,0,1193.10365191%,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Requested,20761964,3402024,0,510.282702297%,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Cross_page_prefetch_in_Requested,17096894,0,0,,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Same_page_prefetch_in_Requested,3665070,3402024,0,7.73204421838%,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Cross_page_prefetch_of_Requested,0.823472,0,0,,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Issued,14218547,3385494,0,319.984409956%,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Cross_page_prefetch_of_Issued,0.773104,0,0,,
473.astar-42B,spec06,473.astar,Core_0_vBerti_PQ_Drop_Rate,0.315164,0.00485887,0,6386.36411347%,
473.astar-42B,spec06,473.astar,Core_0_vBerti_Cross_page_PQ_Drop_rate,0.357052,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_demand_mpki,7.81483,30.6205,31.215,-74.478437648%,-74.9645042448%
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_same_page_prefetch_mpki,0.00016,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch,10967075,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_hit,8477315,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_miss,2489760,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,50277,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.227021,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_vberti_cross_page_prefetch_mpki,24.8976,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_issued,10967075,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_lookups,10967075,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_useful,1782329,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_useless,657154,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_late,7662,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_accuracy,0.162516,0,0,,
473.astar-42B,spec06,473.astar,Core_0_DTLB_cross_page_prefetch_coverage,0.695187,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_demand_access,613355,2337233,2337246,-73.7572163323%,-73.7573622973%
473.astar-42B,spec06,473.astar,Core_0_STLB_demand_hit,438203,1785715,1785715,-75.4606418157%,-75.4606418157%
473.astar-42B,spec06,473.astar,Core_0_STLB_demand_miss,175152,551518,551531,-68.2418343554%,-68.2425829192%
473.astar-42B,spec06,473.astar,Core_0_STLB_demand_mshr_merge,0,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_demand_miss_rate,0.285564,0.23597,0.235975,21.0170784422%,21.0145142494%
473.astar-42B,spec06,473.astar,Core_0_STLB_demand_mpki,1.75152,5.51518,5.51531,-68.2418343554%,-68.2425829192%
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_prefetch_access,2439493,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_prefetch_hit,1709793,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_prefetch_miss,729700,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_prefetch_mshr_merge,0,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_prefetch_miss_rate,0.29912,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_prefetch_mpki,7.297,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_same_page_prefetch_mpki,0,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch,2439480,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_hit,1709780,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_miss,729700,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_mshr_merge,0,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_miss_rate,0.299121,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_vberti_cross_page_prefetch_mpki,7.297,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_issued,2439480,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_lookups,2439480,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_useful,55073,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_useless,674627,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_late,0,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_too_early,73308,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_too_early_among_useless,0.108664,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_pollution_evict,131621,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,0.180377,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_accuracy,0.0225757,0,0,,
473.astar-42B,spec06,473.astar,Core_0_STLB_cross_page_prefetch_coverage,0.239214,0,0,,
473.astar-42B,spec06,473.astar,DRAM_read_traffic_MPKI,3.62936,2.97515,2.96077,21.9891434045%,22.5816257257%
473.astar-42B,spec06,473.astar,cache_demand.count,121410,263482,283269,-53.9209509568%,-57.1396799509%
473.astar-42B,spec06,473.astar,cache_prefetch.count,239526,32202,11007,643.823365008%,2076.12428455%
473.astar-42B,spec06,473.astar,stlb_demand.count,808,1831,1801,-55.8711086838%,-55.1360355358%
473.astar-42B,spec06,473.astar,stlb_prefetch.count,1192,0,0,,
473.astar-42B,spec06,473.astar,stlb_miss_touch_dram.count,2037,1823,1793,11.7388919364%,13.6084774122%
473.astar-42B,spec06,473.astar,stlb_miss_touch_dram.share,0.23,0.33,0.33,-30.303030303%,-30.303030303%
483.xalancbmk-127B,spec06,483.xalancbmk,CPU 0 cumulative IPC,0.2961,0.2961,0.2956,0%,0.169147496617%
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_demand_MPKI,62.8307,62.8198,62.9687,0.0173512172914%,-0.219156501563%
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L2C_demand_MPKI,26.8922,26.9145,27.0467,-0.0828549666537%,-0.571234198627%
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_LLC_demand_MPKI,22.0256,22.024,22.0896,0.00726480203414%,-0.289729103288%
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_requested,1454012,1289674,0,12.7426000679%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_issued,467472,433544,0,7.82573395088%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_useful,47004,46413,0,1.27335013897%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_useless,1071,1119,0,-4.28954423592%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_late,1456,1230,0,18.3739837398%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_accuracy,0.100549,0.107055,0,-6.07725001168%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_L1D_prefetch_coverage,0.00742551,0.00733409,0,1.2465077467%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_vBerti_Requested,1454012,1289674,0,12.7426000679%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_vBerti_Cross_page_prefetch_in_Requested,165219,0,0,,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_vBerti_Same_page_prefetch_in_Requested,1288793,1289674,0,-0.0683118369448%,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_vBerti_Cross_page_prefetch_of_Requested,0.11363,0,0,,
483.xalancbmk-127B,spec06,483.xalancbmk,Core_0_vBerti_Issued,467472,433544,0,7.82573395088%,
