dataset,num_traces,discard_stlb_data_demand_mpki_amean,translation_only_stlb_data_demand_mpki_amean,translation_only_vs_discard_ipc_pct_geomean,cross_requested_mpki_amean,pq_drop_rate_pct_weighted,reach_stlb_pct_of_requested_weighted,trigger_page_walk_pct_of_requested_weighted,useful_pct_of_requested_weighted,combined_fill_productivity_pct_weighted,useful_vs_discard_miss_pct_weighted,demand_miss_reduction_pct_weighted,too_early_among_useless_pct_weighted,combined_local_pollution_candidates_per_fill_pct_weighted,cross_pq_drop_rate_pct_n,cross_pq_drop_rate_pct_amean,cross_pq_drop_rate_pct_median,cross_pq_drop_rate_pct_p25,cross_pq_drop_rate_pct_p75,reach_stlb_pct_of_requested_n,reach_stlb_pct_of_requested_amean,reach_stlb_pct_of_requested_median,reach_stlb_pct_of_requested_p25,reach_stlb_pct_of_requested_p75,trigger_page_walk_pct_of_requested_n,trigger_page_walk_pct_of_requested_amean,trigger_page_walk_pct_of_requested_median,trigger_page_walk_pct_of_requested_p25,trigger_page_walk_pct_of_requested_p75,useful_pct_of_requested_n,useful_pct_of_requested_amean,useful_pct_of_requested_median,useful_pct_of_requested_p25,useful_pct_of_requested_p75,combined_fill_productivity_pct_n,combined_fill_productivity_pct_amean,combined_fill_productivity_pct_median,combined_fill_productivity_pct_p25,combined_fill_productivity_pct_p75,useful_vs_discard_miss_pct_n,useful_vs_discard_miss_pct_amean,useful_vs_discard_miss_pct_median,useful_vs_discard_miss_pct_p25,useful_vs_discard_miss_pct_p75,demand_miss_reduction_pct_n,demand_miss_reduction_pct_amean,demand_miss_reduction_pct_median,demand_miss_reduction_pct_p25,demand_miss_reduction_pct_p75,too_early_among_useless_pct_n,too_early_among_useless_pct_amean,too_early_among_useless_pct_median,too_early_among_useless_pct_p25,too_early_among_useless_pct_p75,combined_local_pollution_candidates_per_fill_pct_n,combined_local_pollution_candidates_per_fill_pct_amean,combined_local_pollution_candidates_per_fill_pct_median,combined_local_pollution_candidates_per_fill_pct_p25,combined_local_pollution_candidates_per_fill_pct_p75
gap,71.0,33.77639644100005,33.517124615011426,1.1425134793670022,98.39612434688863,78.69175964654981,0.376906512738778,0.32929929107752565,0.2643307996822164,38.036920766164705,0.770038519147751,0.7676124563006889,10.44219823840316,46.98900055881882,71.0,59.413145443661975,71.2407,36.3425,80.48425,71.0,1.2252863871102397,0.5328026192739451,0.13097437585287663,1.3488139646310744,71.0,0.9461402453261641,0.4359011793054683,0.10183254975070763,1.1661066844480952,71.0,0.6562009604810504,0.3563943877423395,0.09250244588661946,0.7511478598754758,71.0,35.41513988263608,40.4985754985755,21.45285146803686,49.20199890171602,71.0,6.955416493371554,0.4517134065539789,0.1555136291696226,3.306491441825143,71.0,6.906349591192763,0.4977360618565944,0.17621195821080257,3.1365004257541615,71.0,16.734502723529445,8.811777076761304,1.6554372459236688,25.205031386985155,71.0,52.65562711876617,47.59086051844826,36.43817976015558,79.89937658497334
xsbench,28.0,20.670940499424294,20.647795856974994,0.04176056143425644,59.298681667720906,85.65069428909021,0.10108331001714853,0.04621760088239011,0.026467101967429872,18.061840585607246,0.07592611809048569,0.11196705160664296,6.81943478990388,51.60273403944875,28.0,42.03394551785715,23.72505,22.034425,85.5295,28.0,1.2036414527936992,1.2377356637765988,0.06463091238830256,1.409306544668495,28.0,0.3947505361031247,0.5787222074646776,0.03151358491024886,0.6056526939542712,28.0,0.08727830506789992,0.01965658170667691,0.01251429199407979,0.031561165810450556,28.0,12.561299041340535,10.2860184848746,0.6815950040552622,21.54661537948585,28.0,0.7072399628116329,0.05521933969698223,0.000999045891627605,0.5622899832785003,28.0,0.9852174420545924,0.06955975894915463,0.023491396658700245,0.5533411583892827,28.0,9.145468928519477,8.573084428766638,6.878004922606593,10.510291595197256,28.0,48.407574761115505,56.565850796711565,53.225462141730844,59.038605523696944
